Filename, Package, Minor, Major, Total, Ownership, #Bugs
NGramPhraseQuery.java,org.apache.lucene.search,0,0,0,0.00,0
DirectDocValuesConsumer.java,org.apache.lucene.codecs.memory,0,2,2,0.80,0
AbstractDistinctValuesCollector.java,org.apache.lucene.search.grouping,0,1,1,1.00,0
TermFirstPassGroupingCollector.java,org.apache.lucene.search.grouping.term,0,3,3,0.50,1
NIOFSDirectoryFactory.java,org.apache.solr.core,0,2,2,0.67,0
MatchAllDocsQueryNodeBuilder.java,org.apache.lucene.queryparser.flexible.standard.builders,0,0,0,0.00,0
BoolDocValues.java,org.apache.lucene.queries.function.docvalues,0,0,0,0.00,0
SingletonSortedNumericDocValues.java,org.apache.lucene.index,0,1,1,1.00,0
Lucene50FieldInfosFormat.java,org.apache.lucene.codecs.lucene50,0,2,2,0.64,0
QueryParser.java,org.apache.lucene.queryparser.surround.parser,0,2,2,0.50,0
TestHunspellStemFilter.java,org.apache.lucene.analysis.hunspell,0,2,2,0.86,0
FastTaxonomyFacetCounts.java,org.apache.lucene.facet.taxonomy,0,2,2,0.50,0
LargeVolumeEmbeddedTest.java,org.apache.solr.client.solrj.embedded,0,1,1,1.00,0
StoredFieldsReader.java,org.apache.lucene.codecs,0,3,3,0.50,0
SolrCoreState.java,org.apache.solr.update,0,1,1,1.00,1
SolrSynonymParser.java,org.apache.lucene.analysis.synonym,0,3,3,0.50,1
PerfTaskTest.java,org.apache.lucene.benchmark.byTask.tasks,0,0,0,0.00,0
LabelToOrdinal.java,org.apache.lucene.facet.taxonomy.writercache,0,2,2,0.50,0
GeohashHaversineFunction.java,org.apache.solr.search.function.distance,0,1,1,1.00,0
MonotonicBlockPackedWriter.java,org.apache.lucene.util.packed,0,1,1,1.00,0
PostingsSolrHighlighter.java,org.apache.solr.highlight,0,5,5,0.33,0
PerFieldDocValuesFormat.java,org.apache.lucene.codecs.perfield,0,3,3,0.70,0
TestFrenchLightStemFilter.java,org.apache.lucene.analysis.fr,0,2,2,0.80,0
IndexableFieldType.java,org.apache.lucene.index,0,1,1,1.00,0
AttributeSource.java,org.apache.lucene.util,0,3,3,0.43,0
QualityBenchmark.java,org.apache.lucene.benchmark.quality,0,0,0,0.00,0
TestIndexSearcher.java,org.apache.lucene.search,0,4,4,0.25,0
NumericRangeQueryNodeProcessor.java,org.apache.lucene.queryparser.flexible.standard.processors,0,0,0,0.00,0
SolrQueryRequest.java,org.apache.solr.request,0,1,1,1.00,0
TestNot.java,org.apache.lucene.search,0,2,2,0.50,0
Token.java,org.apache.lucene.analysis,0,2,2,0.67,0
JoinDocFreqValueSource.java,org.apache.lucene.queries.function.valuesource,0,2,2,0.67,0
Evaluator.java,org.apache.solr.handler.dataimport,0,2,2,0.50,0
TestTurkishLowerCaseFilter.java,org.apache.lucene.analysis.tr,0,1,1,1.00,0
IndexFileDeleter.java,org.apache.lucene.index,0,2,2,0.50,2
TestItalianLightStemFilterFactory.java,org.apache.lucene.analysis.it,0,1,1,1.00,0
IntDocValues.java,org.apache.lucene.queries.function.docvalues,0,0,0,0.00,0
ToParentBlockJoinQuery.java,org.apache.lucene.search.join,0,3,3,0.50,2
FilteredDocIdSetIterator.java,org.apache.lucene.search,0,1,1,1.00,0
QuotedFieldQueryNode.java,org.apache.lucene.queryparser.flexible.core.nodes,0,0,0,0.00,0
NotQuery.java,org.apache.lucene.queryparser.surround.query,0,0,0,0.00,0
ReaderUtil.java,org.apache.lucene.index,0,1,1,1.00,0
ReadingAttribute.java,org.apache.lucene.analysis.ja.tokenattributes,0,0,0,0.00,0
TestTolerantSearch.java,org.apache.solr,0,3,3,0.60,1
TestValueSourceCache.java,org.apache.solr.search,0,0,0,0.00,0
BBoxStrategy.java,org.apache.lucene.spatial.bbox,0,5,5,0.42,0
TestDistributedSearch.java,org.apache.solr,3,5,8,0.27,3
SimpleTextStoredFieldsWriter.java,org.apache.lucene.codecs.simpletext,0,3,3,0.50,0
AssertingLeafReader.java,org.apache.lucene.index,0,4,4,0.33,4
FakeScorer.java,org.apache.lucene.search,0,2,2,0.67,0
StoredFieldsShardResponseProcessor.java,org.apache.solr.search.grouping.distributed.responseprocessor,0,0,0,0.00,0
TestComplexExplanations.java,org.apache.lucene.search,0,1,1,1.00,0
WeightedSpanTerm.java,org.apache.lucene.search.highlight,0,1,1,1.00,0
JsonPreAnalyzedParser.java,org.apache.solr.schema,0,1,1,1.00,0
MultiplyDoubleFunction.java,org.apache.solr.analytics.util.valuesource,0,2,2,0.50,0
FSTTermsWriter.java,org.apache.lucene.codecs.memory,0,3,3,0.70,0
TestExtendedMode.java,org.apache.lucene.analysis.ja,0,2,2,0.75,0
LangDetectLanguageIdentifierUpdateProcessor.java,org.apache.solr.update.processor,0,2,2,0.50,0
DirectUpdateHandler2.java,org.apache.solr.update,0,9,9,0.20,0
SearchTravRetVectorHighlightTask.java,org.apache.lucene.benchmark.byTask.tasks,0,1,1,1.00,0
AttributeReflector.java,org.apache.lucene.util,0,0,0,0.00,0
SparseFixedBitSet.java,org.apache.lucene.util,0,2,2,0.80,1
CSVLoaderBase.java,org.apache.solr.handler.loader,0,1,1,1.00,0
LocalReplicator.java,org.apache.lucene.replicator,0,1,1,1.00,0
TestSimpleFSDirectory.java,org.apache.lucene.store,0,1,1,1.00,0
TestIndexReaderClose.java,org.apache.lucene.index,0,5,5,0.29,1
FilteredDocIdSet.java,org.apache.lucene.search,0,2,2,0.60,0
TestAnalyzedSuggestions.java,org.apache.solr.spelling.suggest,0,0,0,0.00,0
UpdateParamsTest.java,org.apache.solr.update,0,0,0,0.00,0
CrankyNormsFormat.java,org.apache.lucene.codecs.cranky,0,1,1,1.00,0
Token.java,org.apache.lucene.queryparser.flexible.standard.parser,0,1,1,1.00,0
NLSException.java,org.apache.lucene.queryparser.flexible.messages,0,0,0,0.00,0
WikipediaTokenizerTest.java,org.apache.lucene.analysis.wikipedia,0,1,1,1.00,0
SolrInputDocumentWritable.java,org.apache.solr.hadoop,0,0,0,0.00,0
GreekStemmer.java,org.apache.lucene.analysis.el,0,3,3,0.60,0
PersianNormalizer.java,org.apache.lucene.analysis.fa,0,0,0,0.00,0
TestLimitTokenPositionFilter.java,org.apache.lucene.analysis.miscellaneous,0,3,3,0.50,0
MatchAllDocsQueryNode.java,org.apache.lucene.queryparser.flexible.core.nodes,0,0,0,0.00,0
TestKeywordRepeatFilter.java,org.apache.lucene.analysis.miscellaneous,0,1,1,1.00,0
CacheHeaderTest.java,org.apache.solr.servlet,0,5,5,0.42,0
DirectPostingsFormat.java,org.apache.lucene.codecs.memory,0,3,3,0.52,3
BoostingTermBuilder.java,org.apache.lucene.queryparser.xml.builders,0,0,0,0.00,0
LongRange.java,org.apache.lucene.facet.range,0,3,3,0.50,2
TestKeywordMarkerFilter.java,org.apache.lucene.analysis.miscellaneous,0,2,2,0.75,0
TestDaitchMokotoffSoundexFilter.java,org.apache.lucene.analysis.phonetic,0,1,1,1.00,0
SoraniNormalizationFilterFactory.java,org.apache.lucene.analysis.ckb,0,1,1,1.00,0
MultiDocValues.java,org.apache.lucene.index,0,4,4,0.47,0
CrankyLiveDocsFormat.java,org.apache.lucene.codecs.cranky,0,1,1,1.00,0
TestTimeLimitingCollector.java,org.apache.lucene.search,0,5,5,0.25,2
Reduce.java,org.egothor.stemmer,0,1,1,1.00,0
MultiDateFunction.java,org.apache.solr.analytics.util.valuesource,0,2,2,0.50,0
ThaiTokenizerFactory.java,org.apache.lucene.analysis.th,0,2,2,0.50,0
DocTermOrds.java,org.apache.lucene.uninverting,0,4,4,0.75,3
KeywordMarkerFilter.java,org.apache.lucene.analysis.miscellaneous,0,0,0,0.00,0
ReverseStringFilter.java,org.apache.lucene.analysis.reverse,0,2,2,0.75,0
ConnectionCostsBuilder.java,org.apache.lucene.analysis.ja.util,0,1,1,1.00,0
SlowFuzzyTermsEnum.java,org.apache.lucene.sandbox.queries,0,2,2,0.50,0
CurrencyFieldXmlFileTest.java,org.apache.solr.schema,0,0,0,0.00,0
SolrCmdDistributor.java,org.apache.solr.update,0,7,7,0.20,0
Histogram.java,org.apache.solr.util.stats,0,1,1,1.00,0
TurkishAnalyzer.java,org.apache.lucene.analysis.tr,0,3,3,0.62,0
Optimizer2.java,org.egothor.stemmer,0,0,0,0.00,0
ConcurrentUpdateSolrClient.java,org.apache.solr.client.solrj.impl,0,1,1,1.00,0
SegmentInfoFormat.java,org.apache.lucene.codecs,0,1,1,1.00,0
Hyphen.java,org.apache.lucene.analysis.compound.hyphenation,0,0,0,0.00,0
IDVersionTermState.java,org.apache.lucene.codecs.idversion,0,1,1,1.00,0
StreamUtilsTest.java,org.apache.lucene.benchmark.byTask.utils,0,4,4,0.40,0
DocToDoubleVectorUtils.java,org.apache.lucene.classification.utils,0,1,1,1.00,0
WindowsFS.java,org.apache.lucene.mockfile,0,2,2,0.50,1
TestCommonGramsQueryFilterFactory.java,org.apache.lucene.analysis.commongrams,0,2,2,0.50,0
TestRamUsageEstimator.java,org.apache.lucene.util,0,2,2,0.67,1
UpdateProcessorTestBase.java,org.apache.solr.update.processor,0,1,1,1.00,0
MoreLikeThisHandlerTest.java,org.apache.solr.handler,0,1,1,1.00,0
PassageFormatter.java,org.apache.lucene.search.postingshighlight,0,0,0,0.00,0
MultiPhraseQueryNode.java,org.apache.lucene.queryparser.flexible.standard.nodes,0,0,0,0.00,0
TopOrdAndFloatQueue.java,org.apache.lucene.facet,0,1,1,1.00,0
TestConsistentFieldNumbers.java,org.apache.lucene.index,0,4,4,0.50,0
TestCompiledAutomaton.java,org.apache.lucene.util.automaton,0,4,4,0.25,0
PluginInfoInitialized.java,org.apache.solr.util.plugin,0,0,0,0.00,0
StoredField.java,org.apache.lucene.document,0,0,0,0.00,0
ReutersQueryMaker.java,org.apache.lucene.benchmark.byTask.feeds,0,2,2,0.75,0
DoubleMetaphoneFilterTest.java,org.apache.lucene.analysis.phonetic,0,2,2,0.67,0
IntValueFieldType.java,org.apache.solr.schema,0,0,0,0.00,0
CountingSearchTestTask.java,org.apache.lucene.benchmark.byTask.tasks,0,0,0,0.00,0
MainEndResultTransformer.java,org.apache.solr.search.grouping.endresulttransformer,0,0,0,0.00,0
SolrCLI.java,org.apache.solr.util,0,4,4,0.73,1
ReplicatorTestCase.java,org.apache.lucene.replicator,0,4,4,0.40,0
TestWeakIdentityMap.java,org.apache.lucene.util,0,1,1,1.00,0
HungarianLightStemmer.java,org.apache.lucene.analysis.hu,0,0,0,0.00,0
TestLucene50StoredFieldsFormat.java,org.apache.lucene.codecs.lucene50,0,1,1,1.00,0
TestJUnitRuleOrder.java,org.apache.lucene.util.junitcompat,0,1,1,1.00,0
QueryValueSource.java,org.apache.lucene.queries.function.valuesource,0,2,2,0.50,1
ParallelTaxonomyArrays.java,org.apache.lucene.facet.taxonomy,0,1,1,1.00,0
TokenizerChain.java,org.apache.solr.analysis,0,1,1,1.00,1
TestPrefixAwareTokenFilter.java,org.apache.lucene.analysis.miscellaneous,0,1,1,1.00,0
FragmentsBuilder.java,org.apache.lucene.search.vectorhighlight,0,0,0,0.00,0
PrintStreamInfoStream.java,org.apache.lucene.util,0,1,1,1.00,1
BulkOperationPacked22.java,org.apache.lucene.util.packed,0,0,0,0.00,0
TestWordnetSynonymParser.java,org.apache.lucene.analysis.synonym,0,1,1,1.00,0
BulkOperationPacked11.java,org.apache.lucene.util.packed,0,0,0,0.00,0
IDVersionPostingsReader.java,org.apache.lucene.codecs.idversion,0,3,3,0.62,1
DocumentAnalysisRequestHandlerTest.java,org.apache.solr.handler,0,1,1,1.00,0
CollectionAdminResponse.java,org.apache.solr.client.solrj.response,0,1,1,1.00,0
QueryTermScorer.java,org.apache.lucene.search.highlight,0,1,1,1.00,0
KNearestNeighborClassifier.java,org.apache.lucene.classification,0,4,4,0.40,0
PerSegmentSingleValuedFaceting.java,org.apache.solr.request,0,3,3,0.50,0
ResourceLoader.java,org.apache.lucene.analysis.util,0,0,0,0.00,0
CheapBastardCodec.java,org.apache.lucene.codecs.cheapbastard,0,1,1,1.00,0
TestKeepCase.java,org.apache.lucene.analysis.hunspell,0,1,1,1.00,0
Assign.java,org.apache.solr.cloud,0,3,3,0.33,2
BreakIteratorBoundaryScannerTest.java,org.apache.lucene.search.vectorhighlight,0,1,1,1.00,0
SoraniNormalizer.java,org.apache.lucene.analysis.ckb,0,1,1,1.00,0
TestSuggestStopFilterFactory.java,org.apache.lucene.search.suggest.analyzing,0,1,1,1.00,0
ZkCredentialsProvider.java,org.apache.solr.common.cloud,0,1,1,1.00,0
BaseIndexFileFormatTestCase.java,org.apache.lucene.index,0,4,4,0.57,0
HaversineConstFunction.java,org.apache.solr.search.function.distance,0,1,1,1.00,0
MultiDelegateExpression.java,org.apache.solr.analytics.expression,0,2,2,0.50,0
PrefixQuery.java,org.apache.lucene.search,0,1,1,1.00,0
FormBasedXmlQueryDemo.java,org.apache.lucene.demo.xmlparser,0,4,4,0.33,0
TestNestedChildren.java,org.apache.solr.handler.dataimport,0,1,1,1.00,0
AnalyticsRequest.java,org.apache.solr.analytics.request,0,1,1,1.00,0
UniqFieldsUpdateProcessorFactoryTest.java,org.apache.solr.update.processor,0,1,1,1.00,0
NamedSPILoader.java,org.apache.lucene.util,0,2,2,0.50,1
QueryNodeParseException.java,org.apache.lucene.queryparser.flexible.core,0,0,0,0.00,0
CollectionMutator.java,org.apache.solr.cloud.overseer,0,1,1,1.00,0
TestNumericRangeQuery32.java,org.apache.lucene.search,0,5,5,0.29,0
StempelPolishStemFilterFactory.java,org.apache.lucene.analysis.stempel,0,0,0,0.00,0
PositionLengthAttributeImpl.java,org.apache.lucene.analysis.tokenattributes,0,0,0,0.00,0
SegGraph.java,org.apache.lucene.analysis.cn.smart.hhmm,0,1,1,1.00,0
TestIrishAnalyzer.java,org.apache.lucene.analysis.ga,0,2,2,0.67,0
VelocityResponseWriter.java,org.apache.solr.response,0,3,3,0.71,1
TestIndexableField.java,org.apache.lucene.index,0,4,4,0.67,1
BaseTestHarness.java,org.apache.solr.util,0,3,3,0.50,0
CachingTokenFilter.java,org.apache.lucene.analysis,0,2,2,0.67,0
Lev2ParametricDescription.java,org.apache.lucene.util.automaton,0,0,0,0.00,0
MultiPhraseQueryNodeBuilder.java,org.apache.lucene.queryparser.flexible.standard.builders,0,1,1,1.00,0
FilterInputStream2.java,org.apache.lucene.mockfile,0,1,1,1.00,0
TestICUCollationField.java,org.apache.solr.schema,0,4,4,0.25,0
WordType.java,org.apache.lucene.analysis.cn.smart,0,0,0,0.00,0
IntervalFacet.java,org.apache.solr.client.solrj.response,0,1,1,1.00,0
StoredDocument.java,org.apache.lucene.index,0,1,1,1.00,0
PersianNormalizationFilterFactory.java,org.apache.lucene.analysis.fa,0,0,0,0.00,0
ScoreAugmenter.java,org.apache.solr.response.transform,0,0,0,0.00,0
TestLock.java,org.apache.lucene.store,0,1,1,1.00,2
Lucene50StoredFieldsFormat.java,org.apache.lucene.codecs.lucene50,0,1,1,1.00,0
TestIndexWriterThreadsToSegments.java,org.apache.lucene.index,0,4,4,0.53,1
SolrCoreAware.java,org.apache.solr.util.plugin,0,0,0,0.00,0
SimpleTextSegmentInfoFormat.java,org.apache.lucene.codecs.simpletext,0,1,1,1.00,0
TestPrefixQuery.java,org.apache.lucene.search,0,2,2,0.50,1
RussianStemmer.java,org.tartarus.snowball.ext,0,0,0,0.00,0
SpellingOptions.java,org.apache.solr.spelling,0,1,1,1.00,0
ClusterStateUpdateTest.java,org.apache.solr.cloud,0,4,4,0.43,0
VerboseFS.java,org.apache.lucene.mockfile,0,2,2,0.50,1
DateRangeField.java,org.apache.solr.schema,0,1,1,1.00,1
NorwegianStemmer.java,org.tartarus.snowball.ext,0,0,0,0.00,0
BulkOperationPacked20.java,org.apache.lucene.util.packed,0,0,0,0.00,0
Accountable.java,org.apache.lucene.util,0,2,2,0.60,0
SpanishStemmer.java,org.tartarus.snowball.ext,0,0,0,0.00,0
ExtendedBufferedReader.java,org.apache.solr.internal.csv,0,1,1,1.00,0
TestUnicodeUtil.java,org.apache.lucene.util,0,3,3,0.33,0
IndexReplicationHandler.java,org.apache.lucene.replicator,0,3,3,0.50,0
RepSumByPrefTask.java,org.apache.lucene.benchmark.byTask.tasks,0,1,1,1.00,0
DeleteReplicaTest.java,org.apache.solr.cloud,0,7,7,0.25,2
TestTruncateTokenFilterFactory.java,org.apache.lucene.analysis.miscellaneous,0,1,1,1.00,0
JapaneseTokenizerFactory.java,org.apache.lucene.analysis.ja,0,2,2,0.50,1
CompositeReader.java,org.apache.lucene.index,0,1,1,1.00,0
TestTwoPhaseCommitTool.java,org.apache.lucene.index,0,0,0,0.00,0
UrlEvaluator.java,org.apache.solr.handler.dataimport,0,1,1,1.00,0
CursorMarkParams.java,org.apache.solr.common.params,0,1,1,1.00,0
DocumentAnalysisRequest.java,org.apache.solr.client.solrj.request,0,3,3,0.33,0
SwedishStemmer.java,org.tartarus.snowball.ext,0,0,0,0.00,0
CachingDoubleValueSource.java,org.apache.lucene.spatial.util,0,2,2,0.50,0
MockTokenFilter.java,org.apache.lucene.analysis,0,1,1,1.00,0
German2Stemmer.java,org.tartarus.snowball.ext,0,0,0,0.00,0
ParallelCompositeReader.java,org.apache.lucene.index,0,1,1,1.00,0
TaskStats.java,org.apache.lucene.benchmark.byTask.stats,0,1,1,1.00,0
TestDefaultSearchFieldResource.java,org.apache.solr.rest.schema,0,0,0,0.00,0
SortedSetDocValuesTermsEnum.java,org.apache.lucene.index,0,2,2,0.67,0
SimpleBoolFunction.java,org.apache.lucene.queries.function.valuesource,0,1,1,1.00,0
MorphlineMapperTest.java,org.apache.solr.hadoop,0,2,2,0.67,0
SpellingQueryConverterTest.java,org.apache.solr.spelling,0,2,2,0.75,0
CachingNaiveBayesClassifier.java,org.apache.lucene.classification,0,3,3,0.33,0
DocsEnum.java,org.apache.lucene.index,0,1,1,1.00,1
ContentStreamBase.java,org.apache.solr.common.util,0,1,1,1.00,0
AddFacetedDocTask.java,org.apache.lucene.benchmark.byTask.tasks,0,2,2,0.50,0
TestSolrCoreProperties.java,org.apache.solr,0,5,5,0.25,0
CharStream.java,org.apache.lucene.queryparser.flexible.standard.parser,0,1,1,1.00,0
HighFrequencyDictionaryFactory.java,org.apache.solr.spelling.suggest,0,0,0,0.00,0
BlockJoinChildQParser.java,org.apache.solr.search.join,0,0,0,0.00,0
Hash.java,org.apache.solr.common.util,0,1,1,1.00,0
MutableValueFloat.java,org.apache.lucene.util.mutable,0,1,1,1.00,0
TestAddFieldRealTimeGet.java,org.apache.solr.search,0,3,3,0.33,0
TernaryTreeNode.java,org.apache.lucene.search.suggest.tst,0,1,1,1.00,0
ByteArrayDataOutput.java,org.apache.lucene.store,0,0,0,0.00,0
QueryNodeProcessor.java,org.apache.lucene.queryparser.flexible.core.processors,0,0,0,0.00,0
StandardFilter.java,org.apache.lucene.analysis.standard,0,2,2,0.67,0
MockIndexOutputWrapper.java,org.apache.lucene.store,0,2,2,0.57,0
QualityStats.java,org.apache.lucene.benchmark.quality,0,1,1,1.00,0
PossibilityIterator.java,org.apache.solr.spelling,0,1,1,1.00,0
TestLMJelinekMercerSimilarityFactory.java,org.apache.solr.search.similarities,0,0,0,0.00,0
TestFieldValueFilter.java,org.apache.lucene.search,0,4,4,0.57,0
TestBinaryTerms.java,org.apache.lucene.index,0,2,2,0.50,0
FreqProxTermsWriter.java,org.apache.lucene.index,0,2,2,0.89,0
KStemmer.java,org.apache.lucene.analysis.en,0,2,2,0.80,0
ManagedWordSetResource.java,org.apache.solr.rest.schema.analysis,0,2,2,0.50,0
TrecParserByPath.java,org.apache.lucene.benchmark.byTask.feeds,0,0,0,0.00,0
CompositeIdRouter.java,org.apache.solr.common.cloud,0,3,3,0.33,0
CodepointCountFilterFactory.java,org.apache.lucene.analysis.miscellaneous,0,2,2,0.67,0
MultiTermHighlighting.java,org.apache.lucene.search.postingshighlight,0,3,3,0.62,0
StatsComponentTest.java,org.apache.solr.handler.component,0,5,5,0.55,0
SolrQueryTest.java,org.apache.solr.client.solrj,0,2,2,0.50,0
NumericPayloadTokenFilterTest.java,org.apache.lucene.analysis.payloads,0,1,1,1.00,0
TestCatalanAnalyzer.java,org.apache.lucene.analysis.ca,0,2,2,0.67,0
ByteSliceReader.java,org.apache.lucene.index,0,0,0,0.00,0
TestIDVersionPostingsFormat.java,org.apache.lucene.codecs.idversion,0,3,3,0.50,1
BJQParserTest.java,org.apache.solr.search.join,0,1,1,1.00,0
TestPartialUpdateDeduplication.java,org.apache.solr.update.processor,0,0,0,0.00,0
TestFunctionQuerySort.java,org.apache.lucene.queries.function,0,3,3,0.50,0
TestScoreCachingWrappingScorer.java,org.apache.lucene.search,0,3,3,0.50,1
VariableContext.java,org.apache.lucene.expressions.js,0,1,1,1.00,1
TermsIndexWriterBase.java,org.apache.lucene.codecs.blockterms,0,0,0,0.00,0
TestICUCollationDocValuesField.java,org.apache.lucene.collation,0,4,4,0.50,0
TestStrangeOvergeneration.java,org.apache.lucene.analysis.hunspell,0,1,1,1.00,0
TestMmapDirectory.java,org.apache.lucene.store,0,1,1,1.00,0
TestMockFilesystems.java,org.apache.lucene.mockfile,0,2,2,0.75,2
TestBlockJoinSorting.java,org.apache.lucene.search.join,0,5,5,0.33,1
SolrUIMAConfigurationReader.java,org.apache.solr.uima.processor,0,1,1,1.00,0
TestFieldReader.java,org.apache.solr.handler.dataimport,0,2,2,0.50,0
SpanTermQueryNodeBuilder.java,org.apache.lucene.queryparser.flexible.spans,0,0,0,0.00,0
TestLongPostings.java,org.apache.lucene.index,0,5,5,0.29,1
SpanOrQueryNodeBuilder.java,org.apache.lucene.queryparser.flexible.spans,0,0,0,0.00,0
AnalysisSPILoader.java,org.apache.lucene.analysis.util,0,2,2,0.50,0
TestRollingUpdates.java,org.apache.lucene.index,0,4,4,0.50,0
OldLuceneQParserPlugin.java,org.apache.solr.search,0,1,1,1.00,0
TestPortugueseStemFilterFactory.java,org.apache.lucene.analysis.pt,0,1,1,1.00,0
MappingMultiDocsAndPositionsEnum.java,org.apache.lucene.index,0,1,1,1.00,0
LiveDocsFormat.java,org.apache.lucene.codecs,0,0,0,0.00,0
BitUtil.java,org.apache.lucene.util,0,2,2,0.67,0
ModifierQueryNodeBuilder.java,org.apache.lucene.queryparser.flexible.standard.builders,0,0,0,0.00,0
TestKeywordAnalyzer.java,org.apache.lucene.analysis.core,0,4,4,0.43,0
SentinelIntSet.java,org.apache.lucene.util,0,2,2,0.50,0
ConcurrentLRUCache.java,org.apache.solr.util,0,2,2,0.50,0
TestFieldsReader.java,org.apache.lucene.index,0,7,7,0.31,1
CountingHighlighterTestTask.java,org.apache.lucene.benchmark.byTask.tasks,0,0,0,0.00,0
CharSequenceOutputs.java,org.apache.lucene.util.fst,0,1,1,1.00,0
TestReplicationHandler.java,org.apache.solr.handler,1,6,7,0.33,2
MorphlineGoLiveMiniMRTest.java,org.apache.solr.hadoop,2,5,7,0.35,2
SpellCheckCollatorTest.java,org.apache.solr.spelling,0,5,5,0.43,0
MockCharFilterFactory.java,org.apache.solr.analysis,0,0,0,0.00,0
SwitchQParserPlugin.java,org.apache.solr.search,0,1,1,1.00,0
CoreContainer.java,org.apache.solr.core,5,4,9,0.28,4
SortedInputIterator.java,org.apache.lucene.search.suggest,0,4,4,0.50,0
TokenOffsetPayloadTokenFilterFactory.java,org.apache.lucene.analysis.payloads,0,0,0,0.00,0
TestBinaryField.java,org.apache.solr.schema,0,4,4,0.43,0
HashDocSet.java,org.apache.solr.search,0,0,0,0.00,0
TestJavascriptCompiler.java,org.apache.lucene.expressions.js,0,1,1,1.00,0
GroupQueryNodeBuilder.java,org.apache.lucene.queryparser.flexible.standard.builders,0,0,0,0.00,0
FileUtils.java,org.apache.solr.morphlines.solr,0,2,2,0.50,0
TestPayloadsOnVectors.java,org.apache.lucene.index,0,3,3,0.60,1
TestDataConfig.java,org.apache.solr.handler.dataimport,0,0,0,0.00,0
IntAssociationFacetField.java,org.apache.lucene.facet.taxonomy,0,0,0,0.00,0
TestStopFilterFactory.java,org.apache.lucene.analysis.core,0,0,0,0.00,0
TestSearcherTaxonomyManager.java,org.apache.lucene.facet.taxonomy,0,5,5,0.29,0
StreamingSolrClients.java,org.apache.solr.update,0,1,1,1.00,0
BaseExplanationTestCase.java,org.apache.lucene.search,0,1,1,1.00,1
TestDefaultStatsCache.java,org.apache.solr.search.stats,0,3,3,0.33,0
PluginInfoHandler.java,org.apache.solr.handler.admin,0,2,2,0.50,0
TestJdbcDataSource.java,org.apache.solr.handler.dataimport,0,1,1,1.00,0
UIMAToSolrMapper.java,org.apache.solr.uima.processor,0,0,0,0.00,0
NumericConfig.java,org.apache.lucene.queryparser.flexible.standard.config,0,0,0,0.00,0
TopGroupsFieldCommand.java,org.apache.solr.search.grouping.distributed.command,0,1,1,1.00,0
TermGroupFacetCollector.java,org.apache.lucene.search.grouping.term,0,3,3,0.40,1
ZkController.java,org.apache.solr.cloud,7,5,12,0.29,7
ConfigSet.java,org.apache.solr.core,0,1,1,1.00,0
TestCachingTokenFilter.java,org.apache.lucene.analysis,0,4,4,0.40,0
HindiNormalizer.java,org.apache.lucene.analysis.hi,0,0,0,0.00,0
SolrFormatter.java,org.apache.solr.highlight,0,0,0,0.00,0
SampleComparator.java,org.apache.solr.spelling,0,0,0,0.00,0
TestLRUHashMap.java,org.apache.lucene.facet.taxonomy,0,1,1,1.00,0
IndexBasedSpellCheckerTest.java,org.apache.solr.spelling,0,5,5,0.30,0
PrintReaderTask.java,org.apache.lucene.benchmark.byTask.tasks,0,0,0,0.00,0
CommonGramsFilter.java,org.apache.lucene.analysis.commongrams,0,3,3,0.50,0
DataSplitterTest.java,org.apache.lucene.classification.utils,0,3,3,0.50,0
TestCharArrayMap.java,org.apache.lucene.analysis.util,0,2,2,0.75,0
DirectReader.java,org.apache.lucene.util.packed,0,1,1,1.00,0
PortugueseAnalyzer.java,org.apache.lucene.analysis.pt,0,3,3,0.60,0
MultiFieldQueryNodeProcessor.java,org.apache.lucene.queryparser.flexible.standard.processors,0,1,1,1.00,0
IntsRef.java,org.apache.lucene.util,0,1,1,1.00,0
DefaultEncoder.java,org.apache.lucene.search.highlight,0,0,0,0.00,0
TestWordBreakSpellChecker.java,org.apache.lucene.search.spell,0,4,4,0.25,0
PayloadNearQuery.java,org.apache.lucene.search.payloads,0,2,2,0.50,4
FSDirectory.java,org.apache.lucene.store,2,3,5,0.43,2
FullSolrCloudDistribCmdsTest.java,org.apache.solr.cloud,0,5,5,0.61,1
OpenTaxonomyReaderTask.java,org.apache.lucene.benchmark.byTask.tasks,0,0,0,0.00,0
SpatialFilterQParserPlugin.java,org.apache.solr.search,0,1,1,1.00,0
TestFilesystemResourceLoader.java,org.apache.lucene.analysis.util,0,5,5,0.36,1
HashBasedRouter.java,org.apache.solr.common.cloud,0,0,0,0.00,0
CannedBinaryTokenStream.java,org.apache.lucene.analysis,0,2,2,0.50,0
ProximityQueryNode.java,org.apache.lucene.queryparser.flexible.core.nodes,0,0,0,0.00,0
ScoreOrderFragmentsBuilderTest.java,org.apache.lucene.search.vectorhighlight,0,0,0,0.00,0
TestDocValues.java,org.apache.lucene.index,0,1,1,1.00,0
IndexOptions.java,org.apache.lucene.index,0,1,1,1.00,0
SingleFunction.java,org.apache.lucene.queries.function.valuesource,0,0,0,0.00,0
PackedDataOutput.java,org.apache.lucene.util.packed,0,0,0,0.00,0
TestArmenianAnalyzer.java,org.apache.lucene.analysis.hy,0,2,2,0.67,0
AddIndexesTask.java,org.apache.lucene.benchmark.byTask.tasks,0,1,1,1.00,0
SolrInputDocumentComparator.java,org.apache.solr.hadoop.dedup,0,0,0,0.00,0
