Filename, Package, Minor, Major, Total, Ownership, #Bugs
HTMLStripFieldUpdateProcessorFactory.java,org.apache.solr.update.processor,0,0,0,0.00,0
Test2BPostingsBytes.java,org.apache.lucene.index,0,6,6,0.30,1
SolrIndexSearcher.java,org.apache.solr.search,3,9,12,0.23,5
TestSortedSetDocValuesFacets.java,org.apache.lucene.facet.sortedset,0,4,4,0.33,0
TestHarness.java,org.apache.solr.util,0,4,4,0.50,0
FacetField.java,org.apache.solr.client.solrj.response,0,1,1,1.00,0
DateMathParser.java,org.apache.solr.util,0,2,2,0.50,0
TestMiniSolrCloudCluster.java,org.apache.solr.cloud,0,5,5,0.46,2
AnyQueryNode.java,org.apache.lucene.queryparser.flexible.core.nodes,0,0,0,0.00,0
PrimitiveFieldTypeTest.java,org.apache.solr.schema,0,3,3,0.50,0
ReadersAndUpdates.java,org.apache.lucene.index,0,3,3,0.42,0
Expression.java,org.apache.lucene.expressions,0,1,1,1.00,0
SearchTravRetHighlightTask.java,org.apache.lucene.benchmark.byTask.tasks,0,1,1,1.00,0
TestJoinUtil.java,org.apache.lucene.search.join,0,6,6,0.35,2
CharBlockArray.java,org.apache.lucene.facet.taxonomy.writercache,0,1,1,1.00,0
NumDocsValueSource.java,org.apache.lucene.queries.function.valuesource,0,1,1,1.00,0
StatsField.java,org.apache.solr.handler.component,0,3,3,0.50,0
JulWatcher.java,org.apache.solr.logging.jul,0,1,1,1.00,0
SingleDelegateExpression.java,org.apache.solr.analytics.expression,0,1,1,1.00,0
TrecContentSourceTest.java,org.apache.lucene.benchmark.byTask.feeds,0,5,5,0.29,0
TestDuelingCodecs.java,org.apache.lucene.index,0,5,5,0.42,0
ScoreMode.java,org.apache.lucene.search.join,0,0,0,0.00,0
MedianStatsCollector.java,org.apache.solr.analytics.statistics,0,1,1,1.00,0
MockConfigurableSimilarity.java,org.apache.solr.search.similarities,0,0,0,0.00,0
TermVectorsConsumerPerField.java,org.apache.lucene.index,0,1,1,1.00,0
SpatialArgsParser.java,org.apache.lucene.spatial.query,0,2,2,0.50,0
PreAnalyzedFieldTest.java,org.apache.solr.schema,0,2,2,0.50,0
DirectDocValuesFormat.java,org.apache.lucene.codecs.memory,0,0,0,0.00,0
DoubleDocValues.java,org.apache.lucene.queries.function.docvalues,0,0,0,0.00,0
BaseDirectoryWrapper.java,org.apache.lucene.store,0,2,2,0.75,1
TestPersianAnalyzer.java,org.apache.lucene.analysis.fa,0,2,2,0.67,0
CharStream.java,org.apache.solr.parser,0,2,2,0.50,0
TestMultiFields.java,org.apache.lucene.index,0,5,5,0.33,1
MutableBits.java,org.apache.lucene.util,0,0,0,0.00,0
TestBooleanOr.java,org.apache.lucene.search,0,5,5,0.33,1
TestRollingBuffer.java,org.apache.lucene.util,0,0,0,0.00,0
TermQParserPlugin.java,org.apache.solr.search,0,2,2,0.50,0
ParallelLeafReader.java,org.apache.lucene.index,0,3,3,0.50,0
TransformerProvider.java,org.apache.solr.util.xslt,0,1,1,1.00,0
Base64.java,org.apache.solr.common.util,0,1,1,1.00,0
AnalyzerFactoryTask.java,org.apache.lucene.benchmark.byTask.tasks,0,3,3,0.50,0
MultiFieldQueryParser.java,org.apache.lucene.queryparser.classic,0,2,2,0.80,0
ReusableStringReader.java,org.apache.lucene.analysis,0,0,0,0.00,0
TestIntervalFaceting.java,org.apache.solr.request,0,3,3,0.50,0
QueryResponseWriter.java,org.apache.solr.response,0,0,0,0.00,0
RegexTransformer.java,org.apache.solr.handler.dataimport,0,2,2,0.50,0
RoutingRule.java,org.apache.solr.common.cloud,0,2,2,0.50,0
CloseTaxonomyReaderTask.java,org.apache.lucene.benchmark.byTask.tasks,0,0,0,0.00,0
TestSloppyMath.java,org.apache.lucene.util,0,1,1,1.00,0
TestSuggestSpellingConverter.java,org.apache.solr.spelling,0,2,2,0.75,0
EnumFieldTest.java,org.apache.solr.schema,0,0,0,0.00,0
TestEphemeralCache.java,org.apache.solr.handler.dataimport,0,0,0,0.00,0
JavaBinUpdateRequestCodec.java,org.apache.solr.client.solrj.request,0,3,3,0.33,0
SolrCoreCheckLockOnStartupTest.java,org.apache.solr.core,0,7,7,0.30,0
SimpleFacetsTest.java,org.apache.solr.request,0,4,4,0.25,1
TestCircumfix.java,org.apache.lucene.analysis.hunspell,0,1,1,1.00,0
CollatedTermAttributeImpl.java,org.apache.lucene.collation.tokenattributes,0,1,1,1.00,0
ExplainAugmenterFactory.java,org.apache.solr.response.transform,0,0,0,0.00,0
CommitUpdateCommand.java,org.apache.solr.update,0,0,0,0.00,0
Lev1TParametricDescription.java,org.apache.lucene.util.automaton,0,0,0,0.00,0
MultiFunction.java,org.apache.lucene.queries.function.valuesource,0,2,2,0.50,0
AllGroupHeadsCollectorTest.java,org.apache.lucene.search.grouping,0,5,5,0.33,0
TestGroupFiltering.java,org.apache.lucene.util.junitcompat,0,1,1,1.00,0
SampleEntityAnnotator.java,org.apache.lucene.analysis.uima.an,0,0,0,0.00,0
QualityQueriesFinder.java,org.apache.lucene.benchmark.quality.utils,0,1,1,1.00,0
SumTotalTermFreqValueSource.java,org.apache.lucene.queries.function.valuesource,0,2,2,0.50,0
BaseSolrServlet.java,org.apache.solr.servlet,0,1,1,1.00,0
ThrowErrorOnInitFieldType.java,org.apache.solr.schema,0,1,1,1.00,0
ToStringUtils.java,org.apache.lucene.util,0,0,0,0.00,0
ContextImpl.java,org.apache.solr.handler.dataimport,0,2,2,0.67,0
SignatureUpdateProcessorFactory.java,org.apache.solr.update.processor,0,2,2,0.50,0
ScoreFilter.java,org.apache.solr.search,0,0,0,0.00,0
TestSpanishLightStemFilterFactory.java,org.apache.lucene.analysis.es,0,1,1,1.00,0
MapPluginLoader.java,org.apache.solr.util.plugin,0,0,0,0.00,0
BoostedQuery.java,org.apache.lucene.queries.function,0,2,2,0.50,2
FilterFileSystemProvider.java,org.apache.lucene.mockfile,0,2,2,0.50,2
EnglishPossessiveFilterFactory.java,org.apache.lucene.analysis.en,0,2,2,0.67,0
Log4jWatcher.java,org.apache.solr.logging.log4j,0,1,1,1.00,0
TestSnowballPorterFilterFactory.java,org.apache.lucene.analysis.snowball,0,2,2,0.50,0
ConcurrentUpdateSolrClientTest.java,org.apache.solr.client.solrj.impl,0,1,1,1.00,0
FinnishStemmer.java,org.tartarus.snowball.ext,0,0,0,0.00,0
CoreDescriptor.java,org.apache.solr.core,0,4,4,0.57,0
BulkOperationPacked17.java,org.apache.lucene.util.packed,0,0,0,0.00,0
BitSetPerf.java,org.apache.solr.util,0,2,2,0.67,0
SoraniAnalyzer.java,org.apache.lucene.analysis.ckb,0,3,3,0.67,0
TestJavascriptOperations.java,org.apache.lucene.expressions.js,0,0,0,0.00,0
InputStreamDataInput.java,org.apache.lucene.store,0,0,0,0.00,0
ApostropheFilter.java,org.apache.lucene.analysis.tr,0,1,1,1.00,0
TestFieldTypeResource.java,org.apache.solr.rest.schema,0,0,0,0.00,0
CJKBigramFilterFactory.java,org.apache.lucene.analysis.cjk,0,0,0,0.00,0
IndexFiles.java,org.apache.lucene.demo,0,4,4,0.33,0
DistributedFacetPivotLongTailTest.java,org.apache.solr.handler.component,0,3,3,0.50,0
IndexInputInputStream.java,org.apache.lucene.replicator,0,0,0,0.00,0
TestPerfTasksLogic.java,org.apache.lucene.benchmark.byTask,0,6,6,0.33,1
FieldsQuery.java,org.apache.lucene.queryparser.surround.query,0,1,1,1.00,0
DisjunctionScorer.java,org.apache.lucene.search,0,1,1,1.00,1
BreakIteratorBoundaryScanner.java,org.apache.solr.highlight,0,1,1,1.00,0
NegateDoubleFunction.java,org.apache.solr.analytics.util.valuesource,0,1,1,1.00,0
MockShardHandlerFactory.java,org.apache.solr.core,0,1,1,1.00,0
TestFilteredSearch.java,org.apache.lucene.search,0,4,4,0.33,2
TestWorstCaseTestBehavior.java,org.apache.lucene,0,0,0,0.00,0
TestGalicianMinimalStemFilter.java,org.apache.lucene.analysis.gl,0,2,2,0.75,0
MergeStrategy.java,org.apache.solr.handler.component,0,1,1,1.00,0
TestQueryUtils.java,org.apache.solr.search,0,0,0,0.00,0
HitQueue.java,org.apache.lucene.search,0,0,0,0.00,0
SimpleFragListBuilder.java,org.apache.lucene.search.vectorhighlight,0,0,0,0.00,0
TestWordlistLoader.java,org.apache.lucene.analysis.util,0,2,2,0.67,0
TestCharFilters.java,org.apache.solr.analysis,0,0,0,0.00,0
EntityField.java,org.apache.solr.handler.dataimport.config,0,1,1,1.00,0
TestCompile.java,org.egothor.stemmer,0,4,4,0.56,0
TestScandinavianNormalizationFilter.java,org.apache.lucene.analysis.miscellaneous,0,1,1,1.00,0
FieldFacetTest.java,org.apache.solr.analytics.facet,0,1,1,1.00,0
CacheRegenerator.java,org.apache.solr.search,0,0,0,0.00,0
StatsCollectorSupplierFactory.java,org.apache.solr.analytics.statistics,0,1,1,1.00,1
GermanLightStemmer.java,org.apache.lucene.analysis.de,0,0,0,0.00,0
TestAutomaton.java,org.apache.lucene.util.automaton,0,2,2,0.90,0
Aliases.java,org.apache.solr.common.cloud,0,1,1,1.00,0
ContentSource.java,org.apache.lucene.benchmark.byTask.feeds,0,0,0,0.00,0
TestSameRandomnessLocalePassedOrNot.java,org.apache.lucene.util.junitcompat,0,2,2,0.67,1
TestThreadedForceMerge.java,org.apache.lucene.index,0,3,3,0.33,0
BulkOperationPacked21.java,org.apache.lucene.util.packed,0,0,0,0.00,0
TestFactories.java,org.apache.lucene.analysis.core,0,5,5,0.50,0
RemoteQueryErrorTest.java,org.apache.solr.cloud,0,4,4,0.38,0
NoFacetTest.java,org.apache.solr.analytics,0,1,1,1.00,0
MockDirectoryFactory.java,org.apache.solr.core,0,3,3,0.40,0
TestDirectPostingsFormat.java,org.apache.lucene.codecs.memory,0,2,2,0.50,0
TestDoc.java,org.apache.lucene.index,2,5,7,0.38,1
CarrotClusteringEngineTest.java,org.apache.solr.handler.clustering.carrot2,0,2,2,0.50,0
LMSimilarity.java,org.apache.lucene.search.similarities,0,0,0,0.00,1
Filter.java,org.apache.lucene.search,0,1,1,1.00,3
GroupResponse.java,org.apache.solr.client.solrj.response,0,1,1,1.00,0
TestHighFrequencyDictionaryFactory.java,org.apache.solr.spelling.suggest,0,1,1,1.00,0
URLClassifyProcessorFactory.java,org.apache.solr.update.processor,0,0,0,0.00,0
IntroSorter.java,org.apache.lucene.util,0,0,0,0.00,0
ConnectionCosts.java,org.apache.lucene.analysis.ja.dict,0,2,2,0.67,0
ExtensionQuery.java,org.apache.lucene.queryparser.ext,0,0,0,0.00,0
TestNoOpRegenerator.java,org.apache.solr.search,0,0,0,0.00,0
TestFieldResource.java,org.apache.solr.rest.schema,0,0,0,0.00,0
CommonGramsQueryFilter.java,org.apache.lucene.analysis.commongrams,0,0,0,0.00,0
TestDynamicLoading.java,org.apache.solr.core,0,4,4,0.67,0
StatsValues.java,org.apache.solr.handler.component,0,1,1,1.00,0
Accountables.java,org.apache.lucene.util,0,3,3,0.40,0
LeakFS.java,org.apache.lucene.mockfile,0,2,2,0.50,0
ExternalRefSorter.java,org.apache.lucene.search.suggest.fst,0,1,1,1.00,0
TestWriterPerf.java,org.apache.solr.request,0,2,2,0.50,0
IntFieldSource.java,org.apache.lucene.queries.function.valuesource,0,2,2,0.50,0
NumericRangeFilterBuilder.java,org.apache.lucene.queryparser.xml.builders,0,2,2,0.50,1
TestThaiAnalyzer.java,org.apache.lucene.analysis.th,0,2,2,0.75,0
DocsAndPositionsEnum.java,org.apache.lucene.index,0,0,0,0.00,0
UTF32ToUTF8.java,org.apache.lucene.util.automaton,0,2,2,0.80,0
OverseerCollectionProcessor.java,org.apache.solr.cloud,7,5,12,0.31,6
UIMATypeAwareAnnotationsTokenizer.java,org.apache.lucene.analysis.uima,0,3,3,0.50,0
TestCloudSchemaless.java,org.apache.solr.schema,0,5,5,0.50,1
TermsIndexReaderBase.java,org.apache.lucene.codecs.blockterms,0,2,2,0.50,0
BlockCacheLocation.java,org.apache.solr.store.blockcache,0,1,1,1.00,0
SortedSetDocValuesField.java,org.apache.lucene.document,0,1,1,1.00,0
NearRealtimeReaderTask.java,org.apache.lucene.benchmark.byTask.tasks,0,0,0,0.00,0
SolrTestCaseJ4.java,org.apache.solr,4,7,11,0.31,4
SolrExampleEmbeddedTest.java,org.apache.solr.client.solrj.embedded,0,1,1,1.00,0
FuzzyQueryNodeProcessor.java,org.apache.lucene.queryparser.flexible.standard.processors,0,0,0,0.00,0
DFRSimilarity.java,org.apache.lucene.search.similarities,0,0,0,0.00,1
GermanStemFilterFactory.java,org.apache.lucene.analysis.de,0,0,0,0.00,0
DefFunction.java,org.apache.lucene.queries.function.valuesource,0,2,2,0.50,0
AEProvider.java,org.apache.lucene.analysis.uima.ae,0,0,0,0.00,0
AbstractCurrencyFieldTest.java,org.apache.solr.schema,0,0,0,0.00,0
TestLimitTokenCountFilterFactory.java,org.apache.lucene.analysis.miscellaneous,0,1,1,1.00,0
TimeZoneUtilsTest.java,org.apache.solr.util,0,2,2,0.50,0
LeafReader.java,org.apache.lucene.index,0,3,3,0.50,3
Store.java,org.apache.solr.store.blockcache,0,1,1,1.00,0
TestRollingCharBuffer.java,org.apache.lucene.analysis.util,0,1,1,1.00,0
TextableQueryNode.java,org.apache.lucene.queryparser.flexible.core.nodes,0,0,0,0.00,0
SearcherFactory.java,org.apache.lucene.search,0,0,0,0.00,0
TestNumericUtils.java,org.apache.lucene.util,0,2,2,0.50,0
TestRamUsageEstimatorOnWildAnimals.java,org.apache.lucene.util,0,1,1,1.00,0
FileUtils.java,org.apache.solr.util,0,0,0,0.00,0
ExitableDirectoryReaderTest.java,org.apache.solr.core,0,1,1,1.00,0
Signature.java,org.apache.solr.update.processor,0,0,0,0.00,0
TestJapaneseTokenizer.java,org.apache.lucene.analysis.ja,0,3,3,0.60,1
WordBreakSolrSpellChecker.java,org.apache.solr.spelling,0,2,2,0.50,0
ManagedResourceStorage.java,org.apache.solr.rest,0,4,4,0.40,0
TestAnalyzingQueryParser.java,org.apache.lucene.queryparser.analyzing,0,3,3,0.55,0
FieldTypeCollectionResource.java,org.apache.solr.rest.schema,0,2,2,0.67,0
TestIgnore.java,org.apache.lucene.analysis.hunspell,0,1,1,1.00,0
ClusterStateUtil.java,org.apache.solr.common.cloud,0,1,1,1.00,0
ParseException.java,org.apache.lucene.queryparser.flexible.standard.parser,0,1,1,1.00,0
SessionTokenTest.java,org.apache.lucene.replicator,0,2,2,0.50,0
TestLRUCache.java,org.apache.solr.search,0,1,1,1.00,0
ReadingAttributeImpl.java,org.apache.lucene.analysis.ja.tokenattributes,0,0,0,0.00,0
ArabicStemFilterFactory.java,org.apache.lucene.analysis.ar,0,0,0,0.00,0
TestNGramFilters.java,org.apache.lucene.analysis.ngram,0,1,1,1.00,0
CollectionParams.java,org.apache.solr.common.params,0,4,4,0.42,0
SimpleFSLockFactory.java,org.apache.lucene.store,0,3,3,0.43,2
BooleanQuery2ModifierNodeProcessor.java,org.apache.lucene.queryparser.flexible.standard.processors,0,1,1,1.00,0
ChildDocTransformerFactory.java,org.apache.solr.response.transform,0,2,2,0.67,0
BufferedUpdates.java,org.apache.lucene.index,0,3,3,0.33,0
MockGraphTokenFilter.java,org.apache.lucene.analysis,0,2,2,0.50,0
ThaiAnalyzer.java,org.apache.lucene.analysis.th,0,3,3,0.62,0
ChaosMonkeySafeLeaderTest.java,org.apache.solr.cloud,0,4,4,0.69,1
TestVariableResolverEndToEnd.java,org.apache.solr.handler.dataimport,0,0,0,0.00,0
HttpPartitionTest.java,org.apache.solr.cloud,3,3,6,0.67,3
MockFilter.java,org.apache.lucene.search,0,2,2,0.67,1
TermsQParserPlugin.java,org.apache.solr.search,0,2,2,0.67,0
DaciukMihovAutomatonBuilder.java,org.apache.lucene.util.automaton,0,3,3,0.60,0
SorterTestBase.java,org.apache.lucene.index,0,1,1,1.00,1
TestCopyFieldCollectionResource.java,org.apache.solr.rest.schema,0,1,1,1.00,0
CharFilter.java,org.apache.lucene.analysis,0,0,0,0.00,0
TermQueryPrefixTreeStrategy.java,org.apache.lucene.spatial.prefix,0,2,2,0.75,0
ToChildBlockJoinQuery.java,org.apache.lucene.search.join,0,3,3,0.45,3
SimilarityFactory.java,org.apache.solr.schema,0,1,1,1.00,0
SolrDispatchFilter.java,org.apache.solr.servlet,4,5,9,0.33,4
TestMailEntityProcessor.java,org.apache.solr.handler.dataimport,0,3,3,0.33,0
RegexCapabilities.java,org.apache.lucene.sandbox.queries.regex,0,0,0,0.00,0
LRUStatsCache.java,org.apache.solr.search.stats,0,1,1,1.00,0
SolrHighlighter.java,org.apache.solr.highlight,0,2,2,0.67,0
SessionExpiredException.java,org.apache.lucene.replicator,0,0,0,0.00,0
EliasFanoEncoder.java,org.apache.lucene.util.packed,0,2,2,0.50,0
BasePostingsFormatTestCase.java,org.apache.lucene.index,2,4,6,0.40,4
SolrCmdDistributorTest.java,org.apache.solr.update,0,5,5,0.33,0
PingRequestHandler.java,org.apache.solr.handler,0,3,3,0.60,1
MultiTrie2.java,org.egothor.stemmer,0,1,1,1.00,0
SchemaField.java,org.apache.solr.schema,0,3,3,0.33,0
TestAssertingPostingsFormat.java,org.apache.lucene.codecs.asserting,0,1,1,1.00,0
TestCodecHoldsOpenFiles.java,org.apache.lucene.index,0,3,3,0.40,0
DisMaxRequestHandlerTest.java,org.apache.solr,0,0,0,0.00,0
TestCloudManagedSchemaConcurrent.java,org.apache.solr.schema,0,5,5,0.33,0
DrillSideways.java,org.apache.lucene.facet,0,3,3,0.33,0
MiniMRYarnCluster.java,org.apache.solr.hadoop.hack,0,0,0,0.00,0
DemoHTMLParser.java,org.apache.lucene.benchmark.byTask.feeds,0,1,1,1.00,0
SolrEntityProcessor.java,org.apache.solr.handler.dataimport,0,4,4,0.40,1
TestTimSorter.java,org.apache.lucene.util,0,2,2,0.50,1
FieldStreamDataSource.java,org.apache.solr.handler.dataimport,0,0,0,0.00,0
SimpleTerm.java,org.apache.lucene.queryparser.surround.query,0,0,0,0.00,0
TestRecyclingByteBlockAllocator.java,org.apache.lucene.util,0,1,1,1.00,0
LangDetectLanguageIdentifierUpdateProcessorFactory.java,org.apache.solr.update.processor,0,2,2,0.50,0
TestICUFoldingFilterFactory.java,org.apache.lucene.analysis.icu,0,1,1,1.00,0
SpatialPointVectorFieldType.java,org.apache.solr.schema,0,1,1,1.00,0
PUTable.java,org.apache.solr.rest,0,0,0,0.00,0
MemOutputStream.java,org.apache.solr.update,0,1,1,1.00,0
BulkOperationPacked16.java,org.apache.lucene.util.packed,0,0,0,0.00,0
BooleanQueryBuilder.java,org.apache.lucene.queryparser.xml.builders,0,0,0,0.00,0
ZkSolrClientTest.java,org.apache.solr.cloud,0,3,3,0.67,0
DistributedFacetPivotLargeTest.java,org.apache.solr.handler.component,0,4,4,0.33,1
RangeFacetRequest.java,org.apache.solr.analytics.request,0,1,1,1.00,0
RegexRulesPasswordProvider.java,org.apache.solr.handler.extraction,0,2,2,0.50,1
LicenseType.java,org.apache.lucene.validation,0,0,0,0.00,0
RawQParserPlugin.java,org.apache.solr.search,0,1,1,1.00,0
GermanStemFilter.java,org.apache.lucene.analysis.de,0,0,0,0.00,0
FloatDocValues.java,org.apache.lucene.queries.function.docvalues,0,0,0,0.00,0
MultiThreadedOCPTest.java,org.apache.solr.cloud,0,5,5,0.45,0
BaseDirectoryTestCase.java,org.apache.lucene.store,0,5,5,0.74,0
SolrPing.java,org.apache.solr.client.solrj.request,0,2,2,0.50,0
SpatialParams.java,org.apache.solr.common.params,0,0,0,0.00,0
PathParts.java,org.apache.solr.hadoop,0,0,0,0.00,0
ScoreValueSource.java,org.apache.lucene.expressions,0,1,1,1.00,0
CrankySegmentInfoFormat.java,org.apache.lucene.codecs.cranky,0,2,2,0.80,0
IndexSchema.java,org.apache.solr.schema,0,10,10,0.21,3
AssertingCollector.java,org.apache.lucene.search,0,2,2,0.80,0
TestDemo.java,org.apache.lucene,0,2,2,0.50,0
CrankyCodec.java,org.apache.lucene.codecs.cranky,0,2,2,0.67,0
BulkOperationPacked8.java,org.apache.lucene.util.packed,0,0,0,0.00,0
MultiFields.java,org.apache.lucene.index,0,3,3,0.50,2
GeneralField.java,org.apache.lucene.index,0,0,0,0.00,0
MergeReaderWrapper.java,org.apache.lucene.index,0,1,1,1.00,0
SolrExampleXMLTest.java,org.apache.solr.client.solrj,0,3,3,0.60,0
BrazilianStemFilter.java,org.apache.lucene.analysis.br,0,0,0,0.00,0
TestArabicAnalyzer.java,org.apache.lucene.analysis.ar,0,2,2,0.67,0
SolrIndexSplitter.java,org.apache.solr.update,0,5,5,0.44,1
DoubleConstValueSource.java,org.apache.lucene.queries.function.valuesource,0,1,1,1.00,0
TestGraphTokenizers.java,org.apache.lucene.analysis,0,3,3,0.60,0
BinaryResponseParser.java,org.apache.solr.client.solrj.impl,0,0,0,0.00,0
SpanScorer.java,org.apache.lucene.search.spans,0,0,0,0.00,1
Lucene50SkipReader.java,org.apache.lucene.codecs.lucene50,0,2,2,0.50,0
TestForceMergeForever.java,org.apache.lucene.index,0,4,4,0.40,0
SimpleTextUtil.java,org.apache.lucene.codecs.simpletext,0,3,3,0.50,0
RecursivePrefixTreeStrategy.java,org.apache.lucene.spatial.prefix,0,1,1,1.00,0
LongsRef.java,org.apache.lucene.util,0,1,1,1.00,0
SearchFiles.java,org.apache.lucene.demo,0,3,3,0.50,0
CommandHandler.java,org.apache.solr.search.grouping,0,5,5,0.33,0
BufferedChecksumIndexInput.java,org.apache.lucene.store,0,2,2,0.67,0
SimpleTextDocValuesReader.java,org.apache.lucene.codecs.simpletext,0,5,5,0.50,0
BinaryTokenStream.java,org.apache.lucene.index,0,1,1,1.00,0
SpellingResult.java,org.apache.solr.spelling,0,1,1,1.00,0
RangeFacetCounts.java,org.apache.lucene.facet.range,0,1,1,1.00,0
SolrRestletTestBase.java,org.apache.solr.rest,0,4,4,0.40,0
TermVectorsConsumer.java,org.apache.lucene.index,0,2,2,0.67,0
BlendedInfixSuggesterTest.java,org.apache.lucene.search.suggest.analyzing,0,5,5,0.50,1
Context.java,org.apache.solr.handler.dataimport,0,0,0,0.00,0
BaseFragmentsBuilder.java,org.apache.lucene.search.vectorhighlight,0,1,1,1.00,1
TestRecyclingIntBlockAllocator.java,org.apache.lucene.util,0,1,1,1.00,0
XMLResponseParser.java,org.apache.solr.client.solrj.impl,0,2,2,0.50,0
FastDecompressionCompressingCodec.java,org.apache.lucene.codecs.compressing,0,1,1,1.00,0
AnalyzingSuggester.java,org.apache.lucene.search.suggest.analyzing,2,3,5,0.45,0
TestScandinavianNormalizationFilterFactory.java,org.apache.lucene.analysis.miscellaneous,0,1,1,1.00,0
NullFragmenter.java,org.apache.lucene.search.highlight,0,0,0,0.00,0
SolrDocumentList.java,org.apache.solr.common,0,0,0,0.00,0
SolrRecordWriter.java,org.apache.solr.hadoop,0,4,4,0.50,0
TrieIntPrefixActsAsRangeQueryFieldType.java,org.apache.solr.schema,0,1,1,1.00,0
ICUNormalizer2CharFilterFactory.java,org.apache.lucene.analysis.icu,0,1,1,1.00,0
Expression.java,org.apache.solr.analytics.expression,0,1,1,1.00,0
CollectionsAPIDistributedZkTest.java,org.apache.solr.cloud,6,5,11,0.32,5
SimpleParams.java,org.apache.solr.common.params,0,1,1,1.00,0
IDVersionPostingsWriter.java,org.apache.lucene.codecs.idversion,0,3,3,0.43,0
TestBulgarianStemFilterFactory.java,org.apache.lucene.analysis.bg,0,1,1,1.00,0
TestLeaderElectionZkExpiry.java,org.apache.solr.cloud,0,3,3,0.33,0
TransformerFactory.java,org.apache.solr.response.transform,0,2,2,0.50,0
DummyValueSourceParser.java,org.apache.solr.core,0,0,0,0.00,0
CJKBigramFilter.java,org.apache.lucene.analysis.cjk,0,2,2,0.50,0
FunctionAllGroupsCollector.java,org.apache.lucene.search.grouping.function,0,3,3,0.33,1
TestLongBitSet.java,org.apache.lucene.util,0,2,2,0.50,2
TestSortRescorer.java,org.apache.lucene.search,0,2,2,0.67,1
TestMaxFailuresRule.java,org.apache.lucene.util,0,1,1,1.00,1
WrappedQuery.java,org.apache.solr.search,0,0,0,0.00,0
TestSolr4Spatial.java,org.apache.solr.search,0,3,3,0.71,0
LangDetectLanguageIdentifierUpdateProcessorFactoryTest.java,org.apache.solr.update.processor,0,1,1,1.00,0
RandomSpatialOpFuzzyPrefixTreeTest.java,org.apache.lucene.spatial.prefix,0,3,3,0.60,0
TestQuerySenderListener.java,org.apache.solr.core,0,0,0,0.00,0
MappingMultiDocsEnum.java,org.apache.lucene.index,0,1,1,1.00,0
CommonTermsQuery.java,org.apache.lucene.queries,0,3,3,0.60,0
TermsResponse.java,org.apache.solr.client.solrj.response,0,1,1,1.00,0
TestBulkSchemaAPI.java,org.apache.solr.rest.schema,0,3,3,0.60,3
TestPhraseSuggestions.java,org.apache.solr.spelling.suggest,0,0,0,0.00,0
DistanceStrategyTest.java,org.apache.lucene.spatial,0,3,3,0.56,0
TestGermanMinimalStemFilter.java,org.apache.lucene.analysis.de,0,2,2,0.80,0
StandardDirectoryFactory.java,org.apache.solr.core,0,3,3,0.67,0
EWMA.java,org.apache.solr.util.stats,0,0,0,0.00,0
TestCodecUtil.java,org.apache.lucene.index,0,1,1,1.00,0
TestMultiTermHighlighting.java,org.apache.lucene.search.postingshighlight,0,4,4,0.56,1
TermStats.java,org.apache.lucene.codecs,0,0,0,0.00,0
ImplicitDocRouter.java,org.apache.solr.common.cloud,0,1,1,1.00,0
FieldCacheSanityChecker.java,org.apache.lucene.uninverting,0,2,2,0.67,0
MorphlineMapRunner.java,org.apache.solr.hadoop.morphline,0,0,0,0.00,0
MissingOrdRemapper.java,org.apache.lucene.codecs,0,0,0,0.00,0
ContainsPrefixTreeFilter.java,org.apache.lucene.spatial.prefix,0,3,3,0.67,2
NumericPayloadTokenFilterFactory.java,org.apache.lucene.analysis.payloads,0,0,0,0.00,0
DocTermsIndexDocValues.java,org.apache.lucene.queries.function.docvalues,0,3,3,0.60,0
SuggestMode.java,org.apache.lucene.search.spell,0,0,0,0.00,0
FileBasedSpellCheckerTest.java,org.apache.solr.spelling,0,3,3,0.50,0
RestTestBase.java,org.apache.solr.util,0,4,4,0.50,0
FieldQParserPlugin.java,org.apache.solr.search,0,1,1,1.00,0
DefaultPhraseSlopQueryNodeProcessor.java,org.apache.lucene.queryparser.flexible.standard.processors,0,0,0,0.00,0
TestHighFreqTerms.java,org.apache.lucene.misc,0,3,3,0.33,0
BaseTokenStreamFactoryTestCase.java,org.apache.lucene.analysis.util,0,2,2,0.50,0
CollectionsHandler.java,org.apache.solr.handler.admin,3,6,9,0.33,2
TestTermRangeFilter.java,org.apache.lucene.search,0,0,0,0.00,0
MockTokenFilterFactory.java,org.apache.solr.analysis,0,1,1,1.00,0
AbstractRangeQueryNode.java,org.apache.lucene.queryparser.flexible.standard.nodes,0,1,1,1.00,0
StempelFilter.java,org.apache.lucene.analysis.stempel,0,0,0,0.00,0
LogByteSizeMergePolicy.java,org.apache.lucene.index,0,1,1,1.00,1
TransactionLog.java,org.apache.solr.update,0,2,2,0.50,1
DistributedQueue.java,org.apache.solr.cloud,0,5,5,0.42,0
HungarianAnalyzer.java,org.apache.lucene.analysis.hu,0,3,3,0.60,0
QueryNodeImpl.java,org.apache.lucene.queryparser.flexible.core.nodes,0,2,2,0.50,0
StandardSyntaxParserConstants.java,org.apache.lucene.queryparser.flexible.standard.parser,0,0,0,0.00,0
TestDateFormatTransformer.java,org.apache.solr.handler.dataimport,0,2,2,0.50,0
RegexQuery.java,org.apache.lucene.sandbox.queries.regex,0,0,0,0.00,0
AbstractAnalysisFactory.java,org.apache.lucene.analysis.util,0,4,4,0.50,0
