ID|BRANCH|PROJECT|queue_r1|queue_r2|queue_r3|queue_r4|queue_r5|queue_r6|queue_r7|queue_r8
I045bc97b047dc18983757db052ad6e5bdad11329|stable/kilo|openstack/keystone|9|19|\N|\N|\N|\N|\N|\N
I0463c80f2183f31190da609048f109a1db551be4|master|openstack/nova|9|42|\N|\N|\N|\N|\N|\N
I04723fa9dd37409cb211c35e701f352419b2d6fa|master|openstack/neutron|16|4|4|\N|\N|\N|\N|\N
I0473ac402bc7b4a644c9b700df0fa2b88d82d705|master|openstack/cinder|9|8|\N|\N|\N|\N|\N|\N
I0474aa8b14c897f66095ec11ca0329309bd37b5d|master|openstack/nova|22|32|\N|\N|\N|\N|\N|\N
I0479f0054f9c22f8021531c54b138179f9688de5|master|openstack/neutron|12|32|\N|\N|\N|\N|\N|\N
I047aa9dd8e819c026631a7b27900710b55a334e7|master|openstack/keystone|4|36|\N|\N|\N|\N|\N|\N
I0484ac60923376e59ceb8aa288bf582f1e713b82|master|openstack/neutron|23|28|\N|\N|\N|\N|\N|\N
I048ca597b3338d6cc49b0563a4e60fba246dcee7|master|openstack/nova|28|\N|\N|\N|\N|\N|\N|\N
I048e6e3926e1c74cf9ecb63cfb53a0b1afb3c579|master|openstack/neutron|11|12|\N|\N|\N|\N|\N|\N
I0490643c5a1352ff13fd71d43be52260230f7df8|master|openstack/nova|29|88|\N|\N|\N|\N|\N|\N
I04ad0739387d602719591680854e6655cc87f9ab|stable/liberty|openstack/cinder|5|7|44|\N|\N|\N|\N|\N
I04ad0739387d602719591680854e6655cc87f9ab|master|openstack/cinder|7|12|\N|\N|\N|\N|\N|\N
I04b688a6ac079a161bd888c53b8b98b574171ea9|master|openstack/neutron|5|12|\N|\N|\N|\N|\N|\N
I04be5aaa63b6950d2ca57d82eeb120f99f8b0ffe|master|openstack/nova|30|16|\N|\N|\N|\N|\N|\N
I04c46dc49849fb1e0abf955dcc6d7ec1ce5e57a5|master|openstack/cinder|19|17|\N|\N|\N|\N|\N|\N
I04c59993125834fc50abd0c5b6dc3fd0269b7243|master|openstack/nova|47|28|\N|\N|\N|\N|\N|\N
I04c95acce9d355e96901e0c9f6675e0e0b959afe|master|openstack/keystone|47|4|\N|\N|\N|\N|\N|\N
I04cf9d6dbdaebb8944a38ffa34d1e2e1b27e2552|stable/kilo|openstack/cinder|19|20|\N|\N|\N|\N|\N|\N
I04cf9d6dbdaebb8944a38ffa34d1e2e1b27e2552|master|openstack/cinder|20|22|\N|\N|\N|\N|\N|\N
I04d08d5b82ce9911f3af555b5776fc9823e0e5b6|master|openstack/neutron|1|4|\N|\N|\N|\N|\N|\N
I04d1db17762fe72add2ab34193946daeca2f88e6|master|openstack/cinder|14|52|\N|\N|\N|\N|\N|\N
I04d5818f38b5e75b6f6197ef5e13dcd64ed91bf4|master|openstack/keystone|12|\N|\N|\N|\N|\N|\N|\N
I04dcf7ba329a9b94a39580b1115a9dec41231b85|master|openstack/cinder|11|43|\N|\N|\N|\N|\N|\N
I04dff9e7935e63988cdc70df05c1eaad0d679808|master|openstack/nova|61|29|\N|\N|\N|\N|\N|\N
I04f6a6def9867a573258b0d37693b1824e415838|master|openstack/cinder|18|11|\N|\N|\N|\N|\N|\N
I04faa9d7c448b91e66192770b09db84df78a8ae1|master|openstack/cinder|23|17|\N|\N|\N|\N|\N|\N
I0504f5e31e9625fae92d71edf6d83d71d5ef4d36|master|openstack/keystone|3|11|\N|\N|\N|\N|\N|\N
I050a8915349da39530433edaba49c1e781e6d692|master|openstack/nova|20|62|\N|\N|\N|\N|\N|\N
I050b9b66aa0b27f148e67123eedf29fe332e6f65|master|openstack/neutron|11|11|\N|\N|\N|\N|\N|\N
I05127340029a5bb6c8444f51341be8008aab8dc8|master|openstack/cinder|12|30|\N|\N|\N|\N|\N|\N
I051da3b3a8f570c9dbd0893dfc93c8500a1c9cc8|master|openstack/cinder|4|60|\N|\N|\N|\N|\N|\N
I051e17ad7a2b1c9517b85399233332bc2cf86952|master|openstack/nova|35|2|\N|\N|\N|\N|\N|\N
I0522dc054a46d62f912df1694d54c0083c5f4f7e|master|openstack/cinder|15|26|\N|\N|\N|\N|\N|\N
I052978f8b7d40540716c980fa405e158d1ee0b45|master|openstack/nova|54|30|\N|\N|\N|\N|\N|\N
I053cec441623e7556d6cdfbc1d271c5cdf21aa8b|master|openstack/swift|2|1|\N|\N|\N|\N|\N|\N
I0544f1d47ae53d572adda872847a56fa0b202d2e|master|openstack/neutron|45|19|\N|\N|\N|\N|\N|\N
I05469578a748a33fdf3c0aa5a5fee1bbe69b94cd|master|openstack/nova|68|4|\N|\N|\N|\N|\N|\N
I054b94a43d900e42872a9cb28d33a3ed45e14779|master|openstack/neutron|22|8|\N|\N|\N|\N|\N|\N
I054b94a43d900e42872a9cb28d33a3ed45e14779|stable/mitaka|openstack/neutron|2|0|\N|\N|\N|\N|\N|\N
I0550c4c86774f8761287c596350f7461fec05fe4|stable/liberty|openstack/neutron|15|21|\N|\N|\N|\N|\N|\N
I0550c4c86774f8761287c596350f7461fec05fe4|master|openstack/neutron|11|19|\N|\N|\N|\N|\N|\N
I0550e0fedfb28b16e9803d225df4d2337e6c65e6|master|openstack/keystone|7|7|\N|\N|\N|\N|\N|\N
I0552c4a50ae09a6606e88395f7545179d02733dd|stable/liberty|openstack/neutron|54|17|\N|\N|\N|\N|\N|\N
I0552c4a50ae09a6606e88395f7545179d02733dd|master|openstack/neutron|9|30|\N|\N|\N|\N|\N|\N
I05578f497fc863ad453bba277072b8e4893006bf|master|openstack/nova|42|19|\N|\N|\N|\N|\N|\N
I055858e66db09fe7c5b1688c9fa05077948f342d|master|openstack/cinder|7|8|\N|\N|\N|\N|\N|\N
I0561a6c4ea420ba06029a88db442bf7165f755df|master|openstack/neutron|5|23|\N|\N|\N|\N|\N|\N
I056769c7c5b32276894f7aade8c0a27af81c42ae|master|openstack/nova|67|37|\N|\N|\N|\N|\N|\N
I056b64ad09bb4eb921638e2a664eda2c97daa42d|master|openstack/cinder|22|9|28|\N|\N|\N|\N|\N
I0583db54335395f0853a6cd15ba822fc64315faf|master|openstack/nova|48|20|\N|\N|\N|\N|\N|\N
I0585a9c7a2ac1679213a6224955aa9762386e2ff|master|openstack/cinder|15|\N|\N|\N|\N|\N|\N|\N
I0587d89b0e841e5fd19b91157602efb5aa97513e|feature/qos|openstack/neutron|12|14|\N|\N|\N|\N|\N|\N
I0599a8721b14ba4f2a255188b71be6d62ae8cc1a|master|openstack/cinder|17|45|\N|\N|\N|\N|\N|\N
I05ab123717b49bcb47ca676e55040818c1451d71|master|openstack/keystone|6|16|\N|\N|\N|\N|\N|\N
I05b13d4f4ec7e6be8e72b73bac164333535aebee|master|openstack/keystone|13|6|\N|\N|\N|\N|\N|\N
I05b1e8389b15475c3fe512a2f82ec86f81422a05|master|openstack/keystone|3|9|\N|\N|\N|\N|\N|\N
I05b1e8389b15475c3fe512a2f82ec86f81422a05|stable/kilo|openstack/keystone|9|9|\N|\N|\N|\N|\N|\N
I05b231cc232d5b4117bccee40eebc7093114c61c|master|openstack/swift|5|3|5|\N|\N|\N|\N|\N
I05b6468261fe352c80f6f8e115b8e69eea551089|master|openstack/cinder|9|32|\N|\N|\N|\N|\N|\N
I05b6468261fe352c80f6f8e115b8e69eea551089|stable/liberty|openstack/cinder|34|4|\N|\N|\N|\N|\N|\N
I05b9f6a426262817f7774fd2dfedbb182a3560a0|master|openstack/cinder|7|\N|\N|\N|\N|\N|\N|\N
I05bd30b64152368b53c030a32754d0ed4a35bf88|master|openstack/nova|40|43|\N|\N|\N|\N|\N|\N
I05bf5105a6f3acf6a313ce6799648a095cf8ec96|stable/liberty|openstack/neutron|27|21|\N|\N|\N|\N|\N|\N
I05bf5105a6f3acf6a313ce6799648a095cf8ec96|stable/mitaka|openstack/neutron|26|20|\N|\N|\N|\N|\N|\N
I05bf5105a6f3acf6a313ce6799648a095cf8ec96|master|openstack/neutron|28|21|\N|\N|\N|\N|\N|\N
I05c055d98ea2973d7ffe2e9ec8cdd06b554f9654|master|openstack/nova|35|15|\N|\N|\N|\N|\N|\N
I05c2716da45119e6e6aa272b0701be9ae098842c|master|openstack/nova|6|60|\N|\N|\N|\N|\N|\N
I05caf5c59ac42c7f1d30b190e7c76b240cf775c4|master|openstack/nova|9|8|\N|\N|\N|\N|\N|\N
I05cd931097c9ab3f2b6cb6f6c3b8ceb111579d0a|master|openstack/cinder|24|24|\N|\N|\N|\N|\N|\N
I05d33e3e8700c592e408d534e2fb7c8db88efa3a|master|openstack/nova|14|14|\N|\N|\N|\N|\N|\N
I05d877fe92593edaaa8b93b87b4b787827cae8f0|master|openstack/nova|24|53|\N|\N|\N|\N|\N|\N
I05da223036998c7705e7cdcceab221de490a4d05|master|openstack/nova|46|27|\N|\N|\N|\N|\N|\N
I05dbc71e969bcb8f64e6aa3b979cc0ffc75c1205|master|openstack/nova|7|14|\N|\N|\N|\N|\N|\N
I05dc3c4a5a886ce323430055f34d6c578c0f4443|master|openstack/cinder|40|16|\N|\N|\N|\N|\N|\N
I05de0cd58ee1734df0967bb58082a7e017741c0b|master|openstack/nova|5|15|\N|\N|\N|\N|\N|\N
I05de301bc3dfd84ed15ce3cbb8a7c50f2d1385ed|master|openstack/nova|10|2|\N|\N|\N|\N|\N|\N
I05e1902c75e4ce5de7f88f5d6281934a3a9a84ac|feature/qos|openstack/neutron|19|8|\N|\N|\N|\N|\N|\N
I05e26fe8c61522a276d93ba6bbcece906d97de89|master|openstack/nova|58|16|\N|\N|\N|\N|\N|\N
I05e5f3dad96897d3c37e24a2b821e8d1e75766f4|master|openstack/cinder|7|19|\N|\N|\N|\N|\N|\N
I05ea8b0f3b093b7dbfbe037c21e224acc3c605ad|master|openstack/nova|18|19|\N|\N|\N|\N|\N|\N
I05f1fa21540dad36bb4b04c8eebe8cc0b8585c1f|master|openstack/nova|18|33|\N|\N|\N|\N|\N|\N
I05f246401526170acb61370ee51355226366a4c9|master|openstack/nova|12|43|\N|\N|\N|\N|\N|\N
I05f8a750a745498c879d8c734e661d778528258c|master|openstack/cinder|49|26|\N|\N|\N|\N|\N|\N
I05faeddd061ab45af51c044a10462c3a57593d4d|master|openstack/neutron|25|39|\N|\N|\N|\N|\N|\N
I06047913b66cb8d0eaa0a5d08d0cfb13aadd260a|master|openstack/nova|38|23|\N|\N|\N|\N|\N|\N
I0614163574dac384167ce2bce8887f674f3a97b5|master|openstack/cinder|13|25|\N|\N|\N|\N|\N|\N
I0617151a30c2b1825938a0bd1978aae4cdbef1df|master|openstack/nova|25|17|\N|\N|\N|\N|\N|\N
I062322a6d079e51c5a755c900a53d564ee362c6a|master|openstack/nova|71|\N|\N|\N|\N|\N|\N|\N
I0623e8e97132b9c2e60d03fca8fa98de798b5494|master|openstack/keystone|4|15|\N|\N|\N|\N|\N|\N
I0627d09fbb18c1a5b044f2929fedb7c1ab952033|master|openstack/nova|12|8|49|25|\N|\N|\N|\N
I062efd1b7ab16f3f999464d3190c204026bba5ec|master|openstack/cinder|21|11|\N|\N|\N|\N|\N|\N
I0633c16db21e254ec43bad472748cbc0b7796a24|master|openstack/cinder|24|25|\N|\N|\N|\N|\N|\N
I063a203c9746689ca8a42a97725b059f782e3812|stable/juno|openstack/cinder|5|9|\N|\N|\N|\N|\N|\N
I063cb1d621f4e2bf4d350450a56044d0b6cee7c1|master|openstack/keystone|20|\N|\N|\N|\N|\N|\N|\N
I06490866f24617cf99764ede73a1938c2d7b7b5c|master|openstack/nova|69|91|\N|\N|\N|\N|\N|\N
I065d3f56e22f344abdadd92b3b384b002b02d989|master|openstack/keystone|11|8|\N|\N|\N|\N|\N|\N
I065e1efdce7a82d25d6d68908b0b1c43e6be7000|master|openstack/nova|24|54|\N|\N|\N|\N|\N|\N
I066256b0a17500f0db41035f191c69d7a49f527c|master|openstack/neutron|12|23|\N|\N|\N|\N|\N|\N
I066494945d99a9a4d6f97568486a74c68d8d2cd7|master|openstack/keystone|3|14|\N|\N|\N|\N|\N|\N
I066891d83f005c7214a2496812ca506003d32c5f|stable/liberty|openstack/neutron|15|22|\N|\N|\N|\N|\N|\N
I066c635c8dfa3c3a1e9a944decae2f41e2c689c9|master|openstack/swift|2|7|\N|\N|\N|\N|\N|\N
I06707ebc8d437137952a7a7188f07e69a323f491|master|openstack/nova|49|\N|\N|\N|\N|\N|\N|\N
I06749f5f6e2ce9bf28c378a022f862fe2db3fcb5|master|openstack/nova|27|43|23|10|\N|\N|\N|\N
I067f171130fe383e00585dc574812504efebdd57|master|openstack/nova|40|17|\N|\N|\N|\N|\N|\N
I067f720806fe67a9a998f8b10ef7beb457f561b1|master|openstack/neutron|5|2|\N|\N|\N|\N|\N|\N
I0680fd236e607a9ea0909f596d31033c3600c494|master|openstack/nova|72|37|\N|\N|\N|\N|\N|\N
I06821c9b5d16d98e888aae329b9c9458d02e86f0|master|openstack/keystone|8|5|\N|\N|\N|\N|\N|\N
I068acf687c116e3c75a352616b9555486a165423|master|openstack/nova|14|43|\N|\N|\N|\N|\N|\N
I069500a2f1de9a734124544a3f2d793e9fa2d27c|master|openstack/neutron|12|28|\N|\N|\N|\N|\N|\N
I069500a2f1de9a734124544a3f2d793e9fa2d27c|stable/kilo|openstack/neutron|4|5|\N|\N|\N|\N|\N|\N
I0698772a49f51d7c65f1f4cf1ea7660cd07113a0|master|openstack/neutron|6|23|\N|\N|\N|\N|\N|\N
I0698a7d90e61df9e0cb46cee23519ac334b36def|master|openstack/cinder|64|10|\N|\N|\N|\N|\N|\N
I069e992b3b7814370d409236b6a3c81a25829cc1|master|openstack/neutron|11|6|\N|\N|\N|\N|\N|\N
I06a0b5c4f474b370072f2b6a13146f17a51eb847|feature/qos|openstack/neutron|18|7|\N|\N|\N|\N|\N|\N
I06a66d10add9132d0f3afca054d68094ddfb4da0|master|openstack/cinder|33|24|\N|\N|\N|\N|\N|\N
I06a7ca411da31bccabddec9c0adca6b8e6eab7cc|stable/liberty|openstack/neutron|35|36|\N|\N|\N|\N|\N|\N
I06a7ca411da31bccabddec9c0adca6b8e6eab7cc|master|openstack/neutron|3|8|\N|\N|\N|\N|\N|\N
I06aa6d085232376811f73597b2d84b5174bc7a8d|stable/mitaka|openstack/keystone|10|9|\N|\N|\N|\N|\N|\N
I06aa6d085232376811f73597b2d84b5174bc7a8d|master|openstack/keystone|10|4|\N|\N|\N|\N|\N|\N
I06aa6d085232376811f73597b2d84b5174bc7a8d|stable/liberty|openstack/keystone|17|23|\N|\N|\N|\N|\N|\N
I06aba3fe1199e500565d1251b180ce6ca1d4aec1|master|openstack/nova|36|18|\N|\N|\N|\N|\N|\N
I06adbc168501cd6214bc23194ee36c2873cb3cba|master|openstack/cinder|55|10|\N|\N|\N|\N|\N|\N
I06b0087b755b0d19fb51ef0463d36dd2cac5f044|master|openstack/nova|44|13|\N|\N|\N|\N|\N|\N
I06b21a3f760abf540246971c00d923eda8fe57e3|master|openstack/cinder|21|27|\N|\N|\N|\N|\N|\N
I06bc2fa6a29934e28ab83d92bc9bf9b3665ba34c|master|openstack/keystone|4|10|\N|\N|\N|\N|\N|\N
I06bda7264342404b9177e103e2829784ff595b11|master|openstack/nova|37|44|\N|\N|\N|\N|\N|\N
I06c04861ce49bdd658d699cb85bfeb45819fcccc|master|openstack/nova|18|68|\N|\N|\N|\N|\N|\N
I06c0d6715df10e3888d753eacd4738078307bbdd|master|openstack/nova|45|\N|\N|\N|\N|\N|\N|\N
I06c90564e32a89761b752782d3fb74da9cc4d343|master|openstack/nova|20|3|\N|\N|\N|\N|\N|\N
I06c9deaab58c5ec13bfeec39fb8fd4b1fe21f42d|master|openstack/neutron|9|\N|\N|\N|\N|\N|\N|\N
I06cdeef38aeb3f3e65dfc0ced8a75960b5d57f49|master|openstack/nova|36|44|\N|\N|\N|\N|\N|\N
I06d1d39cb4b42d6652becaa49935987297004b97|stable/liberty|openstack/cinder|40|13|43|\N|\N|\N|\N|\N
I06d1d84d7497f27b1583ab8a81321797137d6a4a|master|openstack/cinder|24|\N|\N|\N|\N|\N|\N|\N
I06d46bee9ca333c6a308d1af961bd9eadab9db97|master|openstack/neutron|10|0|23|\N|\N|\N|\N|\N
I06d676e42d4459bbe7512bc549544086513180e4|master|openstack/neutron|20|53|\N|\N|\N|\N|\N|\N
I06d78b8919edbd6a8a215015889619d6e7697150|master|openstack/nova|2|2|\N|\N|\N|\N|\N|\N
I06d798a125b700d9b4670448804d6be27f978d75|master|openstack/nova|17|13|\N|\N|\N|\N|\N|\N
I06d86c024646337719b58cc8a38a820e1a3af51f|master|openstack/cinder|1|\N|\N|\N|\N|\N|\N|\N
I06dfb88bc468590521e902a3596b7a6b99b610f8|master|openstack/keystone|12|6|\N|\N|\N|\N|\N|\N
I06e55cccbeea860d5eb3ff17a3ba87e0f2a95476|master|openstack/keystone|3|10|\N|\N|\N|\N|\N|\N
I06e6bdbd0c2f3a25bb90b5fa291009b9ec2d471d|master|openstack/neutron|13|11|\N|\N|\N|\N|\N|\N
I06f21e7578b65a59c0fe4d3afe0e882ed73c4725|master|openstack/cinder|19|15|\N|\N|\N|\N|\N|\N
I06f254fd9c8d8b6aac4ed135c6c407f3a993431f|master|openstack/nova|64|7|\N|\N|\N|\N|\N|\N
I06fa32dd11a5a52a80ae5a7952f8b32511c3f39d|master|openstack/neutron|11|4|\N|\N|\N|\N|\N|\N
I06fe42cc061b1daaca05ce591fd4bace823c21dd|master|openstack/keystone|1|9|\N|\N|\N|\N|\N|\N
I06ff5ae61c8a8128ec6a2106c609611ed4e6bd84|master|openstack/keystone|14|\N|\N|\N|\N|\N|\N|\N
I070e2d4dceed714e9ac99d26f5fdcef7886c5a1f|master|openstack/nova|20|11|\N|\N|\N|\N|\N|\N
I07119341076573a4226b5ad998bdff09c021ae30|master|openstack/neutron|8|4|\N|\N|\N|\N|\N|\N
I0720058e8d2235772b5bb82224b68b1b52e6060d|master|openstack/cinder|34|12|\N|\N|\N|\N|\N|\N
I0723cd50bbb464c38c9efcf1888e39d14950997b|master|openstack/keystone|5|15|\N|\N|\N|\N|\N|\N
I0725880fa43ade68c6286d4ef1b45e7aa7553c0a|master|openstack/nova|46|10|\N|\N|\N|\N|\N|\N
I0727126770e6c79c898560a34e91a10686696d82|master|openstack/nova|34|39|\N|\N|\N|\N|\N|\N
I072c63eaf94e457190b382df7e166706b065f525|master|openstack/nova|13|5|\N|\N|\N|\N|\N|\N
I072cd548bf56c3f08764571e8c20888427ad801f|master|openstack/neutron|6|61|\N|\N|\N|\N|\N|\N
I07317754afac7165baac4e696f07daeba2e72adc|master|openstack/swift|2|8|\N|\N|\N|\N|\N|\N
I073305c2fb9bc448c5ed33d0edfab9399bbd319b|master|openstack/nova|32|25|\N|\N|\N|\N|\N|\N
I073557a6e0a17a3e00fd32d48d389a3bcf42e341|master|openstack/cinder|8|9|\N|\N|\N|\N|\N|\N
I07370636d8b30098dcb2a70ef1985c2f5aee81be|master|openstack/cinder|7|15|\N|\N|\N|\N|\N|\N
I0745038cc3832a77d064e515c37cacbdcb97c4d9|master|openstack/swift|13|13|\N|\N|\N|\N|\N|\N
I0745ddd1944aa7f0ebef77234fd8e5ba54190999|master|openstack/nova|23|12|\N|\N|\N|\N|\N|\N
I074da55b207ab1951d3b8b5e0bd578509992462f|master|openstack/nova|73|16|\N|\N|\N|\N|\N|\N
I074f65c23212df9b66c7dfc65d9ad71ea0de9ed8|master|openstack/keystone|0|0|\N|\N|\N|\N|\N|\N
I07539920eed15290b6036906e34805a0f175a07a|master|openstack/keystone|6|10|\N|\N|\N|\N|\N|\N
I075a892f901c18ab5c178c9c4a2f367b76ae78e2|master|openstack/swift|3|6|\N|\N|\N|\N|\N|\N
I075b8d37d4d312ae6d812b41bb3732f20987a72d|master|openstack/cinder|14|8|\N|\N|\N|\N|\N|\N
I075c03dd168eef25fdde0b8e2284815ddd638ca0|master|openstack/nova|122|77|\N|\N|\N|\N|\N|\N
I07656b005bf7d4eb776430e0efc1da9bbe0e17dd|master|openstack/nova|9|37|\N|\N|\N|\N|\N|\N
I0765b4a6b33fed77b210f72dcd281eb6aad8f564|master|openstack/nova|30|15|\N|\N|\N|\N|\N|\N
I076c377199ce3d17541a772544dfb4d9bc4df2e9|master|openstack/nova|23|63|\N|\N|\N|\N|\N|\N
I076d7139b388e30be8826d0a4550256b5617d992|master|openstack/keystone|6|2|\N|\N|\N|\N|\N|\N
I0773458cdeeca2f1eeac19d579cb8228769e1e18|master|openstack/nova|25|40|\N|\N|\N|\N|\N|\N
I07751513c132687dbd21431a38655e7c44115dfa|master|openstack/keystone|21|3|0|\N|\N|\N|\N|\N
I078c9cb90707a3c320708e76ea42cbfa73e1ea4b|master|openstack/swift|12|8|\N|\N|\N|\N|\N|\N
I078e74583621316bcfe138096507e7d22af0d712|master|openstack/cinder|55|8|\N|\N|\N|\N|\N|\N
I0794e1c30a1ef8f0a4bdf82c6cb850ae4415d164|master|openstack/cinder|24|32|\N|\N|\N|\N|\N|\N
I07957f01307e25f1547197c720eea6e3e7f0ef5a|master|openstack/neutron|1|24|\N|\N|\N|\N|\N|\N
I07957fe43e68a55ece10343a6cee83a9ab7148a8|master|openstack/nova|4|26|\N|\N|\N|\N|\N|\N
I0796a4b9bfabb1b2132a8253963528a40b1fb680|stable/mitaka|openstack/nova|1|\N|\N|\N|\N|\N|\N|\N
I0796a4b9bfabb1b2132a8253963528a40b1fb680|master|openstack/nova|7|28|\N|\N|\N|\N|\N|\N
I079fa77501b8987a4724d03a792b084a6d853e21|stable/icehouse|openstack/keystone|9|\N|\N|\N|\N|\N|\N|\N
I07a0601b9d902e54f84540f05cdadd5587522643|master|openstack/cinder|12|12|\N|\N|\N|\N|\N|\N
I07a5292645f24c381217d43b71510b3352964b8b|master|openstack/cinder|17|13|\N|\N|\N|\N|\N|\N
I07aa89c33df4935716dbb35d3cfcdbc0e9964e0e|master|openstack/cinder|31|10|\N|\N|\N|\N|\N|\N
I07b32752e1e2e84641dd6504a93cfef95ae368c5|master|openstack/neutron|15|7|\N|\N|\N|\N|\N|\N
I07b7441378fb630f01204d6b656b218f6b94dd5a|stable/juno|openstack/keystone|13|7|\N|\N|\N|\N|\N|\N
I07b7441378fb630f01204d6b656b218f6b94dd5a|master|openstack/keystone|5|6|\N|\N|\N|\N|\N|\N
I07b8682fdfe8389a35893cc662b87c94a00bd4a5|master|openstack/neutron|8|26|\N|\N|\N|\N|\N|\N
I07b8682fdfe8389a35893cc662b87c94a00bd4a5|stable/mitaka|openstack/neutron|70|47|\N|\N|\N|\N|\N|\N
I07b905df6b107ca45fd6d0e589f89bd5ac5f1830|master|openstack/nova|5|50|\N|\N|\N|\N|\N|\N
I07bfaac36b4a8021788617958196b676d5b2b173|master|openstack/nova|35|23|\N|\N|\N|\N|\N|\N
I07d3cbac4d893cd12877ab535ca59b69b1156ff2|master|openstack/nova|11|28|\N|\N|\N|\N|\N|\N
I07d45fa9324a34ef45ed2aa8051338ee6a0f8a5b|stable/juno|openstack/cinder|12|\N|\N|\N|\N|\N|\N|\N
I07d45fa9324a34ef45ed2aa8051338ee6a0f8a5b|master|openstack/cinder|46|20|\N|\N|\N|\N|\N|\N
I07df721e5505abe17e45427c05b985b7e923a010|master|openstack/cinder|15|42|\N|\N|\N|\N|\N|\N
I07e0d13dc73945b4810dd202199b2fab813c5a91|master|openstack/nova|21|32|\N|\N|\N|\N|\N|\N
I07ec2aeb0c305dd1a088ca590f3c91a8ced10787|master|openstack/nova|5|44|\N|\N|\N|\N|\N|\N
I07f16e1efafe4e230af7016eff2e45e5c1f2f329|master|openstack/cinder|8|12|1|\N|\N|\N|\N|\N
I07fdacd7b58cf6c3c0f8b1fde525e04735fef769|master|openstack/nova|49|27|\N|\N|\N|\N|\N|\N
I07fe3a9aa1390a5b00b36e38d11525363cf2efc5|master|openstack/nova|18|27|\N|\N|\N|\N|\N|\N
I08010cdfa8e7d5f7c7aeb8d3a5b47079022e676b|master|openstack/nova|1|2|\N|\N|\N|\N|\N|\N
I0806ec5e9fe106ba307ecc726700d57f44d25f9c|master|openstack/keystone|16|16|8|\N|\N|\N|\N|\N
I080acaaa1d4753619fbbb76dddba6d946d84e73f|master|openstack/neutron|27|26|\N|\N|\N|\N|\N|\N
I080cba842adfd0be5d14a51a5ada1ae2ea62863b|master|openstack/keystone|14|4|\N|\N|\N|\N|\N|\N
I080fa53d13f7301f6f7f2977a8e3cb287a46c02c|master|openstack/nova|31|100|6|\N|\N|\N|\N|\N
I08107e099201b6e6fdd3350b8d8836607a952c80|stable/kilo|openstack/neutron|27|\N|\N|\N|\N|\N|\N|\N
I08175b031a65ea6ae5cec3c73d5312175f29c890|master|openstack/cinder|39|17|\N|\N|\N|\N|\N|\N
I08201552109204b77d550c5dec5d8d48bc5eea78|master|openstack/keystone|16|8|\N|\N|\N|\N|\N|\N
I0822b14d7b1ddae5fe0cc567c7cbaf544cb081ee|master|openstack/swift|3|7|\N|\N|\N|\N|\N|\N
I08258580252d68db222cbb9db7812ff1dfb37a56|stable/liberty|openstack/neutron|9|\N|\N|\N|\N|\N|\N|\N
I08258580252d68db222cbb9db7812ff1dfb37a56|master|openstack/neutron|0|5|\N|\N|\N|\N|\N|\N
I084444b11dceda7cf8f88c157aa67d36490fce49|master|openstack/nova|5|23|\N|\N|\N|\N|\N|\N
I0846b2005c00afc1e15bb976ba626293d79a27e7|master|openstack/neutron|13|4|\N|\N|\N|\N|\N|\N
I0850255a59997dbe44d9a7202ab5f947a3d91a3b|master|openstack/cinder|11|11|\N|\N|\N|\N|\N|\N
I0854c8ebc3b690c9195beeca92fe37f1121b410a|feature/qos|openstack/neutron|7|4|\N|\N|\N|\N|\N|\N
I0854d24d0b6d49b680427f9f49501eb91e3f2068|master|openstack/nova|125|\N|\N|\N|\N|\N|\N|\N
I0857d3793fb7fca7c5fde3b87dc187088cf965ac|master|openstack/nova|54|24|\N|\N|\N|\N|\N|\N
I0858d5a2497c631b6757cd1474a0f8db906e02a2|master|openstack/neutron|30|\N|\N|\N|\N|\N|\N|\N
I0861745717cf9045e10a030dc25fab419f7b1f58|master|openstack/cinder|19|0|\N|\N|\N|\N|\N|\N
I086531858c1636976a323c7954fd64e7c3ca2e8e|master|openstack/neutron|6|\N|\N|\N|\N|\N|\N|\N
I08656b49734210c7c32c65f2127746e4c7aae2e5|master|openstack/keystone|11|11|7|\N|\N|\N|\N|\N
I08687f1d7aca8151119d314a83ff0d7e0d25f622|master|openstack/nova|18|37|\N|\N|\N|\N|\N|\N
I086b3880486f1607fce66b763afec031d5b96163|master|openstack/nova|83|\N|\N|\N|\N|\N|\N|\N
I086bd52837636180e9fb98fdd0e0695c4a8db861|master|openstack/nova|72|100|\N|\N|\N|\N|\N|\N
I088007bb56d26357ed7b578ae5a57208a3449782|master|openstack/cinder|15|25|\N|\N|\N|\N|\N|\N
I088b90170463e686cbac49d1d934ae7969f47e6e|master|openstack/nova|9|22|\N|\N|\N|\N|\N|\N
I08917bd5e87c2b882a4f0ad0bc67e56ba1371213|master|openstack/nova|31|\N|\N|\N|\N|\N|\N|\N
I0891e6fa0a7f0c65758ac220e6762d084ce0fdf0|master|openstack/neutron|43|25|\N|\N|\N|\N|\N|\N
I0896730126d6dca13fe9284b4d812cfb081b6218|stable/kilo|openstack/neutron|12|1|\N|\N|\N|\N|\N|\N
I0896730126d6dca13fe9284b4d812cfb081b6218|stable/juno|openstack/neutron|17|40|\N|\N|\N|\N|\N|\N
I0896730126d6dca13fe9284b4d812cfb081b6218|master|openstack/neutron|15|9|11|\N|\N|\N|\N|\N
I0896730126d6dca13fe9284b4d812cfb081b6218|stable/icehouse|openstack/neutron|22|18|\N|\N|\N|\N|\N|\N
