size, priority, comp, queue, S_Apple, S_Google, S_RIM, S_Intel, S_Igalia, R_Apple, R_Google, R_RIM, R_Intel, R_Igalia, s_exp, r_exp, obsolete, time, outcome,outcome,"loc,time,trans"
8,2,1,0,0,1,0,0,0,0,1,0,0,0,130,585,FALSE,4.866666667,1,r+,"8,4.86666666666667,r+"
12,2,1,0,0,1,0,0,0,1,0,0,0,0,332,19,FALSE,20.93333333,1,r+,"12,20.9333333333333,r+"
50,2,2,6,0,1,0,0,0,0,1,0,0,0,69,1858,TRUE,1284.733333,1,r+,"50,1284.73333333333,r+"
50,2,2,3,0,1,0,0,0,0,1,0,0,0,70,1859,FALSE,2.283333333,1,r+,"50,2.28333333333333,r+"
57,2,1,1,0,1,0,0,0,0,1,0,0,0,135,612,FALSE,13.56666667,1,r+,"57,13.5666666666667,r+"
500,2,1,3,0,1,0,0,0,0,1,0,0,0,264,609,TRUE,817.3,-1,r-,"500,817.3,r-"
590,2,2,1,0,1,0,0,0,0,1,0,0,0,278,627,TRUE,54.5,-1,r-,"590,54.5,r-"
653,2,2,2,0,1,0,0,0,0,1,0,0,0,279,631,TRUE,2705.55,-1,r-,"653,2705.55,r-"
773,2,2,0,0,1,0,0,0,0,1,0,0,0,280,639,FALSE,36.63333333,1,r+,"773,36.6333333333333,r+"
184,2,1,0,0,1,0,0,0,0,1,0,0,0,256,586,FALSE,762.3166667,1,r+,"184,762.316666666667,r+"
2,2,1,1,0,1,0,0,0,1,0,0,0,0,104,1159,TRUE,8.166666667,-1,r-,"2,8.16666666666667,r-"
2,2,1,0,0,1,0,0,0,1,0,0,0,0,105,1161,TRUE,5.183333333,1,r+,"2,5.18333333333333,r+"
105,2,3,1,0,1,0,0,0,0,1,0,0,0,257,587,TRUE,557.8166667,-1,r-,"105,557.816666666667,r-"
70,2,4,0,0,1,0,0,0,1,0,0,0,0,258,384,TRUE,5039.583333,-1,r-,"70,5039.58333333333,r-"
72,2,4,1,0,1,0,0,0,0,1,0,0,0,261,607,TRUE,1230.016667,-1,r-,"72,1230.01666666667,r-"
142,2,5,0,0,1,0,0,0,0,1,0,0,0,272,622,TRUE,53.93333333,-1,r-,"142,53.9333333333333,r-"
52,2,3,2,0,1,0,0,0,0,1,0,0,0,276,624,TRUE,26.45,1,r+,"52,26.45,r+"
61,2,4,1,0,1,0,0,0,0,1,0,0,0,317,731,FALSE,86.85,-1,r-,"61,86.85,r-"
47,2,1,2,0,1,0,0,0,1,0,0,0,0,158,300,FALSE,935.15,1,r+,"47,935.15,r+"
53,2,1,1,0,1,0,0,0,1,0,0,0,0,159,121,TRUE,645.2833333,1,r+,"53,645.283333333333,r+"
53,2,1,0,0,1,0,0,0,1,0,0,0,0,162,312,FALSE,57.9,1,r+,"53,57.9,r+"
24,2,1,0,0,1,0,0,0,0,1,0,0,0,170,1052,FALSE,1,1,r+,"24,1,r+"
166,2,2,0,0,1,0,0,0,0,1,0,0,0,171,1053,FALSE,8.15,1,r+,"166,8.15,r+"
19,2,1,3,0,1,0,0,0,1,0,0,0,0,160,299,FALSE,594.5833333,1,r+,"19,594.583333333333,r+"
12,2,1,0,0,0,0,0,0,0,0,0,0,0,17,71,TRUE,3562.066667,-1,r-,"12,3562.06666666667,r-"
16,2,1,0,0,0,0,0,0,0,0,0,0,0,20,73,TRUE,29.65,1,r+,"16,29.65,r+"
2,2,1,1,0,1,0,0,0,1,0,0,0,0,34,340,FALSE,5041.466667,1,r+,"2,5041.46666666667,r+"
47,2,1,0,0,0,0,0,0,0,0,1,0,0,3,88,TRUE,12.01666667,1,r+,"47,12.0166666666667,r+"
47,2,1,0,0,0,0,0,0,0,0,1,0,0,4,89,FALSE,0.75,1,r+,"47,0.75,r+"
22,2,1,0,0,1,0,0,0,0,1,0,0,0,172,1054,FALSE,858.4,1,r+,"22,858.4,r+"
2,2,1,0,1,0,0,0,0,0,1,0,0,0,348,764,FALSE,550.7333333,1,r+,"2,550.733333333333,r+"
197,2,6,2,1,0,0,0,0,1,0,0,0,0,205,119,FALSE,29.28333333,1,r+,"197,29.2833333333333,r+"
6,2,1,0,0,1,0,0,0,0,1,0,0,0,131,588,FALSE,0.6,1,r+,"6,0.6,r+"
64,2,1,0,0,1,0,0,0,0,1,0,0,0,335,434,FALSE,123.4833333,1,r+,"64,123.483333333333,r+"
2,2,1,2,0,1,0,0,0,0,1,0,0,0,174,1072,FALSE,6362.633333,1,r+,"2,6362.63333333333,r+"
2,2,1,0,0,1,0,0,0,0,1,0,0,0,132,589,FALSE,7.4,1,r+,"2,7.4,r+"
31,2,2,0,0,1,0,0,0,0,1,0,0,0,337,435,TRUE,63.68333333,-1,r-,"31,63.6833333333333,r-"
31,2,2,0,0,1,0,0,0,0,1,0,0,0,338,436,FALSE,23.88333333,1,r+,"31,23.8833333333333,r+"
18,2,2,0,0,1,0,0,0,0,1,0,0,0,116,464,FALSE,269.5666667,1,r+,"18,269.566666666667,r+"
5,2,2,2,1,0,0,0,0,1,0,0,0,0,206,120,FALSE,1.233333333,1,r+,"5,1.23333333333333,r+"
3,2,1,0,0,1,0,0,0,0,1,0,0,0,65,381,TRUE,0.866666667,1,r+,"3,0.866666666666667,r+"
3,2,1,0,0,1,0,0,0,0,1,0,0,0,66,382,FALSE,19.36666667,1,r+,"3,19.3666666666667,r+"
52,2,1,0,0,1,0,0,0,0,1,0,0,0,155,442,FALSE,5370.45,1,r+,"52,5370.45,r+"
165,2,1,0,0,0,1,0,0,0,0,1,0,0,1,23,TRUE,9.333333333,-1,r-,"165,9.33333333333333,r-"
221,2,1,0,0,0,1,0,0,0,0,1,0,0,3,91,TRUE,50.41666667,-1,r-,"221,50.4166666666667,r-"
194,2,2,0,0,0,1,0,0,0,0,1,0,0,6,94,FALSE,1.933333333,1,r+,"194,1.93333333333333,r+"
3,2,1,1,1,0,0,0,0,0,1,0,0,0,10,592,FALSE,359.1,1,r+,"3,359.1,r+"
305,2,3,1,0,0,0,0,0,1,0,0,0,0,36,380,TRUE,1349.416667,-1,r-,"305,1349.41666666667,r-"
251,2,3,1,0,0,0,0,0,0,1,0,0,0,37,1060,TRUE,422.2333333,-1,r-,"251,422.233333333333,r-"
67,2,2,0,0,0,0,0,0,0,1,0,0,0,58,48,FALSE,3.683333333,1,r+,"67,3.68333333333333,r+"
13,2,1,1,0,1,0,0,0,0,1,0,0,0,176,1056,FALSE,4.983333333,1,r+,"13,4.98333333333333,r+"
364,2,1,1,0,1,0,0,0,0,1,0,0,0,177,1057,TRUE,57.45,-1,r-,"364,57.45,r-"
663,2,1,2,0,1,0,0,0,0,1,0,0,0,179,1059,TRUE,292.1166667,-1,r-,"663,292.116666666667,r-"
760,2,1,2,0,1,0,0,0,0,1,0,0,0,182,1063,FALSE,721.6,1,r+,"760,721.6,r+"
5,2,2,0,1,0,0,0,0,1,0,0,0,0,208,124,FALSE,195.6833333,1,r+,"5,195.683333333333,r+"
14,2,1,1,1,0,0,0,0,1,0,0,0,0,209,123,FALSE,180.0833333,1,r+,"14,180.083333333333,r+"
4,2,2,2,1,0,0,0,0,1,0,0,0,0,210,125,FALSE,165.4166667,1,r+,"4,165.416666666667,r+"
4,2,1,0,1,0,0,0,0,0,0,0,0,0,211,130,FALSE,89.1,1,r+,"4,89.1,r+"
16,2,1,3,1,0,0,0,0,1,0,0,0,0,212,126,FALSE,115.9833333,1,r+,"16,115.983333333333,r+"
177,2,3,0,0,0,0,0,0,0,1,0,0,0,27,1100,TRUE,558.5,-1,r-,"177,558.5,r-"
79,2,2,0,0,0,0,0,0,0,1,0,0,0,31,422,TRUE,1572.383333,-1,r-,"79,1572.38333333333,r-"
167,2,3,0,0,0,0,0,0,0,1,0,0,0,61,1931,TRUE,2066.833333,-1,r-,"167,2066.83333333333,r-"
201,2,4,0,0,0,0,0,0,0,1,0,0,0,62,1933,TRUE,2786.583333,-1,r-,"201,2786.58333333333,r-"
2,2,1,0,0,1,0,0,0,1,0,0,0,0,42,330,TRUE,5.633333333,1,r+,"2,5.63333333333333,r+"
2,2,1,0,0,1,0,0,0,0,0,1,0,0,43,152,TRUE,34.73333333,-1,r-,"2,34.7333333333333,r-"
171,2,2,0,1,0,0,0,0,1,0,0,0,0,75,392,FALSE,5983.566667,1,r+,"171,5983.56666666667,r+"
2325,2,1,0,0,0,0,0,0,0,0,1,0,0,5,93,TRUE,71.85,-1,r-,"2325,71.85,r-"
2312,2,1,0,0,0,0,0,0,0,0,1,0,0,6,96,TRUE,62.96666667,-1,r-,"2312,62.9666666666667,r-"
318,2,1,0,0,0,0,0,0,0,0,1,0,0,8,99,TRUE,9.533333333,1,r+,"318,9.53333333333333,r+"
770,2,1,0,0,0,0,0,0,0,0,0,0,0,10,133,FALSE,570.75,1,r+,"770,570.75,r+"
6,2,1,0,0,1,0,0,0,0,1,0,0,0,6,372,TRUE,24.88333333,-1,r-,"6,24.8833333333333,r-"
24,2,1,0,0,1,0,0,0,0,1,0,0,0,14,540,FALSE,7.316666667,1,r+,"24,7.31666666666667,r+"
100,2,4,1,1,0,0,0,0,1,0,0,0,0,213,127,FALSE,7.8,1,r+,"100,7.8,r+"
504,2,3,1,0,1,0,0,0,0,1,0,0,0,340,438,FALSE,27.41666667,1,r+,"504,27.4166666666667,r+"
12,2,1,1,0,1,0,0,0,0,1,0,0,0,341,439,FALSE,4.7,1,r+,"12,4.7,r+"
1,2,1,0,0,1,0,0,0,0,1,0,0,0,124,594,FALSE,12.88333333,1,r+,"1,12.8833333333333,r+"
241,2,1,0,0,1,0,0,0,0,1,0,0,0,126,596,FALSE,186.0333333,1,r+,"241,186.033333333333,r+"
80,2,1,1,0,1,0,0,0,0,1,0,0,0,62,396,FALSE,1731.25,1,r+,"80,1731.25,r+"
10,2,1,0,1,0,0,0,0,0,1,0,0,0,214,595,FALSE,2.283333333,1,r+,"10,2.28333333333333,r+"
497,2,2,1,0,1,0,0,0,0,1,0,0,0,343,441,TRUE,13.6,1,r+,"497,13.6,r+"
519,2,3,1,0,1,0,0,0,0,1,0,0,0,344,443,FALSE,22.65,1,r+,"519,22.65,r+"
10,2,1,0,0,1,0,0,0,0,1,0,0,0,30,298,FALSE,227.1,1,r+,"10,227.1,r+"
182,2,1,1,0,1,0,0,0,0,1,0,0,0,91,392,TRUE,163.9,1,r+,"182,163.9,r+"
186,2,1,1,0,1,0,0,0,0,1,0,0,0,92,394,FALSE,5.583333333,1,r+,"186,5.58333333333333,r+"
6,2,1,2,0,1,0,0,0,0,1,0,0,0,15,356,FALSE,117.7166667,1,r+,"6,117.716666666667,r+"
42,2,1,1,0,1,0,0,0,0,1,0,0,0,259,597,FALSE,773.0333333,1,r+,"42,773.033333333333,r+"
37,2,1,1,0,1,0,0,0,0,1,0,0,0,260,598,FALSE,809.0333333,1,r+,"37,809.033333333333,r+"
8,2,1,0,0,1,0,0,0,1,0,0,0,0,51,317,TRUE,12.86666667,1,r+,"8,12.8666666666667,r+"
14,2,1,0,0,1,0,0,0,1,0,0,0,0,52,318,FALSE,5.066666667,1,r+,"14,5.06666666666667,r+"
2302,2,12,1,1,0,0,0,0,1,0,0,0,0,193,382,FALSE,27.03333333,1,r+,"2302,27.0333333333333,r+"
505,2,5,2,1,0,0,0,0,1,0,0,0,0,68,381,TRUE,10.46666667,-1,r-,"505,10.4666666666667,r-"
504,2,5,1,1,0,0,0,0,1,0,0,0,0,70,383,FALSE,43.23333333,1,r+,"504,43.2333333333333,r+"
5,2,1,1,0,1,0,0,0,0,1,0,0,0,24,543,TRUE,143.5333333,1,r+,"5,143.533333333333,r+"
5,2,1,0,0,1,0,0,0,0,1,0,0,0,25,81,FALSE,5.933333333,1,r+,"5,5.93333333333333,r+"
171,2,1,0,0,1,0,0,0,0,1,0,0,0,25,238,TRUE,457.6666667,-1,r-,"171,457.666666666667,r-"
164,2,1,0,0,1,0,0,0,0,1,0,0,0,26,240,FALSE,0.95,1,r+,"164,0.95,r+"
155,2,2,0,0,1,0,0,0,0,1,0,0,0,116,387,TRUE,900.7,1,r+,"155,900.7,r+"
67,2,1,1,0,0,1,0,0,0,0,1,0,0,7,97,TRUE,25.53333333,1,r+,"67,25.5333333333333,r+"
65,2,1,0,0,0,1,0,0,0,0,1,0,0,8,102,FALSE,24.01666667,1,r+,"65,24.0166666666667,r+"
8,2,0,0,0,0,0,0,0,0,0,1,0,0,2,103,FALSE,25.76666667,1,r+,"8,25.7666666666667,r+"
1,2,0,1,0,0,0,0,0,0,1,0,0,0,79,237,FALSE,1.416666667,1,r+,"1,1.41666666666667,r+"
43,2,2,0,0,1,0,0,0,0,1,0,0,0,50,380,FALSE,5.183333333,1,r+,"43,5.18333333333333,r+"
221,2,2,0,0,1,0,0,0,0,1,0,0,0,33,112,TRUE,427.1666667,-1,r-,"221,427.166666666667,r-"
211,2,2,0,0,1,0,0,0,0,1,0,0,0,34,113,TRUE,143.95,-1,r-,"211,143.95,r-"
211,2,2,0,0,1,0,0,0,0,1,0,0,0,35,114,FALSE,220.1,1,r+,"211,220.1,r+"
312,2,2,0,0,1,0,0,0,0,1,0,0,0,176,617,FALSE,5310.433333,-1,r-,"312,5310.43333333333,r-"
11,2,3,0,0,1,0,0,0,0,1,0,0,0,13,782,TRUE,906.3666667,-1,r-,"11,906.366666666667,r-"
11,2,3,0,0,1,0,0,0,0,1,0,0,0,14,390,TRUE,311.2333333,-1,r-,"11,311.233333333333,r-"
11,2,2,0,0,1,0,0,0,0,1,0,0,0,15,396,TRUE,17.5,-1,r-,"11,17.5,r-"
12,2,3,2,0,1,0,0,0,0,1,0,0,0,18,406,TRUE,20.98333333,1,r+,"12,20.9833333333333,r+"
12,2,3,0,0,1,0,0,0,0,1,0,0,0,19,411,FALSE,72.93333333,1,r+,"12,72.9333333333333,r+"
62,2,1,0,0,1,0,0,0,0,1,0,0,0,127,444,FALSE,16.43333333,1,r+,"62,16.4333333333333,r+"
184,2,1,3,0,1,0,0,0,0,1,0,0,0,184,1064,FALSE,279.8666667,1,r+,"184,279.866666666667,r+"
118,2,2,0,0,1,0,0,0,0,1,0,0,0,45,379,TRUE,710.2166667,-1,r-,"118,710.216666666667,r-"
118,2,2,1,0,1,0,0,0,0,1,0,0,0,52,383,FALSE,300.9166667,1,r+,"118,300.916666666667,r+"
295,2,3,0,0,1,0,0,0,0,1,0,0,0,345,445,TRUE,16.03333333,1,r+,"295,16.0333333333333,r+"
2,2,1,0,0,0,0,0,0,0,0,0,1,0,39,228,FALSE,9.5,1,r+,"2,9.5,r+"
14,2,1,1,0,0,0,0,0,0,0,0,1,0,40,227,FALSE,8.633333333,1,r+,"14,8.63333333333333,r+"
14,2,1,0,0,0,0,1,0,0,0,0,0,1,19,433,TRUE,238.2,-1,r-,"14,238.2,r-"
129,2,1,0,0,1,0,0,0,0,1,0,0,0,347,446,FALSE,2.416666667,1,r+,"129,2.41666666666667,r+"
81,2,1,1,0,1,0,0,0,0,1,0,0,0,130,600,TRUE,1025.916667,-1,r-,"81,1025.91666666667,r-"
85,2,1,2,0,1,0,0,0,0,1,0,0,0,132,603,FALSE,7.95,1,r+,"85,7.95,r+"
40,2,1,0,1,0,0,0,0,1,0,0,0,0,194,387,FALSE,8.183333333,1,r+,"40,8.18333333333333,r+"
30,2,1,0,0,0,0,0,0,1,0,0,0,0,14,978,FALSE,634.8333333,1,r+,"30,634.833333333333,r+"
36,2,1,0,0,1,0,0,0,0,1,0,0,0,48,239,FALSE,1.666666667,1,r+,"36,1.66666666666667,r+"
28,2,2,0,0,1,0,0,0,1,0,0,0,0,11,936,TRUE,2.516666667,1,r+,"28,2.51666666666667,r+"
28,2,1,2,0,1,0,0,0,0,1,0,0,0,53,1065,FALSE,26.9,1,r+,"28,26.9,r+"
138,2,1,2,0,1,0,0,0,0,1,0,0,0,37,1067,FALSE,20.61666667,1,r+,"138,20.6166666666667,r+"
77,2,1,0,0,0,0,0,0,0,1,0,0,0,81,11,TRUE,171.95,-1,r-,"77,171.95,r-"
127,2,1,1,0,0,0,0,0,1,0,0,0,0,83,938,TRUE,78.05,-1,r-,"127,78.05,r-"
150,2,1,0,0,0,0,0,0,0,1,0,0,0,95,22,TRUE,1643.683333,-1,r-,"150,1643.68333333333,r-"
152,2,1,0,0,0,0,0,0,1,0,0,0,0,102,374,TRUE,5728.45,-1,r-,"152,5728.45,r-"
151,2,1,0,0,0,0,0,0,0,1,0,0,0,109,26,FALSE,1285.75,1,r+,"151,1285.75,r+"
4,2,1,0,1,0,0,0,0,1,0,0,0,0,294,212,FALSE,0.8,1,r+,"4,0.8,r+"
24,2,1,2,1,0,0,0,0,0,1,0,0,0,186,1069,FALSE,4.766666667,1,r+,"24,4.76666666666667,r+"
81,2,1,0,1,0,0,0,0,1,0,0,0,0,89,919,FALSE,164.65,1,r+,"81,164.65,r+"
28,2,1,1,0,1,0,0,0,0,1,0,0,0,14,1090,FALSE,22.33333333,-1,r-,"28,22.3333333333333,r-"
42,2,1,0,0,0,0,0,0,0,1,0,0,0,88,17,FALSE,1237.05,1,r+,"42,1237.05,r+"
27,2,1,0,0,1,0,0,0,0,1,0,0,0,146,195,FALSE,1.833333333,1,r+,"27,1.83333333333333,r+"
4,2,1,2,0,1,0,0,0,0,1,0,0,0,98,1074,TRUE,10.16666667,1,r+,"4,10.1666666666667,r+"
48,2,1,0,0,1,0,0,0,1,0,0,0,0,147,920,FALSE,6.183333333,1,r+,"48,6.18333333333333,r+"
22,2,1,0,1,0,0,0,0,1,0,0,0,0,74,932,FALSE,1433.583333,1,r+,"22,1433.58333333333,r+"
41,2,1,0,0,1,0,0,0,0,1,0,0,0,52,241,TRUE,14.5,1,r+,"41,14.5,r+"
166,2,1,0,0,1,0,0,0,0,1,0,0,0,165,100,FALSE,2986.983333,1,r+,"166,2986.98333333333,r+"
171,2,4,1,0,1,0,0,0,0,1,0,0,0,185,1075,TRUE,185.2333333,1,r+,"171,185.233333333333,r+"
180,2,4,0,0,1,0,0,0,0,1,0,0,0,202,1114,TRUE,18.65,1,r+,"180,18.65,r+"
210,2,4,2,0,1,0,0,0,0,1,0,0,0,214,1134,TRUE,4.583333333,1,r+,"210,4.58333333333333,r+"
225,2,4,2,0,1,0,0,0,0,1,0,0,0,215,1136,FALSE,14.48333333,1,r+,"225,14.4833333333333,r+"
1387,2,1,0,0,0,0,0,0,0,0,1,0,0,12,105,TRUE,51.03333333,-1,r-,"1387,51.0333333333333,r-"
1393,2,1,0,0,0,0,0,0,0,0,1,0,0,19,128,FALSE,2615.833333,1,r+,"1393,2615.83333333333,r+"
3,2,1,0,0,1,0,0,0,1,0,0,0,0,128,119,FALSE,516.5833333,1,r+,"3,516.583333333333,r+"
34,2,1,1,0,1,0,0,0,0,1,0,0,0,53,384,TRUE,158.3166667,-1,r-,"34,158.316666666667,r-"
36,2,1,0,0,1,0,0,0,0,1,0,0,0,54,386,FALSE,779.95,1,r+,"36,779.95,r+"
2,2,1,2,1,0,0,0,0,1,0,0,0,0,77,933,FALSE,340.9666667,1,r+,"2,340.966666666667,r+"
3,2,0,1,0,0,1,0,0,0,0,0,0,0,27,132,FALSE,271.65,1,r+,"3,271.65,r+"
118,2,1,0,0,1,0,0,0,0,1,0,0,0,349,447,FALSE,32.95,1,r+,"118,32.95,r+"
81,2,2,0,1,0,0,0,0,1,0,0,0,0,47,323,FALSE,282.4833333,1,r+,"81,282.483333333333,r+"
32,2,1,2,0,1,0,0,0,0,1,0,0,0,191,1141,FALSE,2983.333333,1,r+,"32,2983.33333333333,r+"
2,2,1,2,0,0,0,0,0,0,1,0,0,0,41,1078,FALSE,261.15,1,r+,"2,261.15,r+"
11,2,1,2,0,1,0,0,0,0,1,0,0,0,177,602,FALSE,7.733333333,1,r+,"11,7.73333333333333,r+"
32,2,1,0,0,1,0,0,0,0,1,0,0,0,350,448,FALSE,2.216666667,1,r+,"32,2.21666666666667,r+"
26,2,1,0,0,0,0,0,1,0,0,0,0,1,14,415,FALSE,5.066666667,1,r+,"26,5.06666666666667,r+"
267,2,2,0,0,1,0,0,0,0,1,0,0,0,351,449,TRUE,56.33333333,1,r+,"267,56.3333333333333,r+"
49,2,1,2,0,1,0,0,0,0,1,0,0,0,262,608,FALSE,1102.966667,1,r+,"49,1102.96666666667,r+"
336,2,3,0,0,0,0,0,0,1,0,0,0,0,88,318,FALSE,463.05,1,r+,"336,463.05,r+"
22,2,2,3,0,1,0,0,0,0,1,0,0,0,21,1079,TRUE,106.4833333,1,r+,"22,106.483333333333,r+"
12,2,1,0,0,0,0,0,0,0,0,0,0,1,115,420,FALSE,81.7,1,r+,"12,81.7,r+"
32,2,1,3,0,1,0,0,0,0,1,0,0,0,263,604,FALSE,1.033333333,1,r+,"32,1.03333333333333,r+"
234,2,1,0,0,1,0,0,0,1,0,0,0,0,50,47,TRUE,484.4166667,1,r+,"234,484.416666666667,r+"
14,2,1,4,0,1,0,0,0,0,1,0,0,0,265,605,FALSE,692.3333333,1,r+,"14,692.333333333333,r+"
26,2,1,2,1,0,0,0,0,1,0,0,0,0,76,930,FALSE,382.9,1,r+,"26,382.9,r+"
45,2,1,0,0,1,0,0,0,0,1,0,0,0,47,38,FALSE,2.916666667,1,r+,"45,2.91666666666667,r+"
7,2,1,0,0,1,0,0,0,0,1,0,0,0,55,196,FALSE,3.8,1,r+,"7,3.8,r+"
1,2,0,0,1,0,0,0,0,1,0,0,0,0,91,241,FALSE,216.5833333,1,r+,"1,216.583333333333,r+"
52,2,2,0,1,0,0,0,0,1,0,0,0,0,104,246,FALSE,243.6,1,r+,"52,243.6,r+"
20,2,2,2,0,1,0,0,0,0,1,0,0,0,106,779,FALSE,7.1,1,r+,"20,7.1,r+"
5,2,1,0,0,1,0,0,0,0,1,0,0,0,102,1121,TRUE,45.13333333,1,r+,"5,45.1333333333333,r+"
4,2,1,1,0,1,0,0,0,0,1,0,0,0,104,1123,FALSE,30.5,1,r+,"4,30.5,r+"
234,2,1,0,0,1,0,0,0,1,0,0,0,0,142,394,TRUE,1319.883333,1,r+,"234,1319.88333333333,r+"
10,2,1,1,0,1,0,0,0,0,1,0,0,0,147,385,TRUE,746.0666667,1,r+,"10,746.066666666667,r+"
165,2,3,1,0,1,0,0,0,0,1,0,0,0,188,1081,TRUE,17.35,1,r+,"165,17.35,r+"
242,2,4,2,0,1,0,0,0,0,1,0,0,0,191,1084,FALSE,609.3833333,1,r+,"242,609.383333333333,r+"
29,2,1,3,1,0,0,0,0,1,0,0,0,0,21,929,FALSE,15.81666667,1,r+,"29,15.8166666666667,r+"
222,2,4,3,0,1,0,0,0,0,1,0,0,0,192,1085,FALSE,578.7666667,1,r+,"222,578.766666666667,r+"
98,2,1,0,0,1,0,0,0,1,0,0,0,0,167,340,FALSE,7092.066667,1,r+,"98,7092.06666666667,r+"
22,2,2,1,1,0,0,0,0,1,0,0,0,0,216,133,FALSE,564.7333333,1,r+,"22,564.733333333333,r+"
140,2,1,0,0,1,0,0,0,0,1,0,0,0,117,242,TRUE,45.45,-1,r-,"140,45.45,r-"
159,2,1,0,0,1,0,0,0,0,1,0,0,0,119,243,FALSE,181.65,1,r+,"159,181.65,r+"
77,2,1,0,0,1,0,0,0,1,0,0,0,0,154,151,FALSE,25.83333333,1,r+,"77,25.8333333333333,r+"
51,2,2,1,0,1,0,0,0,0,1,0,0,0,77,111,TRUE,168.7666667,-1,r-,"51,168.766666666667,r-"
61,2,2,1,0,1,0,0,0,0,1,0,0,0,83,115,FALSE,12.08333333,1,r+,"61,12.0833333333333,r+"
770,2,1,0,0,0,0,0,0,0,0,0,0,0,14,134,TRUE,4.1,1,r+,"770,4.1,r+"
769,2,1,0,0,0,0,0,0,0,0,0,0,0,15,136,FALSE,792.5,1,r+,"769,792.5,r+"
22,2,1,1,0,1,0,0,0,0,1,0,0,0,189,1082,FALSE,34.35,1,r+,"22,34.35,r+"
36,2,2,1,0,0,0,0,0,0,1,0,0,0,89,783,FALSE,79.35,1,r+,"36,79.35,r+"
31,2,1,0,0,0,0,1,0,0,1,0,0,0,2,304,TRUE,10.6,1,r+,"31,10.6,r+"
13,2,1,0,0,0,0,1,0,0,1,0,0,0,7,319,FALSE,1101.916667,1,r+,"13,1101.91666666667,r+"
2,2,1,4,0,1,0,0,0,0,1,0,0,0,179,606,FALSE,3.7,1,r+,"2,3.7,r+"
6,2,1,0,0,1,0,0,0,0,1,0,0,0,352,450,FALSE,1.716666667,1,r+,"6,1.71666666666667,r+"
10,2,1,0,0,1,0,0,0,0,1,0,0,0,353,451,FALSE,7.183333333,1,r+,"10,7.18333333333333,r+"
1,2,1,0,0,0,0,0,0,0,0,0,0,0,22,142,FALSE,74.71666667,1,r+,"1,74.7166666666667,r+"
2,2,1,0,0,1,0,0,0,0,1,0,0,0,38,324,FALSE,412.6,1,r+,"2,412.6,r+"
231,2,3,0,0,1,0,0,0,0,1,0,0,0,355,452,FALSE,63.48333333,1,r+,"231,63.4833333333333,r+"
140,2,1,1,0,1,0,0,0,0,1,0,0,0,356,453,FALSE,11.71666667,1,r+,"140,11.7166666666667,r+"
50,2,1,0,0,1,0,0,0,0,1,0,0,0,357,454,FALSE,57.3,1,r+,"50,57.3,r+"
94,2,1,1,0,1,0,0,0,0,1,0,0,0,133,610,TRUE,131.7666667,-1,r-,"94,131.766666666667,r-"
103,2,1,1,0,1,0,0,0,0,1,0,0,0,134,611,FALSE,6.85,1,r+,"103,6.85,r+"
13,2,0,1,0,0,1,0,0,0,0,1,0,0,8,156,TRUE,3984.466667,1,r+,"13,3984.46666666667,r+"
13,2,0,0,0,0,1,0,0,0,0,1,0,0,9,162,FALSE,138.9333333,1,r+,"13,138.933333333333,r+"
9,2,1,1,1,0,0,0,0,1,0,0,0,0,217,134,FALSE,173.25,1,r+,"9,173.25,r+"
556,2,2,0,0,1,0,0,0,1,0,0,0,0,358,20,FALSE,10.88333333,-1,r-,"556,10.8833333333333,r-"
7,2,1,2,1,0,0,0,0,1,0,0,0,0,218,135,FALSE,158.0333333,1,r+,"7,158.033333333333,r+"
7,2,1,3,1,0,0,0,0,1,0,0,0,0,219,136,FALSE,141.7,1,r+,"7,141.7,r+"
85,2,3,0,0,1,0,0,0,0,1,0,0,0,266,460,FALSE,1315.45,1,r+,"85,1315.45,r+"
98,2,3,3,1,0,0,0,0,1,0,0,0,0,220,137,FALSE,18.93333333,1,r+,"98,18.9333333333333,r+"
111,2,1,1,0,1,0,0,0,0,1,0,0,0,359,457,FALSE,759.9,1,r+,"111,759.9,r+"
2,2,1,4,0,1,0,0,0,0,1,0,0,0,3,1086,FALSE,92.01666667,1,r+,"2,92.0166666666667,r+"
46,2,2,1,1,0,0,0,0,1,0,0,0,0,71,940,TRUE,22.9,-1,r-,"46,22.9,r-"
47,2,2,1,1,0,0,0,0,1,0,0,0,0,73,946,FALSE,14.05,1,r+,"47,14.05,r+"
3,2,1,5,0,1,0,0,0,0,1,0,0,0,57,1087,FALSE,27.53333333,1,r+,"3,27.5333333333333,r+"
96,2,1,0,0,1,0,0,0,0,1,0,0,0,93,363,FALSE,635.85,1,r+,"96,635.85,r+"
25,2,1,2,0,1,0,0,0,0,1,0,0,0,361,456,FALSE,536.1666667,1,r+,"25,536.166666666667,r+"
9,2,1,0,0,1,0,0,0,1,0,0,0,0,1,941,TRUE,120.35,-1,r-,"9,120.35,r-"
31,2,1,0,0,1,0,0,0,0,1,0,0,0,120,244,FALSE,102.6833333,1,r+,"31,102.683333333333,r+"
2,2,1,0,0,0,0,0,0,1,0,0,0,0,1,948,FALSE,44.5,1,r+,"2,44.5,r+"
33,2,1,0,0,1,0,0,0,0,1,0,0,0,58,199,FALSE,188.7,1,r+,"33,188.7,r+"
9,2,1,0,1,0,0,0,0,1,0,0,0,0,221,943,FALSE,13.51666667,1,r+,"9,13.5166666666667,r+"
