size, priority, comp, queue, S_Apple, S_Google, S_RIM, S_Intel, S_Igalia, R_Apple, R_Google, R_RIM, R_Intel, R_Igalia, s_exp, r_exp, obsolete, time, outcome,outcome,"loc,time,trans"
198,2,2,1,0,1,0,0,0,1,0,0,0,0,12,105,FALSE,184.25,1,r+,"198,184.25,r+"
575,2,2,0,0,1,0,0,0,0,1,0,0,0,11,61,FALSE,29.58333333,1,r+,"575,29.5833333333333,r+"
2,2,1,0,0,1,0,0,0,0,1,0,0,0,62,278,FALSE,14.38333333,1,r+,"2,14.3833333333333,r+"
49,2,1,2,0,1,0,0,0,0,1,0,0,0,82,280,FALSE,3.866666667,1,r+,"49,3.86666666666667,r+"
85,2,5,1,0,1,0,0,0,0,1,0,0,0,45,472,TRUE,16.08333333,-1,r-,"85,16.0833333333333,r-"
89,2,5,0,0,1,0,0,0,0,1,0,0,0,48,477,TRUE,154.55,-1,r-,"89,154.55,r-"
93,2,5,0,0,1,0,0,0,0,1,0,0,0,50,490,TRUE,444.0166667,-1,r-,"93,444.016666666667,r-"
93,2,5,1,0,1,0,0,0,0,1,0,0,0,51,529,TRUE,495.2333333,-1,r-,"93,495.233333333333,r-"
89,2,5,1,0,1,0,0,0,0,1,0,0,0,53,531,TRUE,6.95,1,r+,"89,6.95,r+"
89,2,5,1,0,1,0,0,0,0,1,0,0,0,54,543,FALSE,164.0666667,1,r+,"89,164.066666666667,r+"
11,2,1,1,1,0,0,0,0,1,0,0,0,0,38,106,TRUE,74.13333333,1,r+,"11,74.1333333333333,r+"
12,2,1,0,1,0,0,0,0,1,0,0,0,0,40,110,FALSE,32.06666667,1,r+,"12,32.0666666666667,r+"
8,2,1,0,0,1,0,0,0,0,1,0,0,0,21,474,FALSE,175,1,r+,"8,175,r+"
72,2,2,1,0,1,0,0,0,0,1,0,0,0,149,282,FALSE,119.2166667,1,r+,"72,119.216666666667,r+"
24,2,1,0,0,0,1,0,0,1,0,0,0,0,5,107,FALSE,1530.616667,1,r+,"24,1530.61666666667,r+"
3,2,1,0,0,1,0,0,0,1,0,0,0,0,99,135,FALSE,37.4,1,r+,"3,37.4,r+"
35,2,1,0,0,1,0,0,0,0,1,0,0,0,156,246,FALSE,4.383333333,1,r+,"35,4.38333333333333,r+"
88,2,1,0,0,1,0,0,0,0,1,0,0,0,108,295,FALSE,14.95,1,r+,"88,14.95,r+"
41,2,1,0,0,1,0,0,0,0,1,0,0,0,65,229,TRUE,12.93333333,1,r+,"41,12.9333333333333,r+"
46,2,1,0,0,0,1,0,0,0,0,0,0,0,101,9,TRUE,33.6,-1,r-,"46,33.6,r-"
46,2,1,0,0,0,1,0,0,0,0,0,0,0,102,10,TRUE,15.33333333,-1,r-,"46,15.3333333333333,r-"
50,2,1,0,0,0,1,0,0,0,0,0,0,0,103,11,FALSE,10.73333333,1,r+,"50,10.7333333333333,r+"
20,2,1,0,0,0,0,0,0,0,0,0,1,0,1,120,FALSE,8.633333333,1,r+,"20,8.63333333333333,r+"
12,2,1,0,1,0,0,0,0,1,0,0,0,0,26,128,FALSE,19.56666667,1,r+,"12,19.5666666666667,r+"
48,2,1,0,0,1,0,0,0,0,1,0,0,0,40,226,FALSE,1466.783333,1,r+,"48,1466.78333333333,r+"
8,2,0,0,0,0,0,0,0,1,0,0,0,0,47,92,FALSE,95.13333333,1,r+,"8,95.1333333333333,r+"
68,2,1,0,0,1,0,0,0,0,1,0,0,0,157,247,FALSE,653.5333333,1,r+,"68,653.533333333333,r+"
204,2,4,0,1,0,0,0,0,1,0,0,0,0,9,138,TRUE,18.26666667,-1,r-,"204,18.2666666666667,r-"
204,2,4,0,1,0,0,0,0,1,0,0,0,0,10,139,FALSE,3.75,1,r+,"204,3.75,r+"
3,2,1,0,1,0,0,0,0,0,1,0,0,0,30,486,FALSE,242.2333333,1,r+,"3,242.233333333333,r+"
9,2,1,0,0,1,0,0,0,0,1,0,0,0,151,284,FALSE,15.46666667,1,r+,"9,15.4666666666667,r+"
4,2,1,1,0,1,0,0,0,0,1,0,0,0,19,120,TRUE,1306.15,1,r+,"4,1306.15,r+"
4,2,1,0,0,1,0,0,0,0,1,0,0,0,22,123,TRUE,18.16666667,1,r+,"4,18.1666666666667,r+"
4,2,1,0,0,1,0,0,0,0,1,0,0,0,23,125,FALSE,1.6,1,r+,"4,1.6,r+"
53,2,3,0,1,0,0,0,0,0,1,0,0,0,188,53,FALSE,431.1,1,r+,"53,431.1,r+"
55,2,1,0,0,1,0,0,0,1,0,0,0,0,53,29,TRUE,2074.033333,1,r+,"55,2074.03333333333,r+"
3,2,1,0,1,0,0,0,0,0,0,1,0,0,41,20,FALSE,7.483333333,1,r+,"3,7.48333333333333,r+"
130,2,2,0,0,1,0,0,0,0,1,0,0,0,175,260,TRUE,7163.816667,1,r+,"130,7163.81666666667,r+"
2,2,1,0,0,1,0,0,0,0,1,0,0,0,15,15,TRUE,1015.816667,-1,r-,"2,1015.81666666667,r-"
6,2,1,0,0,1,0,0,0,0,1,0,0,0,18,1199,FALSE,10.06666667,1,r+,"6,10.0666666666667,r+"
18,2,1,2,0,1,0,0,0,0,1,0,0,0,72,294,FALSE,3.366666667,1,r+,"18,3.36666666666667,r+"
72,2,1,0,0,1,0,0,0,0,1,0,0,0,17,240,TRUE,27.01666667,-1,r-,"72,27.0166666666667,r-"
77,2,2,0,0,1,0,0,0,0,1,0,0,0,20,250,FALSE,1174.616667,1,r+,"77,1174.61666666667,r+"
33,2,2,0,0,1,0,0,0,0,1,0,0,0,2,111,TRUE,702.1,1,r+,"33,702.1,r+"
33,2,2,0,0,1,0,0,0,0,1,0,0,0,3,112,FALSE,30.58333333,1,r+,"33,30.5833333333333,r+"
12,2,1,0,0,1,0,0,0,0,1,0,0,0,158,248,FALSE,0.366666667,1,r+,"12,0.366666666666667,r+"
41,2,1,0,0,1,0,0,0,0,1,0,0,0,49,482,FALSE,304.8833333,-1,r-,"41,304.883333333333,r-"
12,2,1,0,0,1,0,0,0,0,1,0,0,0,67,230,FALSE,40.38333333,1,r+,"12,40.3833333333333,r+"
41,2,2,1,0,1,0,0,0,0,1,0,0,0,152,286,FALSE,70.16666667,1,r+,"41,70.1666666666667,r+"
6,2,1,1,0,1,0,0,0,0,1,0,0,0,41,227,FALSE,248.1333333,1,r+,"6,248.133333333333,r+"
55,2,1,3,0,1,0,0,0,0,1,0,0,0,154,289,TRUE,89.11666667,-1,r-,"55,89.1166666666667,r-"
125,2,1,0,0,1,0,0,0,0,1,0,0,0,221,475,FALSE,179.9,1,r+,"125,179.9,r+"
9,2,1,2,0,1,0,0,0,0,1,0,0,0,153,287,TRUE,68.25,-1,r-,"9,68.25,r-"
12,2,1,1,0,1,0,0,0,0,1,0,0,0,155,296,FALSE,5643.2,1,r+,"12,5643.2,r+"
10,2,1,1,0,0,0,0,0,1,0,0,0,0,40,108,TRUE,104.7666667,-1,r-,"10,104.766666666667,r-"
63,2,2,1,0,0,0,0,0,1,0,0,0,0,44,114,FALSE,22.05,1,r+,"63,22.05,r+"
8,2,0,0,1,0,0,0,0,0,0,0,0,0,29,26,FALSE,45.23333333,1,r+,"8,45.2333333333333,r+"
2,2,1,4,0,1,0,0,0,0,1,0,0,0,63,285,FALSE,3.2,1,r+,"2,3.2,r+"
29,2,1,0,0,1,0,0,0,0,1,0,0,0,64,290,FALSE,71.9,1,r+,"29,71.9,r+"
415,2,1,2,0,1,0,0,0,0,1,0,0,0,156,292,FALSE,93.41666667,1,r+,"415,93.4166666666667,r+"
4,2,1,0,0,1,0,0,0,0,1,0,0,0,76,239,TRUE,4088.116667,-1,r-,"4,4088.11666666667,r-"
4,2,1,1,0,1,0,0,0,0,1,0,0,0,78,251,TRUE,196.3333333,-1,r-,"4,196.333333333333,r-"
4,2,1,0,0,1,0,0,0,0,1,0,0,0,80,255,FALSE,142.6166667,1,r+,"4,142.616666666667,r+"
19,2,1,0,0,1,0,0,0,0,1,0,0,0,159,249,TRUE,839.2166667,1,r+,"19,839.216666666667,r+"
191,2,1,0,0,1,0,0,0,0,1,0,0,0,160,250,FALSE,10.31666667,1,r+,"191,10.3166666666667,r+"
2,2,1,0,1,0,0,0,0,0,1,0,0,0,11,234,FALSE,3.466666667,1,r+,"2,3.46666666666667,r+"
12,2,1,0,0,1,0,0,0,0,1,0,0,0,104,488,TRUE,2.516666667,1,r+,"12,2.51666666666667,r+"
46,2,1,0,1,0,0,0,0,0,1,0,0,0,186,228,FALSE,96.61666667,1,r+,"46,96.6166666666667,r+"
61,2,2,0,0,1,0,0,0,0,1,0,0,0,161,251,FALSE,8.933333333,1,r+,"61,8.93333333333333,r+"
157,2,1,0,0,1,0,0,0,0,1,0,0,0,644,855,TRUE,82.66666667,1,r+,"157,82.6666666666667,r+"
4,2,1,0,1,0,0,0,0,1,0,0,0,0,91,121,FALSE,1013.366667,1,r+,"4,1013.36666666667,r+"
13,2,2,0,0,1,0,0,0,1,0,0,0,0,289,638,TRUE,688.1,1,r+,"13,688.1,r+"
47,2,1,0,0,1,0,0,0,0,1,0,0,0,69,127,TRUE,624.8666667,-1,r-,"47,624.866666666667,r-"
47,2,1,0,0,1,0,0,0,0,1,0,0,0,70,130,TRUE,602.85,-1,r-,"47,602.85,r-"
64,2,1,0,1,0,0,0,0,1,0,0,0,0,14,122,FALSE,29.05,1,r+,"64,29.05,r+"
275,2,1,3,0,1,0,0,0,0,1,0,0,0,65,293,TRUE,100.65,-1,r-,"275,100.65,r-"
294,2,1,1,0,1,0,0,0,0,1,0,0,0,66,298,TRUE,1212.466667,-1,r-,"294,1212.46666666667,r-"
408,2,1,4,0,1,0,0,0,0,1,0,0,0,67,300,FALSE,30.65,1,r+,"408,30.65,r+"
32,2,1,0,0,1,0,0,0,0,1,0,0,0,63,71,FALSE,1.716666667,1,r+,"32,1.71666666666667,r+"
61,2,1,0,1,0,0,0,0,1,0,0,0,0,15,184,FALSE,15.78333333,1,r+,"61,15.7833333333333,r+"
6,2,1,0,0,0,0,0,0,0,1,0,0,0,1,52,TRUE,5254.533333,-1,r-,"6,5254.53333333333,r-"
329,2,2,1,0,0,0,0,0,1,0,0,0,0,74,56,TRUE,103.7333333,-1,r-,"329,103.733333333333,r-"
341,2,1,0,0,0,0,0,0,1,0,0,0,0,75,58,TRUE,76.58333333,-1,r-,"341,76.5833333333333,r-"
349,2,1,0,0,0,0,0,0,1,0,0,0,0,76,60,TRUE,65.5,-1,r-,"349,65.5,r-"
349,2,1,0,0,0,0,0,0,1,0,0,0,0,77,61,TRUE,4.766666667,1,r+,"349,4.76666666666667,r+"
128,2,1,1,0,0,0,0,0,1,0,0,0,0,79,68,TRUE,480.0166667,-1,r-,"128,480.016666666667,r-"
144,2,1,2,0,0,0,0,0,1,0,0,0,0,80,69,TRUE,6.95,1,r+,"144,6.95,r+"
160,2,1,2,0,0,0,0,0,1,0,0,0,0,81,75,FALSE,918.5,1,r+,"160,918.5,r+"
150,2,1,0,0,1,0,0,0,0,1,0,0,0,105,554,TRUE,72.08333333,1,r+,"150,72.0833333333333,r+"
271,2,1,3,0,1,0,0,0,0,1,0,0,0,95,568,TRUE,2494.533333,1,r+,"271,2494.53333333333,r+"
172,2,1,0,0,1,0,0,0,0,1,0,0,0,106,555,TRUE,34.35,1,r+,"172,34.35,r+"
16,2,3,0,1,0,0,0,0,1,0,0,0,0,94,123,FALSE,245.8,1,r+,"16,245.8,r+"
2,2,2,0,1,0,0,0,0,1,0,0,0,0,54,137,TRUE,44.05,-1,r-,"2,44.05,r-"
6,2,1,0,1,0,0,0,0,1,0,0,0,0,55,138,TRUE,38.06666667,1,r+,"6,38.0666666666667,r+"
2,2,2,0,1,0,0,0,0,1,0,0,0,0,57,146,FALSE,769.2833333,1,r+,"2,769.283333333333,r+"
382,2,1,2,0,1,0,0,0,0,1,0,0,0,94,569,TRUE,2528.55,1,r+,"382,2528.55,r+"
6,2,2,1,1,0,0,0,0,1,0,0,0,0,62,198,TRUE,273.25,-1,r-,"6,273.25,r-"
35,2,1,1,0,1,0,0,0,0,1,0,0,0,9,130,FALSE,72.9,1,r+,"35,72.9,r+"
102,2,1,0,0,1,0,0,0,0,1,0,0,0,107,557,FALSE,3873.283333,1,r+,"102,3873.28333333333,r+"
174,2,1,0,0,1,0,0,0,0,1,0,0,0,52,147,TRUE,18.61666667,1,r+,"174,18.6166666666667,r+"
193,2,3,0,0,1,0,0,0,0,1,0,0,0,53,148,FALSE,3810.183333,1,r+,"193,3810.18333333333,r+"
136,2,3,1,0,1,0,0,0,0,1,0,0,0,89,556,FALSE,3862,1,r+,"136,3862,r+"
17,2,1,0,1,0,0,0,0,1,0,0,0,0,26,140,FALSE,54.95,1,r+,"17,54.95,r+"
10,2,2,0,1,0,0,0,0,1,0,0,0,0,97,141,TRUE,3.483333333,-1,r-,"10,3.48333333333333,r-"
10,2,2,0,1,0,0,0,0,1,0,0,0,0,98,55,FALSE,3.2,1,r+,"10,3.2,r+"
10,2,1,0,1,0,0,0,0,0,1,0,0,0,187,230,FALSE,2794.183333,1,r+,"10,2794.18333333333,r+"
197,2,1,0,0,0,0,0,0,1,0,0,0,0,94,84,TRUE,357.55,-1,r-,"197,357.55,r-"
5,2,1,0,0,1,0,0,0,0,1,0,0,0,31,208,FALSE,419.3,1,r+,"5,419.3,r+"
59,2,2,0,0,1,0,0,0,0,1,0,0,0,163,253,FALSE,11.28333333,1,r+,"59,11.2833333333333,r+"
14,2,1,0,0,1,0,0,0,0,1,0,0,0,164,254,TRUE,2.333333333,1,r+,"14,2.33333333333333,r+"
14,2,1,0,0,1,0,0,0,0,1,0,0,0,165,255,FALSE,1.95,1,r+,"14,1.95,r+"
5,2,1,1,0,1,0,0,0,1,0,0,0,0,112,132,TRUE,1052.016667,1,r+,"5,1052.01666666667,r+"
35,2,1,0,0,1,0,0,0,0,1,0,0,0,166,256,FALSE,84.13333333,1,r+,"35,84.1333333333333,r+"
268,2,1,2,0,1,0,0,0,0,1,0,0,0,87,304,TRUE,2673.366667,-1,r-,"268,2673.36666666667,r-"
282,2,2,0,0,1,0,0,0,0,1,0,0,0,88,307,FALSE,175.05,1,r+,"282,175.05,r+"
321,2,1,0,0,1,0,0,0,0,1,0,0,0,89,313,FALSE,5327.366667,1,r+,"321,5327.36666666667,r+"
10,2,1,0,1,0,0,0,0,1,0,0,0,0,113,124,TRUE,179.3666667,1,r+,"10,179.366666666667,r+"
14,2,1,0,1,0,0,0,0,1,0,0,0,0,115,177,FALSE,95.53333333,1,r+,"14,95.5333333333333,r+"
13,2,1,0,0,1,0,0,0,1,0,0,0,0,4,57,TRUE,407.7666667,-1,r-,"13,407.766666666667,r-"
21,2,2,1,0,1,0,0,0,1,0,0,0,0,5,58,FALSE,266.4,-1,r-,"21,266.4,r-"
90,2,2,2,0,1,0,0,0,0,1,0,0,0,85,305,FALSE,3885.266667,1,r+,"90,3885.26666666667,r+"
197,2,1,3,0,1,0,0,0,0,1,0,0,0,86,306,FALSE,3840.533333,1,r+,"197,3840.53333333333,r+"
134,2,1,0,0,1,0,0,0,0,1,0,0,0,108,571,FALSE,2833.15,1,r+,"134,2833.15,r+"
20,2,2,0,1,0,0,0,0,1,0,0,0,0,23,423,FALSE,9.666666667,1,r+,"20,9.66666666666667,r+"
61,2,1,1,0,1,0,0,0,0,1,0,0,0,109,570,FALSE,2749.083333,1,r+,"61,2749.08333333333,r+"
166,2,2,0,0,1,0,0,0,0,1,0,0,0,22,149,FALSE,299.6166667,1,r+,"166,299.616666666667,r+"
76,2,1,0,1,0,0,0,0,1,0,0,0,0,16,180,FALSE,6.283333333,1,r+,"76,6.28333333333333,r+"
3,2,1,0,0,0,0,0,0,0,1,0,0,0,41,498,FALSE,8,1,r+,"3,8,r+"
63,2,1,2,0,1,0,0,0,0,1,0,0,0,92,558,FALSE,1.966666667,1,r+,"63,1.96666666666667,r+"
10,2,1,0,0,0,0,0,0,0,1,0,0,0,42,500,FALSE,1.1,1,r+,"10,1.1,r+"
19,2,1,0,1,0,0,0,0,1,0,0,0,0,41,155,FALSE,5.516666667,1,r+,"19,5.51666666666667,r+"
9,2,1,0,0,0,0,0,0,0,1,0,0,0,43,501,FALSE,11.86666667,1,r+,"9,11.8666666666667,r+"
3,2,2,0,0,1,0,0,0,0,1,0,0,0,19,527,FALSE,54.21666667,1,r+,"3,54.2166666666667,r+"
24,2,1,0,0,0,0,0,0,0,1,0,0,0,44,502,FALSE,247.1,1,r+,"24,247.1,r+"
33,2,1,0,0,1,0,0,0,1,0,0,0,0,104,178,FALSE,685.85,1,r+,"33,685.85,r+"
21,2,1,0,0,1,0,0,0,0,1,0,0,0,38,503,FALSE,74.75,1,r+,"21,74.75,r+"
27,2,1,0,0,1,0,0,0,0,1,0,0,0,39,504,FALSE,32.9,1,r+,"27,32.9,r+"
16,2,1,0,0,1,0,0,0,1,0,0,0,0,40,115,FALSE,3131.666667,-1,r-,"16,3131.66666666667,r-"
4,2,1,1,0,1,0,0,0,1,0,0,0,0,105,179,FALSE,601.7833333,1,r+,"4,601.783333333333,r+"
22,2,0,0,0,0,0,0,0,0,0,0,0,1,3,202,TRUE,266.2833333,-1,r-,"22,266.283333333333,r-"
22,2,0,0,0,0,0,0,0,0,0,0,0,1,4,204,FALSE,293.6,1,r+,"22,293.6,r+"
32,2,1,4,0,1,0,0,0,0,1,0,0,0,106,567,FALSE,2197.433333,1,r+,"32,2197.43333333333,r+"
5,2,1,2,0,1,0,0,0,0,1,0,0,0,5,239,FALSE,1432.433333,1,r+,"5,1432.43333333333,r+"
6,2,1,0,0,1,0,0,0,0,1,0,0,0,34,211,FALSE,293.9166667,1,r+,"6,293.916666666667,r+"
189,2,2,0,0,1,0,0,0,1,0,0,0,0,168,57,FALSE,264.9333333,1,r+,"189,264.933333333333,r+"
404,2,3,0,0,1,0,0,0,0,1,0,0,0,169,257,FALSE,3.85,1,r+,"404,3.85,r+"
157,2,1,0,0,1,0,0,0,0,1,0,0,0,75,256,FALSE,5.816666667,1,r+,"157,5.81666666666667,r+"
88,2,1,0,0,1,0,0,0,0,1,0,0,0,171,258,FALSE,14.7,1,r+,"88,14.7,r+"
43,2,1,1,1,0,0,0,0,0,1,0,0,0,33,210,FALSE,16.21666667,1,r+,"43,16.2166666666667,r+"
77,2,1,0,0,1,0,0,0,0,1,0,0,0,172,259,FALSE,43.26666667,1,r+,"77,43.2666666666667,r+"
25,2,1,0,0,0,0,0,0,0,1,0,0,0,42,212,TRUE,35.66666667,-1,r-,"25,35.6666666666667,r-"
41,2,1,0,0,0,0,0,0,0,1,0,0,0,43,217,TRUE,1317.716667,1,r+,"41,1317.71666666667,r+"
91,2,2,0,0,0,0,0,0,0,1,0,0,0,45,505,FALSE,25.68333333,1,r+,"91,25.6833333333333,r+"
4,2,1,1,1,0,0,0,0,1,0,0,0,0,119,59,FALSE,14.65,1,r+,"4,14.65,r+"
32,2,1,0,0,1,0,0,0,1,0,0,0,0,17,387,TRUE,1326.433333,1,r+,"32,1326.43333333333,r+"
32,2,1,0,0,1,0,0,0,1,0,0,0,0,19,392,TRUE,6.45,1,r+,"32,6.45,r+"
20,2,1,2,0,1,0,0,0,0,1,0,0,0,15,136,FALSE,50.96666667,1,r+,"20,50.9666666666667,r+"
4,2,1,0,0,0,0,0,0,0,0,0,0,1,3,189,TRUE,2907.283333,1,r+,"4,2907.28333333333,r+"
3,2,0,1,0,0,0,0,0,0,0,0,0,1,4,186,FALSE,6.316666667,1,r+,"3,6.31666666666667,r+"
4,2,1,2,0,0,0,0,0,0,0,0,0,1,5,188,TRUE,2903.133333,-1,r-,"4,2903.13333333333,r-"
4,2,1,0,0,0,0,0,0,0,0,0,0,1,6,190,FALSE,235.0666667,1,r+,"4,235.066666666667,r+"
6,2,1,0,1,0,0,0,0,1,0,0,0,0,58,147,FALSE,1.8,1,r+,"6,1.8,r+"
57,2,1,5,0,1,0,0,0,0,1,0,0,0,110,565,FALSE,1242.966667,1,r+,"57,1242.96666666667,r+"
163,2,1,6,0,1,0,0,0,0,1,0,0,0,96,564,FALSE,1239.25,1,r+,"163,1239.25,r+"
4,2,1,0,0,1,0,0,0,0,1,0,0,0,28,62,TRUE,1084.633333,1,r+,"4,1084.63333333333,r+"
4,2,1,0,0,1,0,0,0,0,1,0,0,0,29,63,FALSE,8.25,1,r+,"4,8.25,r+"
3,2,1,1,0,1,0,0,0,0,1,0,0,0,43,512,TRUE,1.683333333,1,r+,"3,1.68333333333333,r+"
14,2,6,0,1,0,0,0,0,1,0,0,0,0,54,165,FALSE,2925.766667,1,r+,"14,2925.76666666667,r+"
111,2,2,8,0,1,0,0,0,0,1,0,0,0,97,562,TRUE,1086.683333,1,r+,"111,1086.68333333333,r+"
195,2,1,7,0,1,0,0,0,0,1,0,0,0,111,563,FALSE,1127.266667,1,r+,"195,1127.26666666667,r+"
48,2,3,1,1,0,0,0,0,1,0,0,0,0,38,59,FALSE,2.4,1,r+,"48,2.4,r+"
28,2,1,9,0,1,0,0,0,0,1,0,0,0,112,561,FALSE,1069.516667,1,r+,"28,1069.51666666667,r+"
42,2,2,0,0,1,0,0,0,1,0,0,0,0,107,148,FALSE,44.81666667,1,r+,"42,44.8166666666667,r+"
38,2,1,10,0,1,0,0,0,0,1,0,0,0,98,560,FALSE,1030.483333,1,r+,"38,1030.48333333333,r+"
76,2,1,0,0,1,0,0,0,0,1,0,0,0,7,238,TRUE,1343.8,-1,r-,"76,1343.8,r-"
80,2,1,0,0,1,0,0,0,0,1,0,0,0,10,241,FALSE,10.06666667,1,r+,"80,10.0666666666667,r+"
1,2,1,1,1,0,0,0,0,1,0,0,0,0,208,169,FALSE,2328.383333,1,r+,"1,2328.38333333333,r+"
29,2,2,0,0,1,0,0,0,1,0,0,0,0,56,65,TRUE,2520.15,-1,r-,"29,2520.15,r-"
134,2,3,0,0,1,0,0,0,1,0,0,0,0,62,69,FALSE,2735.15,1,r+,"134,2735.15,r+"
42,2,3,0,0,1,0,0,0,0,1,0,0,0,43,515,FALSE,55.86666667,1,r+,"42,55.8666666666667,r+"
7,2,1,0,1,0,0,0,0,1,0,0,0,0,60,62,FALSE,14.36666667,1,r+,"7,14.3666666666667,r+"
162,2,1,1,0,0,0,0,0,0,1,0,0,0,46,518,TRUE,157.5833333,-1,r-,"162,157.583333333333,r-"
120,2,1,0,0,0,0,0,0,0,1,0,0,0,50,528,FALSE,25.41666667,1,r+,"120,25.4166666666667,r+"
1,2,1,2,0,0,0,0,0,0,1,0,0,0,47,526,FALSE,1305.266667,1,r+,"1,1305.26666666667,r+"
65,2,5,0,1,0,0,0,0,1,0,0,0,0,124,393,FALSE,1.433333333,1,r+,"65,1.43333333333333,r+"
1,2,1,1,0,1,0,0,0,1,0,0,0,0,4,61,TRUE,859.15,-1,r-,"1,859.15,r-"
1,2,1,1,0,1,0,0,0,1,0,0,0,0,5,62,TRUE,13.13333333,1,r+,"1,13.1333333333333,r+"
1,2,1,0,0,1,0,0,0,1,0,0,0,0,6,66,FALSE,19.61666667,1,r+,"1,19.6166666666667,r+"
3,2,1,0,0,0,0,0,0,1,0,0,0,0,49,403,TRUE,1730.933333,1,r+,"3,1730.93333333333,r+"
3,2,1,0,0,0,0,0,0,0,1,0,0,0,53,584,TRUE,4.483333333,1,r+,"3,4.48333333333333,r+"
8,2,1,0,0,1,0,0,0,1,0,0,0,0,23,137,TRUE,134.1666667,-1,r-,"8,134.166666666667,r-"
8,2,1,0,0,1,0,0,0,1,0,0,0,0,24,140,FALSE,15.46666667,1,r+,"8,15.4666666666667,r+"
2,2,1,2,0,1,0,0,0,0,1,0,0,0,30,303,TRUE,164.6333333,-1,r-,"2,164.633333333333,r-"
2,2,1,1,0,1,0,0,0,0,1,0,0,0,34,310,FALSE,218.4333333,1,r+,"2,218.433333333333,r+"
8,2,1,0,0,1,0,0,0,1,0,0,0,0,112,437,FALSE,49.03333333,1,r+,"8,49.0333333333333,r+"
4,2,1,1,0,1,0,0,0,0,1,0,0,0,41,520,TRUE,70.41666667,1,r+,"4,70.4166666666667,r+"
4,2,1,3,0,1,0,0,0,0,1,0,0,0,46,525,FALSE,418.8333333,1,r+,"4,418.833333333333,r+"
4,2,1,2,0,1,0,0,0,0,1,0,0,0,42,521,TRUE,51.55,1,r+,"4,51.55,r+"
4,2,1,2,0,1,0,0,0,0,1,0,0,0,45,524,FALSE,420.2833333,1,r+,"4,420.283333333333,r+"
4,2,1,3,0,1,0,0,0,0,1,0,0,0,43,522,TRUE,42.03333333,1,r+,"4,42.0333333333333,r+"
4,2,1,1,0,1,0,0,0,0,1,0,0,0,44,523,FALSE,425.3166667,1,r+,"4,425.316666666667,r+"
262,2,3,0,0,1,0,0,0,1,0,0,0,0,37,138,FALSE,161.7333333,1,r+,"262,161.733333333333,r+"
2,2,1,1,0,0,0,0,0,1,0,0,0,0,48,401,FALSE,549.3333333,1,r+,"2,549.333333333333,r+"
135,2,1,1,0,1,0,0,0,0,1,0,0,0,69,308,FALSE,16.35,1,r+,"135,16.35,r+"
32,2,1,0,0,0,0,0,0,1,0,0,0,0,49,183,TRUE,4861.733333,1,r+,"32,4861.73333333333,r+"
32,2,1,1,0,0,0,0,0,1,0,0,0,0,52,192,TRUE,123.9666667,1,r+,"32,123.966666666667,r+"
32,2,1,0,0,0,0,0,0,1,0,0,0,0,53,196,FALSE,390.15,1,r+,"32,390.15,r+"
20,2,3,1,0,1,0,0,0,0,1,0,0,0,6,301,TRUE,2967.966667,-1,r-,"20,2967.96666666667,r-"
20,2,3,0,0,1,0,0,0,0,1,0,0,0,8,308,TRUE,161.6,-1,r-,"20,161.6,r-"
20,2,3,1,0,1,0,0,0,0,1,0,0,0,11,313,TRUE,488.3166667,-1,r-,"20,488.316666666667,r-"
20,2,3,0,0,1,0,0,0,0,1,0,0,0,12,314,FALSE,191.4,1,r+,"20,191.4,r+"
9,2,2,0,1,0,0,0,0,1,0,0,0,0,146,142,FALSE,0.383333333,1,r+,"9,0.383333333333333,r+"
24,2,1,0,0,1,0,0,0,0,1,0,0,0,51,309,FALSE,2.583333333,1,r+,"24,2.58333333333333,r+"
10,2,1,0,0,0,0,0,0,0,1,0,0,0,51,536,FALSE,6634.816667,1,r+,"10,6634.81666666667,r+"
191,2,1,1,0,1,0,0,0,1,0,0,0,0,177,147,FALSE,10.4,1,r+,"191,10.4,r+"
56,2,2,0,0,1,0,0,0,1,0,0,0,0,12,110,TRUE,5370.4,1,r+,"56,5370.4,r+"
58,2,2,0,0,1,0,0,0,0,1,0,0,0,13,160,FALSE,134.0166667,-1,r-,"58,134.016666666667,r-"
37,2,1,0,1,0,0,0,0,1,0,0,0,0,21,187,FALSE,23.1,1,r+,"37,23.1,r+"
36,2,1,1,0,1,0,0,0,1,0,0,0,0,20,143,FALSE,10.25,1,r+,"36,10.25,r+"
431,2,1,0,0,1,0,0,0,0,1,0,0,0,99,574,TRUE,1197.9,1,r+,"431,1197.9,r+"
91,2,4,0,0,1,0,0,0,0,1,0,0,0,549,700,TRUE,223.1,1,r+,"91,223.1,r+"
7,2,1,0,0,1,0,0,0,1,0,0,0,0,554,864,FALSE,985.3666667,1,r+,"7,985.366666666667,r+"
885,2,1,1,0,1,0,0,0,0,1,0,0,0,100,573,FALSE,1088.85,1,r+,"885,1088.85,r+"
2,2,1,0,1,0,0,0,0,1,0,0,0,0,62,182,FALSE,8.533333333,1,r+,"2,8.53333333333333,r+"
72,2,2,0,0,1,0,0,0,0,1,0,0,0,16,340,TRUE,2.066666667,1,r+,"72,2.06666666666667,r+"
188,2,1,2,0,1,0,0,0,0,1,0,0,0,101,572,TRUE,199.4333333,1,r+,"188,199.433333333333,r+"
447,2,1,0,0,1,0,0,0,0,1,0,0,0,56,576,TRUE,423.9666667,1,r+,"447,423.966666666667,r+"
