ID|BRANCH|PROJECT|CREATEDON|P_CREATEDON|R_GRANTEDON|P_R_GRANTEDON|TIMEINSECOND|POSITIVITY
Id03eb3649ce02549c131c85697d8431c3f8c04dd|master|openstack/cinder|1435048911|23-JUN-15|1436196292|06-JUL-15|1147381|1
Id03f6fa9eb24ed0fd7a040f2abd14e815a49872e|master|openstack/glance|1433149192|01-JUN-15||||
Id03fb147e11541be309c1cd22ce27e70fadc28b5|master|openstack/neutron|1440191327|21-AUG-15|1440520958|25-AUG-15|329631|1
Id043999e2b3de5d3505c74274fd663fad0b44953|master|openstack/cinder|1469851371|30-JUL-16|1472486537|29-AUG-16|2635166|-1
Id04400d81df44da1e93a0122328a4138810e20f6|master|openstack/cinder|1429294587|17-APR-15||||
Id0467abe37ac4c4c74832ca5bb98f98c63afded1|master|openstack/keystone|1435861862|02-JUL-15|1437727973|24-JUL-15|1866111|1
Id0480035d8e615ae602da9737cd2c94bc7967067|master|openstack/nova|1426194058|12-MAR-15|1426266773|13-MAR-15|72715|1
Id04f5340c27cfc84f4aba4732684a73a977ccec8|master|openstack/keystone|1462236210|03-MAY-16|1463133101|13-MAY-16|896891|1
Id0517758d06e036a36dc8b8772e41af55d986b4e|master|openstack/neutron|1436900868|14-JUL-15|1437577220|22-JUL-15|676352|1
Id052419d5c2b52c5a3ec457afbb32ab150f813cb|master|openstack/nova|1466440784|20-JUN-16||||
Id05593b4fa7a393d62a96f8c1627383a8e0b0340|feature/ec|openstack/swift|1423388155|08-FEB-15|1425363374|03-MAR-15|1975219|1
Id0565e11b3023a639589f2734488029f194e2f9d|master|openstack/neutron|1450554832|19-DEC-15|1450837708|23-DEC-15|282876|1
Id0565e11b3023a639589f2734488029f194e2f9d|stable/liberty|openstack/neutron|1450887630|23-DEC-15|1451322592|28-DEC-15|434962|1
Id0572a08dd12342d13844d96221432b85fea7e40|master|openstack/nova|1467129604|28-JUN-16|1467884483|07-JUL-16|754879|1
Id05739377a58a4eda49d7b03c84602ea404ba24f|master|openstack/neutron|1474863768|26-SEP-16||||
Id0581f8f89444de7e80628744abf060dd167a410|stable/liberty|openstack/glance|1473153872|06-SEP-16|1473167725|06-SEP-16|13853|1
Id05b35444a971d1531b43895533d6a6bf406c702|master|openstack/nova|1441404637|04-SEP-15|1441642446|07-SEP-15|237809|1
Id05bfef44b1108dec286486d42516649dd0683e9|master|openstack/nova|1469574380|26-JUL-16|1469655409|27-JUL-16|81029|1
Id05dd867477b76a800da592d95dd2bfa408c4728|master|openstack/keystone|1456764169|29-FEB-16||||
Id0603ddd642acccfa12ae53a52ecfb66dca53702|master|openstack/nova|1428547420|09-APR-15|1428609280|09-APR-15|61860|1
Id067603c2ed4473ee4301d8fa23fb2d9cc5157d9|master|openstack/keystone|1443011377|23-SEP-15|1443024078|23-SEP-15|12701|1
Id0695fbb05613f3655a7af5b5ab10e08ed5e606b|master|openstack/cinder|1438134303|29-JUL-15|1439218721|10-AUG-15|1084418|1
Id06b54229f79b27c41cfa142ba7d800408fa7986|master|openstack/swift|1468478822|14-JUL-16||||
Id06b9b60fa5b98c29bf7244795d20acf7d2097c8|master|openstack/nova|1444286363|08-OCT-15|1444725722|13-OCT-15|439359|1
Id06d92e28a9aecbb8e4975e95a8f11b0b2e79ae2|master|openstack/nova|1454543179|03-FEB-16|1454930919|08-FEB-16|387740|1
Id076a76d05f3d64facbeb60a7be3d4b60f817b94|master|openstack/nova|1418120475|09-DEC-14|1423061824|04-FEB-15|4941349|1
Id07964c1dbcc7d65ed593914be468a4aded10012|master|openstack/cinder|1421560410|18-JAN-15||||
Id07c9a79e5144f8199b4092febb0e1e5f41096d2|master|openstack/nova|1428121887|04-APR-15|1438146021|29-JUL-15|10024134|1
Id0822f1c3d586c813a09e4b442a21d3cb52943d0|master|openstack/neutron|1418925865|18-DEC-14|1424581206|22-FEB-15|5655341|1
Id083b32a60473ad5a2b9ac1d092528d230521c86|master|openstack/swift|1429094790|15-APR-15|1429103824|15-APR-15|9034|1
Id086da9f56d87f1f85ea616d873f9f531560fa12|master|openstack/keystone|1444148171|06-OCT-15||||
Id086e523e7e77cd7e66d43480b9fe0b52a2e1cce|master|openstack/nova|1433509338|05-JUN-15|1433874169|09-JUN-15|364831|1
Id0871bf08e8ba43b386c1565e73bf2cb3f6a3a9d|master|openstack/nova|1423060964|04-FEB-15|1423846172|13-FEB-15|785208|1
Id08764ba837d8f47a28649d081a5876797fe369e|master|openstack/neutron|1438951630|07-AUG-15|1447977227|19-NOV-15|9025597|1
Id08764ba837d8f47a28649d081a5876797fe369e|stable/liberty|openstack/neutron|1449136502|03-DEC-15|1449657221|09-DEC-15|520719|1
Id08c1b1f1e75188cacfb9b5586519a7fee827602|master|openstack/cinder|1456341680|24-FEB-16|1456853382|01-MAR-16|511702|1
Id08d92e24c818fcaf20c750b4dd7ca317394a6fb|feature/crypto|openstack/swift|1448934315|01-DEC-15|1450364987|17-DEC-15|1430672|1
Id0914530cbacf4cf5c3319f1401bf07b3112935d|master|openstack/nova|1441728193|08-SEP-15|1441801608|09-SEP-15|73415|1
Id0923160c4bad35c3bd8662a5877a697a6d5622f|master|openstack/glance|1453409311|21-JAN-16|1453459670|22-JAN-16|50359|1
Id092c51e565052c5eef2d3381d53f5788a97d9cc|master|openstack/cinder|1461278170|21-APR-16|1462426219|05-MAY-16|1148049|1
Id096bd5bece339e2bcd32f4c545fb3aa7aa2b659|feature/crypto|openstack/swift|1464857235|02-JUN-16|1464857560|02-JUN-16|325|1
Id096f1d1971cb8a19f9e86ba57957b39e00bd6f5|master|openstack/nova|1444959325|16-OCT-15|1445265022|19-OCT-15|305697|1
Id0a2e4c6a7b5f17e4ee3484ae1b53c03d472b586|master|openstack/cinder|1465481231|09-JUN-16|1469211064|22-JUL-16|3729833|1
Id0a2f86a6549e187ca909164a7e5bb75769dcecc|master|openstack/nova|1469464982|25-JUL-16||||
Id0a3602cfc98aba62254586f0e98412eeb273157|master|openstack/glance|1475772885|06-OCT-16|1475834678|07-OCT-16|61793|1
Id0a3664eddf1ee26830998f4c73e89d0de5249d6|master|openstack/neutron|1437333485|19-JUL-15|1439572415|14-AUG-15|2238930|1
Id0a60c5eaf5e6a133d0f911ab00fc66540ade447|master|openstack/cinder|1466494199|21-JUN-16|1467879956|07-JUL-16|1385757|1
Id0a8cf7537fefd626df06064f915d2de7c1680c6|master|openstack/neutron|1466510131|21-JUN-16|1467123983|28-JUN-16|613852|1
Id0a8cf7537fefd626df06064f915d2de7c1680c6|stable/mitaka|openstack/neutron|1468321483|12-JUL-16|1468390148|13-JUL-16|68665|1
Id0a9444e5d48f62d6d02114f8668761647c2dae0|master|openstack/nova|1449553041|08-DEC-15|1449570339|08-DEC-15|17298|1
Id0a962f499074c14ff9cae53c1a45a9ea30abc3c|feature/crypto|openstack/swift|1450959407|24-DEC-15|1453206512|19-JAN-16|2247105|1
Id0ac9399ec39fef19ce71566670ed245c681192e|master|openstack/neutron|1427943387|02-APR-15|1430343999|29-APR-15|2400612|1
Id0ac9399ec39fef19ce71566670ed245c681192e|stable/kilo|openstack/neutron|1431071984|08-MAY-15|1432778397|28-MAY-15|1706413|1
Id0b2c28970ab61e45755818e3e0798daa4453ce7|master|openstack/neutron|1452148621|07-JAN-16|1452157233|07-JAN-16|8612|1
Id0b383be94063c6ff4bf23c335c482382c61aeef|master|openstack/nova|1472002570|24-AUG-16|1472119754|25-AUG-16|117184|1
Id0b421cc4341eb8a4980f162d73ace1a17eda992|master|openstack/nova|1464567423|30-MAY-16|1464685762|31-MAY-16|118339|1
Id0b8a9b7b11ee2cd249176cab403befdd9e06dbd|master|openstack/nova|1439218697|10-AUG-15|1439243196|10-AUG-15|24499|1
Id0bbfef2058363c22dc042c8d0793a1df7bac3aa|master|openstack/neutron|1461013683|18-APR-16|1461100308|19-APR-16|86625|1
Id0c20baf496b36423cbe40e3228973ba426656b9|master|openstack/cinder|1468496223|14-JUL-16|1468503798|14-JUL-16|7575|1
Id0c73dd56bcac9dee44938afafd414a233865415|master|openstack/cinder|1455140666|10-FEB-16||||
Id0caec5529f1b37a2abe22488b2f64f75fb56736|master|openstack/neutron|1474494973|21-SEP-16|1474507962|22-SEP-16|12989|1
Id0caec5529f1b37a2abe22488b2f64f75fb56736|stable/newton|openstack/neutron|1474526219|22-SEP-16|1474592987|23-SEP-16|66768|1
Id0cccdb5897a30eacbb3000e3b4a6b93d42e9a1f|master|openstack/nova|1442241118|14-SEP-15|1442956648|22-SEP-15|715530|-1
Id0ced1196718204dda8d51b26715e2f845792ca1|master|openstack/neutron|1424441921|20-FEB-15|1424726383|23-FEB-15|284462|1
Id0d20158ae753d245a541fca5ac4fafeecc9790a|master|openstack/swift|1470832237|10-AUG-16||||
Id0d4fc8d182c9417b59f56edd01f70b3d341ebc2|master|openstack/nova|1474027857|16-SEP-16|1474291825|19-SEP-16|263968|1
Id0d547e3c2faa8c1a0555e28cdb2e9d83956c1ac|master|openstack/cinder|1434724686|19-JUN-15|1434756658|19-JUN-15|31972|1
Id0d55ea4b992666848af1b1a055bc7841548cc6a|master|openstack/keystone|1429905411|24-APR-15|1431114866|08-MAY-15|1209455|1
Id0d946478a6a59f63f22117944309d3eb66013d3|master|openstack/nova|1461057374|19-APR-16|1461070908|19-APR-16|13534|1
Id0db0dabef98f7dd8331a5149e88dee0622917b3|master|openstack/cinder|1435670642|30-JUN-15|1436196984|06-JUL-15|526342|1
Id0de31aac3a1b0f33bac00cb5be56e2c440ace03|master|openstack/neutron|1474107845|17-SEP-16||||
Id0e091858a253ae62afdb2f435b53bcafd3efff0|master|openstack/neutron|1455771624|18-FEB-16||||
Id0e0970517a5d3414e0ed124b2b7b3a5b1973761|master|openstack/cinder|1457416939|08-MAR-16|1457454906|08-MAR-16|37967|1
Id0e2d2ef4a873e86e514d5784a957ea4f593a027|master|openstack/cinder|1469502490|26-JUL-16||||
Id0e483c662231f678bddff7ddf77cdb0b0e1a5db|master|openstack/nova|1433686261|07-JUN-15|1434544386|17-JUN-15|858125|1
Id0e600f0345f3a8b70f5229ce3275b0d98a330b6|master|openstack/nova|1439542893|14-AUG-15||||
Id0e7a8dd2773e6c31e3ad034a46e414230312db9|master|openstack/keystone|1467400346|01-JUL-16|1467741465|05-JUL-16|341119|1
Id0f3726069a00955d32cf394fccc39e2a149e5ca|master|openstack/nova|1476195299|11-OCT-16||||
Id0f5565667aba6121035301beb00e45c84c586ad|master|openstack/neutron|1450808063|22-DEC-15||||
Id0fa74a115be436137e0c94585294f4e131e5f5e|master|openstack/nova|1419262968|22-DEC-14|1421944494|22-JAN-15|2681526|1
Id0fce3c47749bcda28893e77ebef667c1c15a652|master|openstack/nova|1466196632|17-JUN-16||||
Id0ffd492afcbce596b0478fbcacca8bd05736929|master|openstack/nova|1444162109|06-OCT-15|1444226856|07-OCT-15|64747|1
Id105ca54c3179e209a6dad4679f01a21d1018e00|master|openstack/nova|1420723793|08-JAN-15||||
Id1081363610075f306eff7cf003c3355f283f1d1|master|openstack/swift|1452796580|14-JAN-16|1470940696|11-AUG-16|18144116|1
Id1123e590b200b31d1984fdad104f873cb58f32c|stable/icehouse|openstack/glance|1434362778|15-JUN-15|1434365243|15-JUN-15|2465|1
Id112912d8654ccd80817c2faa53ef7f3ad091c53|master|openstack/nova|1423679296|11-FEB-15||||
Id113e52985aca06afe415223a6ccf7f9a9930ae6|master|openstack/nova|1428978837|14-APR-15|1434011241|11-JUN-15|5032404|1
Id115fed2307543de6553fac2c38d776f507f4021|master|openstack/neutron|1424339003|19-FEB-15|1424471404|20-FEB-15|132401|1
Id118a64012ad10b197ba681ce5f1b2742eb135b4|master|openstack/neutron|1421335757|15-JAN-15|1431445698|12-MAY-15|10109941|1
Id1197669da443e604abbc773f658cfaa8b25e778|master|openstack/keystone|1452733374|14-JAN-16|1453318501|20-JAN-16|585127|1
Id119cfd96305819050ac454220da95c826d39351|master|openstack/glance|1465525024|10-JUN-16|1467120550|28-JUN-16|1595526|1
Id11c391da545bc3851a5b687f4b06e0d9239bdcd|master|openstack/swift|1439505483|13-AUG-15||||
Id11ffe107e175c1b55048a00a1549dccd4059332|master|openstack/nova|1464592040|30-MAY-16||||
Id122a5e1ad1d0441d6b75d081b2be3f276439a2a|master|openstack/nova|1425116959|28-FEB-15|1429788868|23-APR-15|4671909|1
Id122aa6395c534bee5287264c8951181f08d6f19|master|openstack/glance|1468323995|12-JUL-16|1468515313|14-JUL-16|191318|1
Id12419093b023982f67ee7a18f9cbf3a331ff323|master|openstack/nova|1468861097|18-JUL-16|1471522365|18-AUG-16|2661268|1
Id1268b53e68edf375e852d33d028e2da57e69bad|master|openstack/nova|1444219848|07-OCT-15|1445992845|28-OCT-15|1772997|1
Id1275c51e9adb865a3da9f0db007f3092b55b140|master|openstack/neutron|1433954807|10-JUN-15|1433993215|11-JUN-15|38408|1
Id12825477bc3e3a22a1178e4ddda7b59a3825fe8|master|openstack/nova|1429891140|24-APR-15|1430911346|06-MAY-15|1020206|1
Id128a81d2cf7108936715ee305012fbff23ffdbf|master|openstack/neutron|1440651217|27-AUG-15|1441146061|01-SEP-15|494844|1
Id128a81d2cf7108936715ee305012fbff23ffdbf|stable/kilo|openstack/neutron|1447803336|17-NOV-15|1448031433|20-NOV-15|228097|1
Id12b649c25a08b987943746daf20e29ab0957661|master|openstack/cinder|1473394492|09-SEP-16||||
Id12b9400198278cac70217a95b5d9f7a9240be9d|master|openstack/cinder|1469503262|26-JUL-16|1469704410|28-JUL-16|201148|1
Id12bc16cba7d9b8a283af0d392188a185abe439d|master|openstack/swift|1444312221|08-OCT-15|1444336503|08-OCT-15|24282|1
Id136eabacb00e4381c03f12d8484fc90a5eb48b1|master|openstack/nova|1420671574|07-JAN-15|1426185028|12-MAR-15|5513454|1
Id136eabacb00e4381c03f12d8484fc90a5eb48b1|stable/juno|openstack/nova|1429002741|14-APR-15|1429181173|16-APR-15|178432|1
Id1385e3a920df4ba99efd5ac8c9b0844132ea3a2|master|openstack/nova|1424790160|24-FEB-15|1424842369|25-FEB-15|52209|1
Id142f96c08b370fdef5813cc83741a37fd9ea9d4|master|openstack/nova|1474551042|22-SEP-16||||
Id1452db131740c68b3756a819792f9a60cff239c|master|openstack/keystone|1476680589|17-OCT-16||||
Id148938f2bc35b90531d4adec237c8ced9b7dc8e|master|openstack/nova|1469605314|27-JUL-16||||
Id14a87a8fefab0b7a403385808d6a19553b37db3|master|openstack/nova|1445427372|21-OCT-15|1455018191|09-FEB-16|9590819|-1
Id14c94dd658868037eeab1524a9984354cdb4071|master|openstack/nova|1438250628|30-JUL-15|1460990822|18-APR-16|22740194|1
Id14d698fa7e083e72c463732e227726448a86f6d|master|openstack/keystone|1460041001|07-APR-16|1462569655|06-MAY-16|2528654|1
Id151f24d750099f8ffc75315c65cf67076f3a31d|master|openstack/neutron|1467009635|27-JUN-16||||
Id152f91c72318e751519ba57874c487a217ba815|master|openstack/keystone|1440656170|27-AUG-15||||
Id157bd1e105051a583fea8e5107326289c551739|feature/qos|openstack/neutron|1438695115|04-AUG-15|1438758499|05-AUG-15|63384|1
Id1580348d4c2ff23d750363fa9a03576080c88c0|master|openstack/nova|1434573424|17-JUN-15||||
Id15811f94046fd8bb22153425bf5cafe6c045453|master|openstack/swift|1458647700|22-MAR-16|1458667110|22-MAR-16|19410|1
Id15b55b097641325ac68275fe4bb3ebe93718cdd|master|openstack/neutron|1474444296|21-SEP-16|1474469264|21-SEP-16|24968|1
Id15b55b097641325ac68275fe4bb3ebe93718cdd|stable/newton|openstack/neutron|1474482145|21-SEP-16|1474495178|21-SEP-16|13033|1
Id1601448f99755260903e9cd9918bb5fb4881029|master|openstack/keystone|1475979195|09-OCT-16||||
Id16396bf8ace02746fa30536898fd3e54aa44580|master|openstack/cinder|1438907479|07-AUG-15||||
Id165450ff4c1c7c6aac13a8916e2e72cfade199e|master|openstack/cinder|1457534531|09-MAR-16|1457610158|10-MAR-16|75627|1
Id16694807c180632c1785e9b1ebe8d1c79d885ab|master|openstack/glance|1455615662|16-FEB-16|1469910020|30-JUL-16|14294358|1
Id167b68dde07c52a476693ea7a24e7acf82f7cc3|master|openstack/cinder|1470349297|04-AUG-16||||
Id16e896dfd3b46b887ad31a8702c066f6ea18226|master|openstack/glance|1416761464|23-NOV-14||||
Id16ec54b54034f8e3187551ce0dd7eafc80d0fd7|master|openstack/neutron|1471409481|17-AUG-16|1476460075|14-OCT-16|5050594|1
Id170b9512b2f52a971264336d83b083d487359ee|master|openstack/neutron|1439418996|12-AUG-15|1441468999|05-SEP-15|2050003|1
Id171afb3e9bafacd8b77ace9087f6ee2317c4054|master|openstack/neutron|1428676498|10-APR-15||||
Id174ddc6cd61b55f80ff2d55d5fc7b462ae144fd|master|openstack/nova|1461354617|22-APR-16|1466068737|16-JUN-16|4714120|1
Id175816b967bd883524f7e3ecc6b03d11b2831f7|stable/kilo|openstack/keystone|1437705128|24-JUL-15|1439912119|18-AUG-15|2206991|1
Id17939914ebf8292dce76ccb7d0f6486c91f49e5|master|openstack/neutron|1428873560|12-APR-15|1429054290|14-APR-15|180730|1
Id179513c6010d827cbcbdda7692a920e29213bcb|master|openstack/swift|1436526396|10-JUL-15|1436546693|10-JUL-15|20297|1
Id179513c6010d827cbcbdda7692a920e29213bcb|stable/juno|openstack/swift|1438189811|29-JUL-15|1439877866|18-AUG-15|1688055|1
Id179513c6010d827cbcbdda7692a920e29213bcb|stable/kilo|openstack/swift|1438189788|29-JUL-15|1439877878|18-AUG-15|1688090|1
Id18065340d49dfd389d88cc625f5a80be8da9a50|master|openstack/neutron|1464284500|26-MAY-16|1464836047|02-JUN-16|551547|1
Id182469c4072827f987728f4e72933f97c8f1112|master|openstack/nova|1435332733|26-JUN-15|1435333697|26-JUN-15|964|1
Id182e89dad70df9d6d9988523861b8085d74c765|master|openstack/swift|1438375129|31-JUL-15|1439288941|11-AUG-15|913812|1
Id183fcb42b6caacc60b7530c82511afbe1d04611|master|openstack/nova|1469225446|22-JUL-16|1471806854|21-AUG-16|2581408|1
Id18ac5ab979b5f2cb49b69d8650248010e02fe76|feature/pecan|openstack/neutron|1434114300|12-JUN-15|1438382142|31-JUL-15|4267842|1
Id18ac5ab979b5f2cb49b69d8650248010e02fe76|master|openstack/neutron|1434437920|16-JUN-15||||
Id18b5503799922e4096bde296a9e7bb4f2a994aa|master|openstack/nova|1473415356|09-SEP-16|1473857412|14-SEP-16|442056|1
Id18e4421f5d8d776e28db02a1e912351b16febf2|master|openstack/glance|1392366118|14-FEB-14||||
Id18fbd2331a470dd175648e27890d766ead26871|master|openstack/neutron|1470218053|03-AUG-16|1471318915|16-AUG-16|1100862|1
Id18fe9f8488204e73d063d7771357eced82e441f|master|openstack/keystone|1426006695|10-MAR-15|1426618071|17-MAR-15|611376|-1
Id19a86def58b984e3a1ae3b8b6b43900a2b50c92|master|openstack/keystone|1425626306|06-MAR-15|1425638961|06-MAR-15|12655|1
Id19af911d5ae4e62971abe7501c2c60ea2fc99a9|master|openstack/neutron|1452847269|15-JAN-16|1453126680|18-JAN-16|279411|1
Id19af911d5ae4e62971abe7501c2c60ea2fc99a9|stable/liberty|openstack/neutron|1462479270|05-MAY-16|1465425647|08-JUN-16|2946377|1
Id1a0b1f780ab243e06f31d1dbfe82ddb4df26f82|master|openstack/nova|1441715775|08-SEP-15||||
Id1a28f840bd309a0be16a07b0858aebe03cc820b|master|openstack/nova|1471951414|23-AUG-16||||
Id1a4f662ec33ca0333c15eb210366bc850d0d54c|master|openstack/neutron|1429209834|16-APR-15|1431120341|08-MAY-15|1910507|1
Id1a4f662ec33ca0333c15eb210366bc850d0d54c|stable/kilo|openstack/neutron|1438195896|29-JUL-15|1438610870|03-AUG-15|414974|1
Id1a646cfbd11803a796205af8baa0ac783e9ec3a|master|openstack/cinder|1473167249|06-SEP-16|1473180769|06-SEP-16|13520|1
Id1a749433c3679f1b2adf87ea0a280366c5e4a15|master|openstack/cinder|1442343355|15-SEP-15|1446870809|07-NOV-15|4527454|1
Id1a749433c3679f1b2adf87ea0a280366c5e4a15|stable/liberty|openstack/cinder|1449079903|02-DEC-15|1449081377|02-DEC-15|1474|1
Id1a7f1236786e8606c91bb9925cd9ac8e95892b3|master|openstack/neutron|1444225971|07-OCT-15|1447675025|16-NOV-15|3449054|1
Id1abb333c19379de52ced5df64d497789166bc67|master|openstack/nova|1472155692|25-AUG-16||||
Id1ae35f845f7367d5f1f065c6fa637da7b980a2b|master|openstack/neutron|1429267569|17-APR-15|1429325848|18-APR-15|58279|1
Id1ae35f845f7367d5f1f065c6fa637da7b980a2b|stable/juno|openstack/neutron|1429567183|20-APR-15|1430523401|01-MAY-15|956218|1
Id1ae35f845f7367d5f1f065c6fa637da7b980a2b|stable/kilo|openstack/neutron|1429567169|20-APR-15|1430523378|01-MAY-15|956209|1
Id1afb9dfeec8bac4fc92e59ba67c7b98d985fedb|master|openstack/nova|1464328654|27-MAY-16||||
Id1b19986c4a740a512ef4cb9615a727321be1654|master|openstack/glance|1468025218|09-JUL-16|1468521851|14-JUL-16|496633|1
Id1b1e67d2813b746337b6b13ad593fbba6d4798b|master|openstack/neutron|1472123695|25-AUG-16||||
Id1b2884903c56d6cd78cb0fa8e068cc9eaff9665|master|openstack/neutron|1441204880|02-SEP-15||||
Id1b2babe420f4d10e564256fac5a54b60659c5e5|master|openstack/swift|1476382171|13-OCT-16|1476466135|14-OCT-16|83964|1
Id1b3e505b0c506a5e620fea6c0715d96608db1df|master|openstack/keystone|1435558576|29-JUN-15||||
Id1b4415cb5f263dc7afd9e25bd0da2b667f1c90a|master|openstack/keystone|1434402258|15-JUN-15|1442866258|21-SEP-15|8464000|1
Id1b4f4e99a5c51576eddadd5eb0c973c0d5b46b8|master|openstack/neutron|1436480748|09-JUL-15|1436805952|13-JUL-15|325204|1
Id1b5077c84449468810c4998666ce2647d5f2814|master|openstack/nova|1457920216|14-MAR-16||||
Id1b514509a36799eb120e70c2183d930f67b17c9|master|openstack/nova|1446844491|06-NOV-15|1446844836|06-NOV-15|345|-1
Id1b53c007443968c0f84460cbe4bc5840526b851|master|openstack/cinder|1433316806|03-JUN-15||||
Id1bc84a4a1f76759e64f172b17c00ffd23bcf323|master|openstack/neutron|1461225953|21-APR-16||||
Id1c1c108d4318061ea4b1512d04a150a73d1ba1d|master|openstack/nova|1425938369|09-MAR-15||||
Id1c51fe6070e09325cd83218ff56a69f8a3dd947|master|openstack/neutron|1436942170|15-JUL-15|1454576387|04-FEB-16|17634217|-1
Id1c66edc1baf8e409a8a9c45223baf43e54e2e73|master|openstack/neutron|1466350267|19-JUN-16||||
Id1c713b2d3047c5ee5746207d73059b19ce4563b|master|openstack/cinder|1457352815|07-MAR-16|1461100283|19-APR-16|3747468|1
Id1c7a520aa1bb58984b199c86aca2267b98e6b3e|master|openstack/neutron|1473153730|06-SEP-16||||
Id1c90d67c63e3b6d03a8c11dea4d62f988c98a83|stable/liberty|openstack/neutron|1470336331|04-AUG-16||||
Id1ca4ce7b134d9729e68661cedb2f5556e58d6ff|master|openstack/neutron|1473159111|06-SEP-16|1473419148|09-SEP-16|260037|1
Id1cd0143951a8086803fe739ea5f143adb1ee6ba|master|openstack/keystone|1428549335|09-APR-15|1446108005|29-OCT-15|17558670|1
Id1d23e44c5b7e8361e21c8568ff67f0012e5c097|master|openstack/cinder|1437057536|16-JUL-15|1437406956|20-JUL-15|349420|1
Id1d7250b5cff142d54004f604e6c2ae04709958b|master|openstack/nova|1426788542|19-MAR-15|1426800322|19-MAR-15|11780|1
Id1dbf98ecf23e401f696a575dfea80fac2e297ed|master|openstack/glance|1448892966|30-NOV-15|1448915593|30-NOV-15|22627|1
Id1dcc9a7653f1317532da2eb83aa1ecbb5cf5ec8|master|openstack/cinder|1452542855|11-JAN-16|1452608181|12-JAN-16|65326|1
Id1dcc9a7653f1317532da2eb83aa1ecbb5cf5ec8|stable/liberty|openstack/cinder|1452807022|14-JAN-16|1455220738|11-FEB-16|2413716|1
Id1de23979ee3bf391c1a65fc9845f5bd1d4fbb21|master|openstack/glance|1432223189|21-MAY-15||||
Id1e32cd50dfd14162e69891a8a564136652c8d3e|master|openstack/glance|1472570838|30-AUG-16|1472674468|31-AUG-16|103630|-1
Id1e369e4546c093edc8a94f49f00842ad65607cc|master|openstack/nova|1422860994|02-FEB-15|1422904534|02-FEB-15|43540|1
Id1e55c81223da6ed15137ee5d5c104ef07087209|master|openstack/keystone|1424470614|20-FEB-15||||
Id1e75f456d4c0ef5b87bf3efe810e9fcfa4cce1d|master|openstack/nova|1422995005|03-FEB-15|1423079849|04-FEB-15|84844|1
Id1e75f456d4c0ef5b87bf3efe810e9fcfa4cce1d|stable/juno|openstack/nova|1432073146|19-MAY-15|1433253457|02-JUN-15|1180311|1
Id1e781291f711865fd783ed5e0208694097b7024|master|openstack/neutron|1438873392|06-AUG-15|1439506791|13-AUG-15|633399|1
Id1ec725fd89cd32260b7be4eead24a0fc84abfe1|master|openstack/keystone|1435523617|28-JUN-15|1439846045|17-AUG-15|4322428|1
Id1ec725fd89cd32260b7be4eead24a0fc84abfe1|stable/kilo|openstack/keystone|1439994370|19-AUG-15|1442356429|15-SEP-15|2362059|1
Id1ee9551196b175d542b0990dff03d00c3c3a6b8|master|openstack/swift|1429057541|15-APR-15||||
Id1f09edaa4fb803d522dd1859f6f3ca8b18771ab|master|openstack/cinder|1460053331|07-APR-16|1469231636|22-JUL-16|9178305|1
Id1f21c889a526abc4198d123a419330a1ed11ab1|master|openstack/nova|1422020605|23-JAN-15|1454673510|05-FEB-16|32652905|1
Id1f52745ed8852840017667ed462d0a78d9feacc|master|openstack/nova|1445280177|19-OCT-15||||
Id1f5ccac3c639a44b33780b001e401bab195d8b3|master|openstack/keystone|1467985401|08-JUL-16|1474433469|21-SEP-16|6448068|1
Id1f87e89e9655b548afc3b1fb118cd9c74353626|master|openstack/nova|1433404122|04-JUN-15|1433686676|07-JUN-15|282554|1
Id1f89c89fa23d19e9229af7e80df179b6e17a635|master|openstack/keystone|1459784198|04-APR-16|1461136860|20-APR-16|1352662|1
Id1feafae4cd50e3695e641d754b4f02a197bf5f8|master|openstack/nova|1471039008|12-AUG-16||||
Id1ff0484121be2be5d3e265149771fc8b8ae632a|master|openstack/keystone|1473280917|07-SEP-16|1473372508|08-SEP-16|91591|1
Id1ff7742308ed816038a5c44ec548afa26612b95|master|openstack/swift|1449011470|01-DEC-15|1452675516|13-JAN-16|3664046|1
Id201f35ec12811734a6af81d65746f505fd64096|master|openstack/nova|1460283202|10-APR-16||||
Id2024ae2b1c60f39a1bb5d2561f25c3bba38f317|master|openstack/cinder|1421234601|14-JAN-15||||
Id206d52a23388b73510faed8a06c4718cc919224|master|openstack/neutron|1425631877|06-MAR-15|1426760534|19-MAR-15|1128657|1
Id20b9340a017922b29d8bf9558825697a7f1f6f1|master|openstack/swift|1443845952|03-OCT-15|1443846522|03-OCT-15|570|1
Id20eb62eb5baebb3814e7af5676badb94f17dee5|master|openstack/swift|1460220629|09-APR-16|1460223043|09-APR-16|2414|1
Id21853498af9f424fe5f5cf7f37017e89a4d67b9|master|openstack/swift|1439559492|14-AUG-15||||
Id2186fb529a0eabbbbfda4ce30c63c90eeefebaa|master|openstack/nova|1449113962|03-DEC-15|1449147324|03-DEC-15|33362|1
Id21d94a73f601561cb5f3e00ae25f4a5e4087716|master|openstack/keystone|1464354866|27-MAY-16|1467598863|04-JUL-16|3243997|1
Id21f923d05600b902f2239e25ef01716c07e74a3|master|openstack/glance|1422285856|26-JAN-15|1425929804|09-MAR-15|3643948|1
Id2221c98eaa350894380c500f04dcfa50aa1c996|feature/qos|openstack/neutron|1438001311|27-JUL-15||||
