ID|BRANCH|PROJECT|CREATEDON|P_CREATEDON|R_GRANTEDON|P_R_GRANTEDON|TIMEINSECOND|POSITIVITY
I1a61d7cfe413bbda546d4d3fc1b245ba6cdc28ca|master|openstack/nova|1450387746|17-DEC-15|1450762016|22-DEC-15|374270|1
I1a66128ea0cf325d715b15859dcd3375142cafc1|master|openstack/glance|1444054103|05-OCT-15|1444983831|16-OCT-15|929728|1
I1a676f35828e46fcedf339235ef7be388341f91e|master|openstack/neutron|1458655275|22-MAR-16|1458772991|23-MAR-16|117716|1
I1a6789304f988cece986b4a36a6847e9c1c16961|master|openstack/cinder|1463108070|13-MAY-16|1463154726|13-MAY-16|46656|1
I1a681b13cfbef40bf6c21271fb80966517fb1ec5|master|openstack/keystone|1445635337|23-OCT-15|1450133379|14-DEC-15|4498042|1
I1a69a9b09b5e69dc89f9c2a905359b86da1d2543|master|openstack/nova|1438880685|06-AUG-15|1438892183|06-AUG-15|11498|1
I1a6b11ced0dc053903e91378203f5afb5740fa79|master|openstack/nova|1444163587|06-OCT-15|1447675050|16-NOV-15|3511463|1
I1a6e4501122c4781e103fd83a146e0914c7671c9|master|openstack/nova|1437486052|21-JUL-15|1441206303|02-SEP-15|3720251|1
I1a70fec5568468c088f60986b9edd8bd1bf97314|master|openstack/nova|1458338655|18-MAR-16|1458582887|21-MAR-16|244232|1
I1a731c7606a7dee0295b1604b582447d2da6e750|master|openstack/cinder|1457364589|07-MAR-16|1457701071|11-MAR-16|336482|1
I1a74e4b17494a693cd184a387649bf4559e4592c|master|openstack/cinder|1448960120|01-DEC-15||||
I1a75c0e10ec5a241068cf4c28199a57da7fc2974|master|openstack/cinder|1435347734|26-JUN-15|1439823232|17-AUG-15|4475498|1
I1a776cf12e634731dda68165190427034cf62dda|master|openstack/nova|1441113002|01-SEP-15||||
I1a78b636ab08e7b7bbb6a951e53199be2df5587d|master|openstack/cinder|1474629875|23-SEP-16||||
I1a7ee2b92367d2d59932b8b39372a055bf19951b|master|openstack/neutron|1422460470|28-JAN-15|1424236528|18-FEB-15|1776058|1
I1a7ee2b92367d2d59932b8b39372a055bf19951b|stable/juno|openstack/neutron|1425470139|04-MAR-15|1426125151|12-MAR-15|655012|1
I1a802dde53f25f945eadd235574e9c342a770443|master|openstack/keystone|1426063992|11-MAR-15|1427983905|02-APR-15|1919913|1
I1a8a44530be29292561e90d6f7bd7ed512a88ee3|master|openstack/nova|1467610054|04-JUL-16|1469538962|26-JUL-16|1928908|1
I1a92077d6c820b4c727b440438d4c06fc20e58e2|master|openstack/nova|1449775744|10-DEC-15||||
I1a939c549a347004cbe4ca3a3d9307fbb71083ba|master|openstack/neutron|1467841346|06-JUL-16|1467873963|07-JUL-16|32617|1
I1a96233ee3deebdb143645b4be3a7b4068b2b165|master|openstack/keystone|1467890671|07-JUL-16|1468277248|11-JUL-16|386577|1
I1a99dec00a593d4d22f057114261f3521a4e8ac4|master|openstack/cinder|1457073338|04-MAR-16|1457097663|04-MAR-16|24325|1
I1a9aff4a4c7ea09a8136b3a26d9c22fb270d6226|master|openstack/glance|1468872196|18-JUL-16|1472565488|30-AUG-16|3693292|1
I1a9bb58626fd77000d297cf508ddf78293be21db|master|openstack/nova|1473176184|06-SEP-16||||
I1a9bec0e96a8ac4a8da2abaedefe0e56a950c87f|master|openstack/nova|1452271139|08-JAN-16||||
I1a9efa92b59da9a208d0f8e2ba385aee10dd31df|stable/kilo|openstack/keystone|1430250976|28-APR-15|1433750587|08-JUN-15|3499611|1
I1aa0e8ad74d37389ad1feecef113ab8e260dfd0f|master|openstack/cinder|1466491538|21-JUN-16|1467427361|02-JUL-16|935823|1
I1aa221d2019853f905f2b8421dd45b0a3102baf0|master|openstack/neutron|1420621173|07-JAN-15||||
I1aa3a5fd837d9156da4643a367013c869ed8bf9d|master|openstack/neutron|1448495228|25-NOV-15|1449078498|02-DEC-15|583270|1
I1aa6473d44f2be1c39c39e8532fffdda93a95e26|master|openstack/nova|1449694690|09-DEC-15|1453684661|25-JAN-16|3989971|1
I1aa72bbad532faa3ebad9fd57a4156ec3137dff6|master|openstack/nova|1470687859|08-AUG-16||||
I1aaaad5fb713434c47abfd9d33932f06f8f3202b|master|openstack/cinder|1423549150|10-FEB-15||||
I1aaba936cb334f6befa446de8a13f7d7448c8a39|master|openstack/keystone|1441114407|01-SEP-15|1441191611|02-SEP-15|77204|1
I1aace00479274d20435b178aa8f6e425ad9b6e9f|master|openstack/nova|1444737482|13-OCT-15||||
I1aaebb28c3c9ca2ede9e900428fb5c7eef6d29e6|master|openstack/neutron|1463462524|17-MAY-16|1463619937|19-MAY-16|157413|1
I1aaf4b651f738febc26b0e1105aeabe066bca2a0|master|openstack/neutron|1445439216|21-OCT-15|1447337730|12-NOV-15|1898514|1
I1aaf4b651f738febc26b0e1105aeabe066bca2a0|stable/kilo|openstack/neutron|1449758320|10-DEC-15|1450103976|14-DEC-15|345656|1
I1aaf4b651f738febc26b0e1105aeabe066bca2a0|stable/liberty|openstack/neutron|1448985026|01-DEC-15|1449238361|04-DEC-15|253335|1
I1ab0c33f7ac4690b72a14e7748356a6ec22c9308|master|openstack/nova|1422020605|23-JAN-15|1453824206|26-JAN-16|31803601|1
I1ab1a2625650a828b94c0af2147b0aa53a652a82|master|openstack/nova|1438334931|31-JUL-15|1439462588|13-AUG-15|1127657|1
I1ab518553cf757ae35548fa89b6c8fee7ec32b8d|master|openstack/nova|1416857060|24-NOV-14|1425603004|06-MAR-15|8745944|1
I1abc7618b5431d4c3e0b84c2d59f83f8eb5a4ffe|master|openstack/neutron|1473322814|08-SEP-16|1473820533|14-SEP-16|497719|1
I1abe6b4b266c7a0a4f791f901684502a6c8e29ee|master|openstack/nova|1444043949|05-OCT-15|1476189661|11-OCT-16|32145712|1
I1ac39a43d63650ab020b180eefb3a24a946328d2|master|openstack/cinder|1422421426|28-JAN-15|1422544189|29-JAN-15|122763|1
I1ac67480569a4787692be86468d4f0a3206dd03b|master|openstack/nova|1402627252|13-JUN-14||||
I1ac68ad1acfa116c09e0adfa119db0b2cad125d4|master|openstack/neutron|1471553555|18-AUG-16||||
I1ac8c3bd549055d5a13e0f5785dede42d710cf9d|master|openstack/keystone|1449866148|11-DEC-15|1450111718|14-DEC-15|245570|1
I1ac8c3bd549055d5a13e0f5785dede42d710cf9d|stable/liberty|openstack/keystone|1462898486|10-MAY-16|1462902198|10-MAY-16|3712|1
I1ac8f3a5da63090d559f97862e3b0c3efb7bfa39|master|openstack/cinder|1422449558|28-JAN-15||||
I1acc6473cd8899d01eb448467b7d1597e789957e|master|openstack/nova|1425029467|27-FEB-15|1425565844|05-MAR-15|536377|1
I1acfebe66d4b339dd74da37be47a3e6e4a88d044|master|openstack/nova|1475282033|01-OCT-16||||
I1ad3f795925503e59bf51ee3148871a88e9eecf0|master|openstack/nova|1433523806|05-JUN-15|1439243305|10-AUG-15|5719499|1
I1ad3f795925503e59bf51ee3148871a88e9eecf0|stable/kilo|openstack/nova|1439464486|13-AUG-15||||
I1ad57b5bd1986360416948fd00dec22456dc29a7|stable/icehouse|openstack/nova|1429804475|23-APR-15|1432834515|28-MAY-15|3030040|1
I1ad57b5bd1986360416948fd00dec22456dc29a7|stable/juno|openstack/nova|1429801379|23-APR-15|1430664009|03-MAY-15|862630|1
I1ad63b8cf63a9fd32bf25b87be7bb0968944b853|master|openstack/cinder|1462936832|11-MAY-16||||
I1ad745fe809367d22649c83f38c4de7a74cac44e|master|openstack/swift|1463430915|16-MAY-16||||
I1ad7491c54023915c74610287a5095589f12d5c1|master|openstack/keystone|1437147220|17-JUL-15|1437148348|17-JUL-15|1128|1
I1ad7491c54023915c74610287a5095589f12d5c1|stable/kilo|openstack/keystone|1437148385|17-JUL-15|1438720329|04-AUG-15|1571944|1
I1ada088717cf826bbb84651486cd186c34567743|master|openstack/keystone|1427214667|24-MAR-15||||
I1adbfe91be888ffb855fd81b09767190412365eb|stable/icehouse|openstack/glance|1416072928|15-NOV-14|1421318966|15-JAN-15|5246038|1
I1ae76ef6dfaaeaef65891babf34e4a6de5204f7a|master|openstack/keystone|1447727203|17-NOV-15|1447727893|17-NOV-15|690|1
I1aea7a2cf43b5d25e72db5735e523f6a795bd3fc|master|openstack/neutron|1443629753|30-SEP-15||||
I1aec8038774828d48da4b0e831b390e33243809a|master|openstack/cinder|1444639187|12-OCT-15|1444642667|12-OCT-15|3480|1
I1aec8038774828d48da4b0e831b390e33243809a|stable/kilo|openstack/cinder|1444671089|12-OCT-15|1444675633|12-OCT-15|4544|1
I1aec8038774828d48da4b0e831b390e33243809a|stable/liberty|openstack/cinder|1444661289|12-OCT-15|1444761794|13-OCT-15|100505|-1
I1aecb2e7c4d8cb8f239072d1cb9df3db29dcedde|feature/qos|openstack/neutron|1436444184|09-JUL-15|1436797129|13-JUL-15|352945|1
I1af372f6f18038e8fc63076b4e399d0ae86f5a23|master|openstack/nova|1435964830|03-JUL-15|1436372992|08-JUL-15|408162|1
I1af48728b28da9780a2a78f3110e1c7487047ff8|master|openstack/swift|1453440871|22-JAN-16|1455857481|19-FEB-16|2416610|1
I1afaa7206bd964409c343abcc385eff9dbf6b2ed|master|openstack/glance|1472684718|31-AUG-16|1472697324|01-SEP-16|12606|1
I1afdf66c25dbea46588ee7b205fa6394b08c1de8|master|openstack/neutron|1425638067|06-MAR-15|1425662115|06-MAR-15|24048|1
I1afe91af3dbc4f31a6ffa98136c3f170bde970c4|master|openstack/cinder|1441050937|31-AUG-15||||
I1b014506b1c83eb309991a6e581f9ef4189e0f2d|master|openstack/keystone|1438079789|28-JUL-15|1438107856|28-JUL-15|28067|1
I1b0189e7c6619bc77c4681b207c019c883a114b7|master|openstack/nova|1435622542|30-JUN-15|1436810504|13-JUL-15|1187962|1
I1b0356c7b9d7e493c8501ce388ca4bc855b1e517|master|openstack/cinder|1436564478|10-JUL-15|1436753502|13-JUL-15|189024|1
I1b043b36c313ee8e543973bbeb992b319a003bbe|master|openstack/neutron|1418960290|19-DEC-14||||
I1b093c837efe8c2a64e92075ebd5e1b93e30efb9|master|openstack/swift|1457377673|07-MAR-16|1457476780|08-MAR-16|99107|1
I1b099c685dbc45f2ae172b3c34d412cd9dcde4b6|master|openstack/nova|1418895068|18-DEC-14||||
I1b09f84a7670176fd8994b938f4576359de7b845|master|openstack/keystone|1469135169|21-JUL-16||||
I1b0a478997371afeae34c0536d5fed7a18223f63|master|openstack/neutron|1421218058|14-JAN-15|1421782635|20-JAN-15|564577|1
I1b0a478997371afeae34c0536d5fed7a18223f63|stable/juno|openstack/neutron|1421879274|21-JAN-15|1422505698|29-JAN-15|626424|1
I1b0e8d55ff498c57ff25e5d47078f59c95734dc6|master|openstack/nova|1418223978|10-DEC-14|1421951433|22-JAN-15|3727455|1
I1b1044a506d7e3657ec360489fb236c6e5214688|master|openstack/glance|1436766688|13-JUL-15|1437001960|15-JUL-15|235272|1
I1b10f5d3233378ef9d8ef7b82659d3e775dac6b7|master|openstack/neutron|1422920822|02-FEB-15|1423518060|09-FEB-15|597238|1
I1b16e20a3159405f40c228f60bc458c744a0f0fc|master|openstack/neutron|1446200370|30-OCT-15||||
I1b18282be474386275c0ddd0dc2f8272b425d39b|stable/mitaka|openstack/cinder|1470751784|09-AUG-16|1473777546|13-SEP-16|3025762|1
I1b18d8c2ff0b7d95dfd1927315fe854f21476322|master|openstack/glance|1420024813|31-DEC-14||||
I1b1de019a67fe771bcde935851429477228d88a6|master|openstack/keystone|1412697322|07-OCT-14||||
I1b237d1a8a68cd64f8a60f5d34fb1a6c3ab86e82|master|openstack/nova|1454381957|02-FEB-16|1455530756|15-FEB-16|1148799|1
I1b2403b9b2af510f127ce1ea47604d53eef3850c|master|openstack/keystone|1427205523|24-MAR-15|1427416669|27-MAR-15|211146|1
I1b26952609c609114dc23ffb34609b7a9aed2ebf|master|openstack/cinder|1443516273|29-SEP-15|1443525177|29-SEP-15|8904|1
I1b2875aa275a72b4f434d8c3d20c82b176ec4dc0|master|openstack/cinder|1467837610|06-JUL-16|1469020814|20-JUL-16|1183204|1
I1b2aae0cabc20909cf3b0a405d5e31c5d91148b2|master|openstack/keystone|1455074204|10-FEB-16|1456080174|21-FEB-16|1005970|1
I1b2bd4100c19004f12822c414aefc86aae9849db|master|openstack/neutron|1432752277|27-MAY-15|1432826207|28-MAY-15|73930|1
I1b2fd6fffc1ea13f2f777d228ff5c3e1849b6b67|feature/ec|openstack/swift|1427389192|26-MAR-15|1427672112|29-MAR-15|282920|1
I1b38d131249d59fa486a07024d4b1ec61e693d59|master|openstack/neutron|1476462522|14-OCT-16||||
I1b39ef719aa9dfcaec83b0d444baf41bb27ee813|master|openstack/nova|1462993147|11-MAY-16|1464008727|23-MAY-16|1015580|1
I1b4469f3c90915cdfd6462c0517f6924b263fef6|master|openstack/neutron|1447377241|13-NOV-15|1447656106|16-NOV-15|278865|1
I1b46680d43c41ed98fdc593bc7f4c670e9f3dc29|master|openstack/cinder|1421277394|14-JAN-15||||
I1b46878bd5d1172cca49b7a7bbb7cabb8a02ed11|master|openstack/nova|1426592348|17-MAR-15|1433297087|03-JUN-15|6704739|1
I1b46b3dff1299c1bb8240b4e5dacb61a9c0dc3c2|master|openstack/cinder|1411478706|23-SEP-14||||
I1b47ae07cf8a4245df00b9dc25e6000428bdc4f2|master|openstack/nova|1428930623|13-APR-15|1442204559|14-SEP-15|13273936|1
I1b48a66da5a0d8726490f50c2ee58352c42d9587|master|openstack/cinder|1420594523|07-JAN-15|1421430759|16-JAN-15|836236|1
I1b4c62da3e6d91add3ee0218707c1628c8f04b33|master|openstack/swift|1435558078|29-JUN-15|1436375749|08-JUL-15|817671|1
I1b4db7753d2f9ac383cdd02385186bce2d7c0143|master|openstack/cinder|1468348272|12-JUL-16||||
I1b4e89d8b4a236e5f1e328be3d8ee54eceb37e2a|master|openstack/nova|1418216890|10-DEC-14|1429639605|21-APR-15|11422715|1
I1b51550437994fbe78d4db904641d4d9fb75d82e|master|openstack/neutron|1441883228|10-SEP-15|1442339387|15-SEP-15|456159|1
I1b51550437994fbe78d4db904641d4d9fb75d82e|stable/kilo|openstack/neutron|1442874366|21-SEP-15|1443032850|23-SEP-15|158484|1
I1b532f6e071c5ead0fc5e3ad1aaf364577f4d0ee|master|openstack/nova|1462536151|06-MAY-16||||
I1b56a63d6044602b0af1a71bc97c3ac6d7cef05f|master|openstack/nova|1464259481|26-MAY-16|1467016820|27-JUN-16|2757339|1
I1b5a448b5628f423c4faf58e6e8af978f27e8a8a|master|openstack/nova|1453749363|25-JAN-16|1459788024|04-APR-16|6038661|1
I1b5bce2760465aee2791041f0f1b6797b8853f6f|master|openstack/glance|1445419927|21-OCT-15||||
I1b5d5155306c39c528af4037a5f54cf3d4dc1ffa|master|openstack/cinder|1456509582|26-FEB-16|1470410771|05-AUG-16|13901189|1
I1b5fd5fbf08939c3bdc29298c77f1f11aec07a29|master|openstack/keystone|1421177451|13-JAN-15|1427154430|23-MAR-15|5976979|1
I1b60955ed4433c37d7ae42b238a15cb5ed74e2c4|master|openstack/nova|1422243158|26-JAN-15|1424091593|16-FEB-15|1848435|1
I1b64cfd67a07010c7ba21f31916b73ab567be5a5|feature/crypto|openstack/swift|1460042723|07-APR-16|1460393458|11-APR-16|350735|1
I1b66260c7cfbc3b989ad15a1475d680bf8e72375|master|openstack/neutron|1424709472|23-FEB-15||||
I1b69e57309df0b6dc675009f42cef34fd501b179|master|openstack/cinder|1459783160|04-APR-16|1460734321|15-APR-16|951161|1
I1b6a6c3b79b8b7b8830c2d802a877ed7b3e65866|master|openstack/keystone|1429623019|21-APR-15||||
I1b6c8a5873edffdf4a091334b2cc0c9ce041aa62|master|openstack/keystone|1470966785|12-AUG-16|1471026617|12-AUG-16|59832|1
I1b6f4438d0557ee5695349742885748dbb52eec7|master|openstack/nova|1474313353|19-SEP-16||||
I1b6ff49294977bf086213355c240640117338dab|master|openstack/cinder|1463398259|16-MAY-16|1465218797|06-JUN-16|1820538|1
I1b7008bc6a9dd7d23a651023fd540eec3e46f072|master|openstack/neutron|1440711850|27-AUG-15|1440714561|27-AUG-15|2711|1
I1b70bee41f6c42585d0df40a4ae59c33f038b58c|master|openstack/cinder|1473850326|14-SEP-16|1473945288|15-SEP-16|94962|1
I1b729241aa76b2dcb053b51c69d28e1c5359b4f7|master|openstack/neutron|1420735001|08-JAN-15|1424145633|17-FEB-15|3410632|1
I1b7607bea25198d4431e4891b1ed0504d9ed9f94|master|openstack/keystone|1438368618|31-JUL-15||||
I1b7aebb9f7d44ff8312b98c88093bf01f44dfa58|master|openstack/nova|1463027536|12-MAY-16|1463434316|16-MAY-16|406780|1
I1b7b2573de4380576dd8b801ed59d8955b0ab72a|master|openstack/nova|1469822555|29-JUL-16|1475853205|07-OCT-16|6030650|1
I1b7b2573de4380576dd8b801ed59d8955b0ab72a|stable/newton|openstack/nova|1476082685|10-OCT-16|1476660710|16-OCT-16|578025|1
I1b7b72bcc0a0455803a4e99dd17a9732b0dd7a8d|master|openstack/glance|1421765860|20-JAN-15|1427794125|31-MAR-15|6028265|1
I1b7bd1773bcd12ab282e77ee0dc41c27846fb66b|stable/kilo|openstack/neutron|1429520938|20-APR-15|1429775333|23-APR-15|254395|1
I1b7d34ee0839c96fff340b25ebd07edf0389e24a|master|openstack/nova|1424298613|18-FEB-15||||
I1b7d4611215a471d5c24eb3d7208dcddb7e015f4|feature/qos|openstack/neutron|1437148795|17-JUL-15|1437293140|19-JUL-15|144345|1
I1b817000f5208482553afa55bcaed414006b0f51|master|openstack/keystone|1427522694|28-MAR-15|1427609147|29-MAR-15|86453|1
I1b87d89367ab534164394f9f18e81223ff4111ce|master|openstack/neutron|1474468229|21-SEP-16|1474475905|21-SEP-16|7676|1
I1b87d89367ab534164394f9f18e81223ff4111ce|stable/liberty|openstack/neutron|1474487384|21-SEP-16|1474506550|22-SEP-16|19166|1
I1b87d89367ab534164394f9f18e81223ff4111ce|stable/mitaka|openstack/neutron|1474487293|21-SEP-16|1474506549|22-SEP-16|19256|1
I1b87d89367ab534164394f9f18e81223ff4111ce|stable/newton|openstack/neutron|1474487288|21-SEP-16|1474499927|21-SEP-16|12639|1
I1b8843132394c39324c19bc46dded974625775a9|master|openstack/nova|1457126373|04-MAR-16|1457619052|10-MAR-16|492679|1
I1b8a75ad859eeaf1cd3e81cc6eddd0bdb505586e|master|openstack/keystone|1467228006|29-JUN-16|1467396000|01-JUL-16|167994|1
I1b8e108d9f359ca69550d9811e54bd106c21a6af|master|openstack/keystone|1424966440|26-FEB-15||||
I1b8e29ae3ea460e2f3d59e00505770ef765e3560|master|openstack/keystone|1456836957|01-MAR-16|1456926763|02-MAR-16|89806|1
I1b8ed531be91faeb0067aad7338bd8868d16e50d|master|openstack/nova|1421959135|22-JAN-15|1422238781|26-JAN-15|279646|1
I1b90140dd150a2d23d30d39623047868d55b204b|master|openstack/neutron|1467831808|06-JUL-16|1468005499|08-JUL-16|173691|1
I1b91753846a2be011216a418d3f95f907fe2abe7|master|openstack/nova|1471253988|15-AUG-16|1471388692|16-AUG-16|134704|1
I1b96501152d8dea20d24142994e01fefdfc8fd6b|master|openstack/swift|1441474528|05-SEP-15|1441477291|05-SEP-15|2763|-1
I1b995a8d224acb770356f69a8fdcddc5af0d661b|master|openstack/keystone|1426080489|11-MAR-15|1426086461|11-MAR-15|5972|1
I1b99c6ed61eab71382e6ee25333b23e6fd0070af|master|openstack/nova|1461019012|18-APR-16|1461236975|21-APR-16|217963|1
I1b9a07aaf6957f062cd8632c7ca8b9d87c4afe20|master|openstack/neutron|1444681875|12-OCT-15|1445446834|21-OCT-15|764959|1
I1b9f3669f92f4590d1bf21a6d90c3b323b725c3f|master|openstack/neutron|1461968823|29-APR-16|1462224012|02-MAY-16|255189|1
I1ba0f1e78409c3e04e1ab7c38b5d2979bf073594|master|openstack/cinder|1426031957|10-MAR-15||||
I1ba1f1a1f3a211e805260817ba76f9e7bb6c0c4c|master|openstack/keystone|1448204821|22-NOV-15|1448231434|22-NOV-15|26613|1
I1ba4935934b0dc6b6077d18761023ad50462c8b8|master|openstack/keystone|1418831907|17-DEC-14|1433211183|02-JUN-15|14379276|1
I1ba49e0375b03bf84c74c0d0a79abfcb057b33d1|master|openstack/neutron|1446766308|05-NOV-15||||
I1ba52d83907fd094be7c8480c5a5bf918876caa5|master|openstack/cinder|1468595440|15-JUL-16||||
I1ba69084e385fccbb54321a50500604393f886be|master|openstack/nova|1427481464|27-MAR-15|1428507928|08-APR-15|1026464|1
I1ba6feaf215f62d1730340181976f25c26150b56|master|openstack/nova|1449694690|09-DEC-15|1453391107|21-JAN-16|3696417|1
I1ba959fa1e4ae4fb407faaff0ab97ae59450c398|master|openstack/neutron|1467309934|30-JUN-16|1467422245|02-JUL-16|112311|-1
I1bb0755fa1379f3dad4241e7ae8d50c4c842d89e|master|openstack/neutron|1444223193|07-OCT-15|1444390760|09-OCT-15|167567|1
I1bb3674f35f83e2a33243103a267b4aff70f852e|master|openstack/nova|1465395872|08-JUN-16||||
I1bb4bf6969e18ed345f208ed099a692ada5aa4c0|master|openstack/neutron|1417585946|03-DEC-14|1421985031|23-JAN-15|4399085|1
I1bb65e34a8a76dd7d13619305758a65a74341984|master|openstack/nova|1463391523|16-MAY-16|1474907897|26-SEP-16|11516374|1
I1bb72c7425a25786ba36bd97945e6ed8b52eb36a|master|openstack/nova|1462469078|05-MAY-16||||
I1bb924679ee41f48933b86b5509700ab716507f7|master|openstack/nova|1434446626|16-JUN-15|1439585604|14-AUG-15|5138978|1
I1bbdb1a6bd8a2ce5c29669507674b68290311136|master|openstack/nova|1439203824|10-AUG-15|1459910467|06-APR-16|20706643|1
I1bbe7be38806fc1c8b9181a722933c18a6c76e05|master|openstack/swift|1446635428|04-NOV-15|1449696051|09-DEC-15|3060623|1
I1bbe87f28d0c518a2b5b295f38514354d83670bb|master|openstack/cinder|1425512556|04-MAR-15||||
I1bbeec6a464d6dc26493e0653c256bb316588836|master|openstack/neutron|1459429458|31-MAR-16||||
I1bc3f8b69c337f7c1cf7375509a0da61def9baf1|master|openstack/neutron|1457074035|04-MAR-16||||
I1bc4b9fe30c5f6a788d3e85117d2d66fe707593b|master|openstack/nova|1425288709|02-MAR-15|1426536114|16-MAR-15|1247405|1
I1bcc115ee642f80f44e6176587e14f853bd366ee|master|openstack/keystone|1452068170|06-JAN-16|1452099113|06-JAN-16|30943|1
I1bd02d5834814959a93601fe53f115d0f9cc08a8|master|openstack/keystone|1453166510|19-JAN-16|1453229560|19-JAN-16|63050|1
I1bd15c03cf3df9e1ec16a518383407eff5594f56|master|openstack/cinder|1473318124|08-SEP-16|1473688224|12-SEP-16|370100|1
I1bd1fd4059559e790ed8bc8b29a4b6cb9ceea490|master|openstack/nova|1434675266|19-JUN-15|1438195410|29-JUL-15|3520144|1
I1bd35434ce186e1fb49d56c621bff3f09aa90138|master|openstack/nova|1434108751|12-JUN-15|1434467750|16-JUN-15|358999|1
I1bd6fea18f92a914270b7d6f1a3f2462fc235b04|master|openstack/keystone|1468538923|14-JUL-16|1468640090|16-JUL-16|101167|1
I1bd72cde1586a30454fee9da00cea1b1d65a53f9|master|openstack/nova|1438915390|07-AUG-15|1439291279|11-AUG-15|375889|1
I1bda8c75c6f54ad01c2d39106798a9c828595862|master|openstack/nova|1450371265|17-DEC-15|1452045099|06-JAN-16|1673834|1
I1bdaf00299ac6f9f45128b754b79be6700f44304|master|openstack/cinder|1458113384|16-MAR-16|1458134690|16-MAR-16|21306|1
I1bde23f2ffeb8ed562e8c3f195a0cfe75fb455b3|master|openstack/nova|1459796128|04-APR-16|1459849275|05-APR-16|53147|1
I1bdf8371f649ce95c5d161ddae3d62990fe5b3c2|master|openstack/swift|1429867428|24-APR-15||||
I1be0074ba05d8f9f70bf0f8f5b26b0eb6587fdac|master|openstack/neutron|1423266957|06-FEB-15|1426270670|13-MAR-15|3003713|1
I1be01d7fe9e97d88e13b472f10883f86876d6283|master|openstack/neutron|1449604441|08-DEC-15||||
I1be0db327a2fa1e866328eecd2e7c3dd3ee3cc93|stable/icehouse|openstack/nova|1417443712|01-DEC-14|1422893566|02-FEB-15|5449854|1
I1be1251c6e327f8b94799c512fad7298b4c9967e|master|openstack/nova|1459961549|06-APR-16|1460164268|09-APR-16|202719|1
I1be9a2f9c3dc9850cc167b204506e36d5272d642|master|openstack/neutron|1457382063|07-MAR-16|1457492303|09-MAR-16|110240|1
I1beb56530134c83b8359ac137cdffc37a86ec8cc|master|openstack/nova|1469544857|26-JUL-16|1471924832|23-AUG-16|2379975|1
I1becad77d48556181c5667ad06b2971b8b8517b2|master|openstack/neutron|1473083584|05-SEP-16|1473847749|14-SEP-16|764165|1
I1befef16e1266b9e08c83ba5beb498f669d066ae|master|openstack/keystone|1452124085|06-JAN-16|1454910111|08-FEB-16|2786026|1
I1bf0d69b67867ded0f2a021fbeedf0124daffe49|master|openstack/glance|1433421272|04-JUN-15|1433621391|06-JUN-15|200119|1
I1bf2bb6194f2d2e56ed7289100c077416acb0f58|master|openstack/nova|1424792326|24-FEB-15||||
I1bf33a5902884da93bbb9516fffa22ccb5c1e56d|stable/kilo|openstack/glance|1433466713|05-JUN-15|1434471792|16-JUN-15|1005079|1
I1bf4088660455dbe58db4bf898aa460a5f22718d|master|openstack/glance|1469112847|21-JUL-16||||
I1bf7c5eef3a0b910cf1eff79304b8e06d4e2cd03|master|openstack/keystone|1426431685|15-MAR-15|1426674444|18-MAR-15|242759|1
I1bf9a85cd299a7618d29c72991612898c5437442|master|openstack/neutron|1444056587|05-OCT-15|1444764265|13-OCT-15|707678|1
I1bf9a85cd299a7618d29c72991612898c5437442|stable/liberty|openstack/neutron|1446821958|06-NOV-15|1447770755|17-NOV-15|948797|1
I1bfa1868dd64a9cf03a6e1c8ebdf2e1da136ed6c|master|openstack/nova|1473716909|12-SEP-16||||
I1bfb88ea51f046e4c4b793cbf20ce7644a350b3f|master|openstack/nova|1472668131|31-AUG-16|1473091924|05-SEP-16|423793|1
I1bfcc90c878ec04796372ad97542c40bec6b2391|master|openstack/neutron|1422017015|23-JAN-15||||
I1c03c03c96f50beacfdc539bbc669559b712fef8|master|openstack/nova|1434621754|18-JUN-15||||
I1c0620894d07d58efbba5226b5244fec950354ca|master|openstack/neutron|1472844858|02-SEP-16||||
I1c08976cf4d175fa2cfe2e39fe55811f04f13243|master|openstack/keystone|1434065786|11-JUN-15|1437721345|24-JUL-15|3655559|1
I1c0a4f1ff19d68152953dd6b265a7fb2e0f6271a|master|openstack/nova|1470302525|04-AUG-16|1470834291|10-AUG-16|531766|1
I1c0b6a9837273f6a5a24f537d75c1ff43ff599f8|master|openstack/neutron|1442673972|19-SEP-15|1442688239|19-SEP-15|14267|1
I1c0b9233b4c06989e3fea9c4462c7f417d9ebfc1|master|openstack/neutron|1467816672|06-JUL-16|1467903406|07-JUL-16|86734|1
I1c0c69bdd8a17f7b96bdf0920299769f0839e21f|master|openstack/nova|1443020163|23-SEP-15|1443038263|23-SEP-15|18100|1
I1c0cd80c86640491ef7cce09d37da16be361457b|master|openstack/nova|1467082114|28-JUN-16|1470432673|05-AUG-16|3350559|1
I1c0ee4adb399dd1e89669477c53f79332a9f79ef|master|openstack/cinder|1457710566|11-MAR-16|1457734229|11-MAR-16|23663|1
I1c12d654db401955791a40ce192ce8bd7e52f3b6|master|openstack/nova|1424392110|20-FEB-15|1431697567|15-MAY-15|7305457|1
I1c134038b6b30c98495018108e839fac29fa3311|master|openstack/nova|1445516721|22-OCT-15||||
I1c1bb5a23e191da660efe9d4179ffaf5fec647f9|master|openstack/neutron|1423757537|12-FEB-15|1424275117|18-FEB-15|517580|1
